hero,index,step,end_delay,target
hero_111,skill_1_1,fly,0.2,head
hero_111,skill_1_1,hit,0.2,foot
hero_204,skill_1_1,cast,0.2,foot
hero_204,skill_1_1,fly,0.2,head
hero_204,skill_1_1,hit,0.2,foot
hero_012,skill_1_1,cast,0.2,foot
hero_012,skill_1_1,fly,0.2,head
hero_012,skill_1_1,hit,0.2,foot
hero_110,skill_1_1,cast,0.2,foot
hero_110,skill_1_1,fly,0.2,head
hero_110,skill_1_1,hit,0.2,foot
hero_104,skill_1_1,cast,0.2,foot
hero_104,skill_1_1,fly,0.2,head
hero_104,skill_1_1,hit,0.2,foot
hero_203,skill_1_1,cast,0.2,foot
hero_203,skill_1_1,fly,0.2,head
hero_203,skill_1_1,hit,0.2,foot
hero_210,skill_1_1,cast,0.2,foot
hero_210,skill_1_1,fly,0.2,head
hero_210,skill_1_1,hit,0.2,foot
hero_109,skill_1_1,cast,0.2,foot
hero_109,skill_1_1,fly,0.2,head
hero_109,skill_1_1,hit,0.2,foot
hero_202,skill_1_1,cast,0.2,foot
hero_202,skill_1_1,fly,0.2,head
hero_202,skill_1_1,hit,0.2,foot
hero_010,skill_1_1,cast,0.2,foot
hero_010,skill_1_1,fly,0.2,head
hero_010,skill_1_1,hit,0.2,foot
hero_207,skill_1_1,cast,0.2,foot
hero_207,skill_1_1,fly,0.2,head
hero_207,skill_1_1,hit,0.2,foot
hero_007,skill_1_1,cast,0.2,foot
hero_007,skill_1_1,fly,0.2,head
hero_007,skill_1_1,hit,0.2,foot
hero_208,skill_1_1,cast,0.2,foot
hero_208,skill_1_1,fly,0.2,head
hero_208,skill_1_1,hit,0.2,foot
hero_112,skill_1_1,cast,0.2,foot
hero_112,skill_1_1,fly,0.2,head
hero_112,skill_1_1,hit,0.2,foot
hero_006,skill_1_1,cast,0.2,foot
hero_006,skill_1_1,fly,0.2,head
hero_006,skill_1_1,hit,0.2,foot
hero_102,skill_1_1,cast,0.2,foot
hero_102,skill_1_1,fly,0.2,head
hero_102,skill_1_1,hit,0.2,foot
hero_005,skill_1_1,cast,0.2,foot
hero_005,skill_1_1,fly,0.2,head
hero_005,skill_1_1,hit,0.2,foot
hero_107,skill_1_1,cast,0.2,foot
hero_107,skill_1_1,fly,0.2,head
hero_107,skill_1_1,hit,0.2,foot
hero_303,skill_1_1,cast,0.2,foot
hero_303,skill_1_1,fly,0.2,head
hero_303,skill_1_1,hit,0.2,foot
hero_301,skill_1_1,cast,0.2,foot
hero_301,skill_1_1,fly,0.2,head
hero_301,skill_1_1,hit,0.2,foot
hero_302,skill_1_1,cast,0.2,foot
hero_302,skill_1_1,fly,0.2,head
hero_302,skill_1_1,hit,0.2,foot
hero_306,skill_1_1,cast,0.2,foot
hero_306,skill_1_1,fly,0.2,head
hero_306,skill_1_1,hit,0.2,foot
hero_305,skill_1_1,cast,0.2,foot
hero_305,skill_1_1,fly,0.2,head
hero_305,skill_1_1,hit,0.2,foot
hero_307,skill_1_1,cast,0.2,foot
hero_307,skill_1_1,fly,0.2,head
hero_307,skill_1_1,hit,0.2,foot
hero_403,skill_1_1,cast,0.2,foot
hero_403,skill_1_1,fly,0.2,head
hero_403,skill_1_1,hit,0.2,foot
hero_405,skill_1_1,cast,0.2,foot
hero_405,skill_1_1,fly,0.2,head
hero_405,skill_1_1,hit,0.2,foot
hero_406,skill_1_1,cast,0.2,foot
hero_406,skill_1_1,fly,0.2,head
hero_406,skill_1_1,hit,0.2,foot
hero_402,skill_1_1,cast,0.2,foot
hero_402,skill_1_1,fly,0.2,head
hero_402,skill_1_1,hit,0.2,foot
hero_401,skill_1_1,cast,0.2,foot
hero_401,skill_1_1,fly,0.2,head
hero_401,skill_1_1,hit,0.2,foot
hero_404,skill_1_1,cast,0.2,foot
hero_404,skill_1_1,fly,0.2,head
hero_404,skill_1_1,hit,0.2,foot
hero_304,skill_1_1,cast,0.2,foot
hero_304,skill_1_1,fly,0.2,head
hero_304,skill_1_1,hit,0.2,foot
hero_407,skill_1_1,cast,0.2,foot
hero_407,skill_1_1,fly,0.2,head
hero_407,skill_1_1,hit,0.2,foot
hero_501,skill_1_1,cast,0.2,foot
hero_501,skill_1_1,fly,0.2,head
hero_501,skill_1_1,hit,0.2,foot
hero_502,skill_1_1,cast,0.2,foot
hero_502,skill_1_1,fly,0.2,head
hero_502,skill_1_1,hit,0.2,foot
hero_503,skill_1_1,cast,0.2,foot
hero_503,skill_1_1,fly,0.2,head
hero_503,skill_1_1,hit,0.2,foot
hero_504,skill_1_1,cast,0.2,foot
hero_504,skill_1_1,fly,0.2,head
hero_504,skill_1_1,hit,0.2,foot
hero_505,skill_1_1,cast,0.2,foot
hero_505,skill_1_1,fly,0.2,head
hero_505,skill_1_1,hit,0.2,foot
hero_506,skill_1_1,cast,0.2,foot
hero_506,skill_1_1,fly,0.2,head
hero_506,skill_1_1,hit,0.2,foot
hero_507,skill_1_1,cast,0.2,foot
hero_507,skill_1_1,fly,0.2,head
hero_507,skill_1_1,hit,0.2,foot
hero_508,skill_1_1,cast,0.2,foot
hero_508,skill_1_1,fly,0.2,head
hero_508,skill_1_1,hit,0.2,foot
hero_509,skill_1_1,cast,0.2,foot
hero_509,skill_1_1,fly,0.2,head
hero_509,skill_1_1,hit,0.2,foot
hero_510,skill_1_1,cast,0.2,foot
hero_510,skill_1_1,fly,0.2,head
hero_510,skill_1_1,hit,0.2,foot
hero_511,skill_1_1,cast,0.2,foot
hero_511,skill_1_1,fly,0.2,head
hero_511,skill_1_1,hit,0.2,foot
hero_512,skill_1_1,cast,0.2,foot
hero_512,skill_1_1,fly,0.2,head
hero_512,skill_1_1,hit,0.2,foot
hero_513,skill_1_1,cast,0.2,foot
hero_513,skill_1_1,fly,0.2,head
hero_513,skill_1_1,hit,0.2,foot
hero_514,skill_1_1,cast,0.2,foot
hero_514,skill_1_1,fly,0.2,head
hero_514,skill_1_1,hit,0.2,foot
hero_515,skill_1_1,cast,0.2,foot
hero_515,skill_1_1,fly,0.2,head
hero_515,skill_1_1,hit,0.2,foot
hero_516,skill_1_1,cast,0.2,foot
hero_516,skill_1_1,fly,0.2,head
hero_516,skill_1_1,hit,0.2,foot
hero_517,skill_1_1,cast,0.2,foot
hero_517,skill_1_1,fly,0.2,head
hero_517,skill_1_1,hit,0.2,foot
hero_518,skill_1_1,cast,0.2,foot
hero_518,skill_1_1,fly,0.2,head
hero_518,skill_1_1,hit,0.2,foot
hero_519,skill_1_1,cast,0.2,foot
hero_519,skill_1_1,fly,0.2,head
hero_519,skill_1_1,hit,0.2,foot
hero_520,skill_1_1,cast,0.2,foot
hero_520,skill_1_1,fly,0.2,head
hero_520,skill_1_1,hit,0.2,foot
hero_521,skill_1_1,cast,0.2,foot
hero_521,skill_1_1,fly,0.2,head
hero_521,skill_1_1,hit,0.2,foot
hero_522,skill_1_1,cast,0.2,foot
hero_522,skill_1_1,fly,0.2,head
hero_522,skill_1_1,hit,0.2,foot
hero_523,skill_1_1,cast,0.2,foot
hero_523,skill_1_1,fly,0.2,head
hero_523,skill_1_1,hit,0.2,foot
hero_524,skill_1_1,cast,0.2,foot
hero_524,skill_1_1,fly,0.2,head
hero_524,skill_1_1,hit,0.2,foot
hero_525,skill_1_1,cast,0.2,foot
hero_525,skill_1_1,fly,0.2,head
hero_525,skill_1_1,hit,0.2,foot
hero_526,skill_1_1,cast,0.2,foot
hero_526,skill_1_1,fly,0.2,head
hero_526,skill_1_1,hit,0.2,foot
hero_527,skill_1_1,cast,0.2,foot
hero_527,skill_1_1,fly,0.2,head
hero_527,skill_1_1,hit,0.2,foot
hero_528,skill_1_1,cast,0.2,foot
hero_528,skill_1_1,fly,0.2,head
hero_528,skill_1_1,hit,0.2,foot
hero_529,skill_1_1,cast,0.2,foot
hero_529,skill_1_1,fly,0.2,head
hero_529,skill_1_1,hit,0.2,foot
hero_530,skill_1_1,cast,0.2,foot
hero_530,skill_1_1,fly,0.2,head
hero_530,skill_1_1,hit,0.2,foot
hero_531,skill_1_1,cast,0.2,foot
hero_531,skill_1_1,fly,0.2,head
hero_531,skill_1_1,hit,0.2,foot
hero_532,skill_1_1,cast,0.2,foot
hero_532,skill_1_1,fly,0.2,head
hero_532,skill_1_1,hit,0.2,foot
hero_533,skill_1_1,cast,0.2,foot
hero_533,skill_1_1,fly,0.2,head
hero_533,skill_1_1,hit,0.2,foot
hero_534,skill_1_1,cast,0.2,foot
hero_534,skill_1_1,fly,0.2,head
hero_534,skill_1_1,hit,0.2,foot
hero_535,skill_1_1,cast,0.2,foot
hero_535,skill_1_1,fly,0.2,head
hero_535,skill_1_1,hit,0.2,foot
hero_536,skill_1_1,cast,0.2,foot
hero_536,skill_1_1,fly,0.2,head
hero_536,skill_1_1,hit,0.2,foot
hero_537,skill_1_1,cast,0.2,foot
hero_537,skill_1_1,fly,0.2,head
hero_537,skill_1_1,hit,0.2,foot
hero_538,skill_1_1,cast,0.2,foot
hero_538,skill_1_1,fly,0.2,head
hero_538,skill_1_1,hit,0.2,foot
hero_539,skill_1_1,cast,0.2,foot
hero_539,skill_1_1,fly,0.2,head
hero_539,skill_1_1,hit,0.2,foot
hero_540,skill_1_1,cast,0.2,foot
hero_540,skill_1_1,fly,0.2,head
hero_540,skill_1_1,hit,0.2,foot
hero_541,skill_1_1,cast,0.2,foot
hero_541,skill_1_1,fly,0.2,head
hero_541,skill_1_1,hit,0.2,foot
hero_542,skill_1_1,cast,0.2,foot
hero_542,skill_1_1,fly,0.2,head
hero_542,skill_1_1,hit,0.2,foot
hero_543,skill_1_1,cast,0.2,foot
hero_543,skill_1_1,fly,0.2,head
hero_543,skill_1_1,hit,0.2,foot
hero_544,skill_1_1,cast,0.2,foot
hero_544,skill_1_1,fly,0.2,head
hero_544,skill_1_1,hit,0.2,foot
hero_545,skill_1_1,cast,0.2,foot
hero_545,skill_1_1,fly,0.2,head
hero_545,skill_1_1,hit,0.2,foot
hero_546,skill_1_1,cast,0.2,foot
hero_546,skill_1_1,fly,0.2,head
hero_546,skill_1_1,hit,0.2,foot
hero_547,skill_1_1,cast,0.2,foot
hero_547,skill_1_1,fly,0.2,head
hero_547,skill_1_1,hit,0.2,foot
hero_548,skill_1_1,cast,0.2,foot
hero_548,skill_1_1,fly,0.2,head
hero_548,skill_1_1,hit,0.2,foot
hero_549,skill_1_1,cast,0.2,foot
hero_549,skill_1_1,fly,0.2,head
hero_549,skill_1_1,hit,0.2,foot
hero_550,skill_1_1,cast,0.2,foot
hero_550,skill_1_1,fly,0.2,head
hero_550,skill_1_1,hit,0.2,foot
hero_551,skill_1_1,cast,0.2,foot
hero_551,skill_1_1,fly,0.2,head
hero_551,skill_1_1,hit,0.2,foot
hero_552,skill_1_1,cast,0.2,foot
hero_552,skill_1_1,fly,0.2,head
hero_552,skill_1_1,hit,0.2,foot
hero_553,skill_1_1,cast,0.2,foot
hero_553,skill_1_1,fly,0.2,head
hero_553,skill_1_1,hit,0.2,foot
hero_554,skill_1_1,cast,0.2,foot
hero_554,skill_1_1,fly,0.2,head
hero_554,skill_1_1,hit,0.2,foot
hero_555,skill_1_1,cast,0.2,foot
hero_555,skill_1_1,fly,0.2,head
hero_555,skill_1_1,hit,0.2,foot
hero_556,skill_1_1,cast,0.2,foot
hero_556,skill_1_1,fly,0.2,head
hero_556,skill_1_1,hit,0.2,foot
hero_557,skill_1_1,cast,0.2,foot
hero_557,skill_1_1,fly,0.2,head
hero_557,skill_1_1,hit,0.2,foot
hero_558,skill_1_1,cast,0.2,foot
hero_558,skill_1_1,fly,0.2,head
hero_558,skill_1_1,hit,0.2,foot
hero_559,skill_1_1,cast,0.2,foot
hero_559,skill_1_1,fly,0.2,head
hero_559,skill_1_1,hit,0.2,foot
hero_560,skill_1_1,cast,0.2,foot
hero_560,skill_1_1,fly,0.2,head
hero_560,skill_1_1,hit,0.2,foot
hero_561,skill_1_1,cast,0.2,foot
hero_561,skill_1_1,fly,0.2,head
hero_561,skill_1_1,hit,0.2,foot
hero_562,skill_1_1,cast,0.2,foot
hero_562,skill_1_1,fly,0.2,head
hero_562,skill_1_1,hit,0.2,foot
hero_563,skill_1_1,cast,0.2,foot
hero_563,skill_1_1,fly,0.2,head
hero_563,skill_1_1,hit,0.2,foot
hero_564,skill_1_1,cast,0.2,foot
hero_564,skill_1_1,fly,0.2,head
hero_564,skill_1_1,hit,0.2,foot
hero_565,skill_1_1,cast,0.2,foot
hero_565,skill_1_1,fly,0.2,head
hero_565,skill_1_1,hit,0.2,foot
hero_566,skill_1_1,cast,0.2,foot
hero_566,skill_1_1,fly,0.2,head
hero_566,skill_1_1,hit,0.2,foot
hero_567,skill_1_1,cast,0.2,foot
hero_567,skill_1_1,fly,0.2,head
hero_567,skill_1_1,hit,0.2,foot
hero_568,skill_1_1,cast,0.2,foot
hero_568,skill_1_1,fly,0.2,head
hero_568,skill_1_1,hit,0.2,foot
hero_569,skill_1_1,cast,0.2,foot
hero_569,skill_1_1,fly,0.2,head
hero_569,skill_1_1,hit,0.2,foot
hero_570,skill_1_1,cast,0.2,foot
hero_570,skill_1_1,fly,0.2,head
hero_570,skill_1_1,hit,0.2,foot
hero_571,skill_1_1,cast,0.2,foot
hero_571,skill_1_1,fly,0.2,head
hero_571,skill_1_1,hit,0.2,foot
hero_572,skill_1_1,cast,0.2,foot
hero_572,skill_1_1,fly,0.2,head
hero_572,skill_1_1,hit,0.2,foot
hero_573,skill_1_1,cast,0.2,foot
hero_573,skill_1_1,fly,0.2,head
hero_573,skill_1_1,hit,0.2,foot
hero_574,skill_1_1,cast,0.2,foot
hero_574,skill_1_1,fly,0.2,head
hero_574,skill_1_1,hit,0.2,foot
hero_575,skill_1_1,cast,0.2,foot
hero_575,skill_1_1,fly,0.2,head
hero_575,skill_1_1,hit,0.2,foot
hero_576,skill_1_1,cast,0.2,foot
hero_576,skill_1_1,fly,0.2,head
hero_576,skill_1_1,hit,0.2,foot
hero_577,skill_1_1,cast,0.2,foot
hero_577,skill_1_1,fly,0.2,head
hero_577,skill_1_1,hit,0.2,foot
hero_578,skill_1_1,cast,0.2,foot
hero_578,skill_1_1,fly,0.2,head
hero_578,skill_1_1,hit,0.2,foot
hero_579,skill_1_1,cast,0.2,foot
hero_579,skill_1_1,fly,0.2,head
hero_579,skill_1_1,hit,0.2,foot
hero_580,skill_1_1,cast,0.2,foot
hero_580,skill_1_1,fly,0.2,head
hero_580,skill_1_1,hit,0.2,foot
hero_581,skill_1_1,cast,0.2,foot
hero_581,skill_1_1,fly,0.2,head
hero_581,skill_1_1,hit,0.2,foot
hero_582,skill_1_1,cast,0.2,foot
hero_582,skill_1_1,fly,0.2,head
hero_582,skill_1_1,hit,0.2,foot
hero_583,skill_1_1,cast,0.2,foot
hero_583,skill_1_1,fly,0.2,head
hero_583,skill_1_1,hit,0.2,foot
hero_584,skill_1_1,cast,0.2,foot
hero_584,skill_1_1,fly,0.2,head
hero_584,skill_1_1,hit,0.2,foot
hero_585,skill_1_1,cast,0.2,foot
hero_585,skill_1_1,fly,0.2,head
hero_585,skill_1_1,hit,0.2,foot
hero_586,skill_1_1,cast,0.2,foot
hero_586,skill_1_1,fly,0.2,head
hero_586,skill_1_1,hit,0.2,foot
hero_587,skill_1_1,cast,0.2,foot
hero_587,skill_1_1,fly,0.2,head
hero_587,skill_1_1,hit,0.2,foot
hero_588,skill_1_1,cast,0.2,foot
hero_588,skill_1_1,fly,0.2,head
hero_588,skill_1_1,hit,0.2,foot
hero_589,skill_1_1,cast,0.2,foot
hero_589,skill_1_1,fly,0.2,head
hero_589,skill_1_1,hit,0.2,foot
hero_590,skill_1_1,cast,0.2,foot
hero_590,skill_1_1,fly,0.2,head
hero_590,skill_1_1,hit,0.2,foot
hero_591,skill_1_1,cast,0.2,foot
hero_591,skill_1_1,fly,0.2,head
hero_591,skill_1_1,hit,0.2,foot
hero_592,skill_1_1,cast,0.2,foot
hero_592,skill_1_1,fly,0.2,head
hero_592,skill_1_1,hit,0.2,foot
hero_593,skill_1_1,cast,0.2,foot
hero_593,skill_1_1,fly,0.2,head
hero_593,skill_1_1,hit,0.2,foot
hero_594,skill_1_1,cast,0.2,foot
hero_594,skill_1_1,fly,0.2,head
hero_594,skill_1_1,hit,0.2,foot
hero_595,skill_1_1,cast,0.2,foot
hero_595,skill_1_1,fly,0.2,head
hero_595,skill_1_1,hit,0.2,foot
hero_596,skill_1_1,cast,0.2,foot
hero_596,skill_1_1,fly,0.2,head
hero_596,skill_1_1,hit,0.2,foot
hero_597,skill_1_1,cast,0.2,foot
hero_597,skill_1_1,fly,0.2,head
hero_597,skill_1_1,hit,0.2,foot
hero_598,skill_1_1,cast,0.2,foot
hero_598,skill_1_1,fly,0.2,head
hero_598,skill_1_1,hit,0.2,foot
hero_599,skill_1_1,cast,0.2,foot
hero_599,skill_1_1,fly,0.2,head
hero_599,skill_1_1,hit,0.2,foot
hero_600,skill_1_1,cast,0.2,foot
hero_600,skill_1_1,fly,0.2,head
hero_600,skill_1_1,hit,0.2,foot
hero_601,skill_1_1,cast,0.2,foot
hero_601,skill_1_1,fly,0.2,head
hero_601,skill_1_1,hit,0.2,foot
hero_602,skill_1_1,cast,0.2,foot
hero_602,skill_1_1,fly,0.2,head
hero_602,skill_1_1,hit,0.2,foot
hero_603,skill_1_1,cast,0.2,foot
hero_603,skill_1_1,fly,0.2,head
hero_603,skill_1_1,hit,0.2,foot
hero_604,skill_1_1,cast,0.2,foot
hero_604,skill_1_1,fly,0.2,head
hero_604,skill_1_1,hit,0.2,foot
hero_605,skill_1_1,cast,0.2,foot
hero_605,skill_1_1,fly,0.2,head
hero_605,skill_1_1,hit,0.2,foot
hero_606,skill_1_1,cast,0.2,foot
hero_606,skill_1_1,fly,0.2,head
hero_606,skill_1_1,hit,0.2,foot
hero_607,skill_1_1,cast,0.2,foot
hero_607,skill_1_1,fly,0.2,head
hero_607,skill_1_1,hit,0.2,foot
hero_608,skill_1_1,cast,0.2,foot
hero_608,skill_1_1,fly,0.2,head
hero_608,skill_1_1,hit,0.2,foot
hero_609,skill_1_1,cast,0.2,foot
hero_609,skill_1_1,fly,0.2,head
hero_609,skill_1_1,hit,0.2,foot
hero_610,skill_1_1,cast,0.2,foot
hero_610,skill_1_1,fly,0.2,head
hero_610,skill_1_1,hit,0.2,foot
hero_611,skill_1_1,cast,0.2,foot
hero_611,skill_1_1,fly,0.2,head
hero_611,skill_1_1,hit,0.2,foot
hero_612,skill_1_1,cast,0.2,foot
hero_612,skill_1_1,fly,0.2,head
hero_612,skill_1_1,hit,0.2,foot
hero_613,skill_1_1,cast,0.2,foot
hero_613,skill_1_1,fly,0.2,head
hero_613,skill_1_1,hit,0.2,foot
hero_614,skill_1_1,cast,0.2,foot
hero_614,skill_1_1,fly,0.2,head
hero_614,skill_1_1,hit,0.2,foot
hero_615,skill_1_1,cast,0.2,foot
hero_615,skill_1_1,fly,0.2,head
hero_615,skill_1_1,hit,0.2,foot
hero_616,skill_1_1,cast,0.2,foot
hero_616,skill_1_1,fly,0.2,head
hero_616,skill_1_1,hit,0.2,foot
hero_617,skill_1_1,cast,0.2,foot
hero_617,skill_1_1,fly,0.2,head
hero_617,skill_1_1,hit,0.2,foot
hero_618,skill_1_1,cast,0.2,foot
hero_618,skill_1_1,fly,0.2,head
hero_618,skill_1_1,hit,0.2,foot
hero_619,skill_1_1,cast,0.2,foot
hero_619,skill_1_1,fly,0.2,head
hero_619,skill_1_1,hit,0.2,foot
hero_620,skill_1_1,cast,0.2,foot
hero_620,skill_1_1,fly,0.2,head
hero_620,skill_1_1,hit,0.2,foot
hero_621,skill_1_1,cast,0.2,foot
hero_621,skill_1_1,fly,0.2,head
hero_621,skill_1_1,hit,0.2,foot
hero_622,skill_1_1,cast,0.2,foot
hero_622,skill_1_1,fly,0.2,head
hero_622,skill_1_1,hit,0.2,foot
hero_623,skill_1_1,cast,0.2,foot
hero_623,skill_1_1,fly,0.2,head
hero_623,skill_1_1,hit,0.2,foot
hero_624,skill_1_1,cast,0.2,foot
hero_624,skill_1_1,fly,0.2,head
hero_624,skill_1_1,hit,0.2,foot
hero_625,skill_1_1,cast,0.2,foot
hero_625,skill_1_1,fly,0.2,head
hero_625,skill_1_1,hit,0.2,foot
hero_626,skill_1_1,cast,0.2,foot
hero_626,skill_1_1,fly,0.2,head
hero_626,skill_1_1,hit,0.2,foot
hero_627,skill_1_1,cast,0.2,foot
hero_627,skill_1_1,fly,0.2,head
hero_627,skill_1_1,hit,0.2,foot
hero_628,skill_1_1,cast,0.2,foot
hero_628,skill_1_1,fly,0.2,head
hero_628,skill_1_1,hit,0.2,foot
hero_629,skill_1_1,cast,0.2,foot
hero_629,skill_1_1,fly,0.2,head
hero_629,skill_1_1,hit,0.2,foot
hero_630,skill_1_1,cast,0.2,foot
hero_630,skill_1_1,fly,0.2,head
hero_630,skill_1_1,hit,0.2,foot
hero_631,skill_1_1,cast,0.2,foot
hero_631,skill_1_1,fly,0.2,head
hero_631,skill_1_1,hit,0.2,foot
hero_632,skill_1_1,cast,0.2,foot
hero_632,skill_1_1,fly,0.2,head
hero_632,skill_1_1,hit,0.2,foot
hero_633,skill_1_1,cast,0.2,foot
hero_633,skill_1_1,fly,0.2,head
hero_633,skill_1_1,hit,0.2,foot
