id,chapter,type,name,level,amount,rarity,force,produce,times,gem,gold,food,lumber,marble,steel,crystal,hero_fragments,points_limit,locale_desc,unlock_id,switch_daily
49,4,building_level,storage_food,4,,,,,,,0,0,10200,14300,10200,,"hero_211,2",0,chapter_task_49_desc,0,
50,4,building_level,storage_steel,4,,,,,,,68,4450,0,0,10200,,,1,chapter_task_50_desc,0,
51,4,building_level,storage_marble,4,,,,,,,0,4450,10200,0,10200,,,1,chapter_task_51_desc,0,
52,4,stronghold_amount,stronghold,,1,,,,,,0,4450,10200,0,10200,,"hero_211,2",1,chapter_task_52_desc,0,
53,4,attack_npccity,,,,,,,1,,0,4450,10200,0,10200,,,1,chapter_task_53_desc,0,
54,4,specify_building_level,tribute_gold_A,4,,,,,,,0,4450,10200,0,10200,,,1,chapter_task_54_desc,0,
55,4,building_level,townhall,5,,,,,,,0,4450,10200,14300,10200,,"hero_111,3",0,chapter_task_55_desc,0,
56,5,specify_building_level,march_speed_up_building,1,,,,,,,0,0,39400,51200,39400,,"hero_110,4",0,chapter_task_56_desc,0,
57,5,specify_building_level,armycamp_A,5,,,,,,,0,18300,39400,0,39400,,,1,chapter_task_57_desc,0,
58,5,hero_level,,21,,,,,,,0,18300,39400,51200,39400,,"hero_110,8",0,chapter_task_58_desc,0,
59,5,specify_building_level,produce_lumber_A,5,,,,,,,270,18300,39400,51200,0,,,1,chapter_task_59_desc,0,
60,5,specify_building_level,produce_steel_A,5,,,,,,,0,18300,0,0,39400,,,1,chapter_task_60_desc,0,
61,5,specify_building_level,produce_food_A,5,,,,,,,0,0,39400,51200,39400,,"hero_105,4",0,chapter_task_61_desc,0,
62,5,specify_building_level,produce_marble_A,5,,,,,,,0,0,39400,51200,39400,,,1,chapter_task_62_desc,0,
63,5,specify_building_level,hero_attack_up_building,5,,,,,,,270,18300,39400,51200,0,,,1,chapter_task_63_desc,0,
64,5,pvp_times,,,,,,,5,,270,18300,0,0,0,,,1,chapter_task_64_desc,0,
65,5,building_level,storage_lumber,5,,,,,,,0,18300,39400,51200,39400,,,1,chapter_task_65_desc,0,
66,5,building_level,storage_food,5,,,,,,,0,18300,39400,51200,39400,,"hero_105,2",0,chapter_task_66_desc,0,
67,5,building_level,storage_steel,5,,,,,,,0,18300,0,51200,0,,,1,chapter_task_67_desc,0,
68,5,building_level,storage_marble,5,,,,,,,270,18300,0,0,39400,,,1,chapter_task_68_desc,0,
69,5,stronghold_amount,stronghold,,2,,,,,,0,18300,39400,0,39400,,"hero_105,3",0,chapter_task_69_desc,0,
70,5,attack_npccity,,,,,,,5,,0,18300,39400,0,39400,,,1,chapter_task_70_desc,0,
71,5,specify_building_level,tribute_gold_A,5,,,,,,,0,18300,39400,0,39400,,,1,chapter_task_71_desc,0,
72,5,building_level,townhall,6,,,,,,,0,18300,39400,51200,39400,,"hero_105,4",0,chapter_task_72_desc,0,
73,6,specify_building_level,armycamp_A,6,,,,,,,600,51050,0,163300,136100,,"hero_011,4",0,chapter_task_73_desc,0,
74,6,hero_level,,26,,,,,,,0,51050,136100,163300,136100,,,1,chapter_task_74_desc,0,
75,6,specify_building_level,siege_up_building,1,,,,,,,600,51050,136100,163300,0,,,1,chapter_task_75_desc,0,
76,6,specify_building_level,produce_lumber_A,6,,,,,,,0,51050,0,0,136100,,,1,chapter_task_76_desc,0,
77,6,specify_building_level,produce_steel_A,6,,,,,,,600,51050,136100,163300,0,,"hero_011,4",0,chapter_task_77_desc,0,
78,6,specify_building_level,produce_food_A,6,,,,,,,0,0,136100,163300,136100,,,1,chapter_task_78_desc,0,
79,6,specify_building_level,produce_marble_A,6,,,,,,,600,51050,0,0,0,,,1,chapter_task_79_desc,0,
80,6,specify_building_level,march_speed_up_building,6,,,,,,,0,51050,136100,163300,136100,,"hero_010,4",0,chapter_task_80_desc,0,
81,6,specify_building_level,hero_defence_up_building,6,,,,,,,600,51050,136100,163300,0,,,1,chapter_task_81_desc,0,
82,6,pvp_times,,,,,,,5,,0,51050,0,163300,0,,,1,chapter_task_82_desc,0,
83,6,building_level,storage_lumber,6,,,,,,,600,51050,0,0,136100,,"hero_010,4",0,chapter_task_83_desc,0,
84,6,building_level,storage_food,6,,,,,,,0,51050,136100,0,136100,,,1,chapter_task_84_desc,0,
85,6,building_level,storage_steel,6,,,,,,,0,51050,136100,0,136100,,,1,chapter_task_85_desc,0,
86,6,building_level,storage_marble,6,,,,,,,0,51050,136100,0,136100,,"hero_010,4",0,chapter_task_86_desc,0,
87,6,stronghold_amount,stronghold,,3,,,,,,0,51050,136100,163300,136100,,,1,chapter_task_87_desc,0,
88,6,attack_npccity,,,,,,,5,,0,51050,0,0,0,,,1,chapter_task_88_desc,0,
89,6,specify_building_level,tribute_gold_B,6,,,,,,,0,51050,136100,163300,136100,,,1,chapter_task_89_desc,0,
90,6,building_level,townhall,7,,,,,,,0,0,136100,0,136100,,"hero_010,4",0,chapter_task_90_desc,0,
91,7,specify_building_level,durability_up_building,1,,,,,,,0,132350,280200,0,280200,,,1,chapter_task_91_desc,0,
92,7,specify_building_level,armycamp_A,7,,,,,,,0,0,280200,280200,280200,,,1,chapter_task_92_desc,0,
93,7,hero_level,,31,,,,,,,0,132350,280200,0,280200,,,1,chapter_task_93_desc,0,
94,7,specify_building_level,produce_lumber_B,7,,,,,,,889,132350,280200,280200,280200,,,1,chapter_task_94_desc,0,
95,7,specify_building_level,produce_steel_B,7,,,,,,,0,132350,280200,280200,280200,,,1,chapter_task_95_desc,0,
96,7,specify_building_level,produce_food_B,7,,,,,,,0,132350,280200,280200,280200,,,1,chapter_task_96_desc,0,
97,7,specify_building_level,produce_marble_B,7,,,,,,,889,132350,280200,280200,280200,,,1,chapter_task_97_desc,0,
98,7,specify_building_level,march_speed_up_building,7,,,,,,,889,132350,280200,280200,280200,,,1,chapter_task_98_desc,0,
99,7,specify_building_level,siege_up_building,7,,,,,,,0,132350,280200,280200,280200,,,1,chapter_task_99_desc,0,
100,7,specify_building_level,hero_attack_up_building,7,,,,,,,889,132350,280200,280200,0,,,1,chapter_task_100_desc,0,
101,7,pvp_times,,,,,,,5,,889,132350,280200,280200,280200,,,1,chapter_task_101_desc,0,
102,7,building_level,storage_lumber,7,,,,,,,0,132350,280200,280200,280200,,,1,chapter_task_102_desc,0,
103,7,building_level,storage_food,7,,,,,,,889,132350,280200,280200,280200,,,1,chapter_task_103_desc,0,
104,7,building_level,storage_steel,7,,,,,,,889,132350,280200,280200,280200,,,1,chapter_task_104_desc,0,
105,7,building_level,storage_marble,7,,,,,,,0,132350,280200,280200,280200,,,1,chapter_task_105_desc,0,
106,7,stronghold_amount,stronghold,,5,,,,,,889,132350,0,280200,280200,,,1,chapter_task_106_desc,0,
107,7,attack_npccity,,,,,,,10,,889,132350,0,280200,0,,,1,chapter_task_107_desc,0,
108,7,specify_building_level,tribute_gold_C,7,,,,,,,0,132350,280200,280200,280200,,,1,chapter_task_108_desc,0,
109,7,building_level,townhall,8,,,,,,,0,132350,280200,280200,280200,,,1,chapter_task_109_desc,0,
110,8,specify_building_level,paper_dominant_up_building,1,,,,,,,0,180200,360400,0,377600,,,1,chapter_task_110_desc,0,
111,8,specify_building_level,armycamp_A,8,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_111_desc,0,
112,8,hero_level,,36,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_112_desc,0,
113,8,specify_building_level,produce_lumber_C,8,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_113_desc,0,
114,8,specify_building_level,produce_steel_C,8,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_114_desc,0,
115,8,specify_building_level,produce_food_C,8,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_115_desc,0,
116,8,specify_building_level,produce_marble_C,8,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_116_desc,0,
117,8,specify_building_level,scissors_dominant_up_building,1,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_117_desc,0,
118,8,specify_building_level,march_speed_up_building,8,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_118_desc,0,
119,8,specify_building_level,siege_up_building,8,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_119_desc,0,
120,8,specify_building_level,rock_dominant_up_building,1,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_120_desc,0,
121,8,specify_building_level,hero_defence_up_building,8,,,,,,,905,180200,360400,396500,0,,,1,chapter_task_121_desc,0,
122,8,pvp_times,,,,,,,5,,905,180200,360400,396500,377600,,,1,chapter_task_122_desc,0,
123,8,specify_building_level,durability_up_building,8,,,,,,,0,180200,360400,0,377600,,,1,chapter_task_123_desc,0,
124,8,building_level,storage_lumber,8,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_124_desc,0,
125,8,building_level,storage_food,8,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_125_desc,0,
126,8,building_level,storage_steel,8,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_126_desc,0,
127,8,building_level,storage_marble,8,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_127_desc,0,
128,8,stronghold_amount,stronghold,,7,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_128_desc,0,
129,8,attack_npccity,,,,,,,10,,905,180200,360400,396500,377600,,,1,chapter_task_129_desc,0,
130,8,specify_building_level,tribute_gold_A,8,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_130_desc,0,
131,8,building_level,townhall,9,,,,,,,905,180200,360400,396500,377600,,,1,chapter_task_131_desc,0,
132,9,specify_building_level,armycamp_A,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_132_desc,0,
133,9,hero_level,,41,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_133_desc,0,
134,9,specify_building_level,produce_lumber_A,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_134_desc,0,
135,9,specify_building_level,produce_steel_A,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_135_desc,0,
136,9,specify_building_level,produce_food_A,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_136_desc,0,
137,9,specify_building_level,produce_marble_A,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_137_desc,0,
138,9,specify_building_level,march_speed_up_building,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_138_desc,0,
139,9,specify_building_level,siege_up_building,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_139_desc,0,
140,9,specify_building_level,hero_attack_up_building,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_140_desc,0,
141,9,specify_building_level,hero_defence_up_building,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_141_desc,0,
142,9,specify_building_level,durability_up_building,9,,,,,,,0,539700,1079400,1079400,1079400,,,1,chapter_task_142_desc,0,
143,9,specify_building_level,paper_dominant_up_building,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_143_desc,0,
144,9,pvp_times,,,,,,,5,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_144_desc,0,
145,9,building_level,storage_lumber,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_145_desc,0,
146,9,building_level,storage_food,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_146_desc,0,
147,9,building_level,storage_steel,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_147_desc,0,
148,9,building_level,storage_marble,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_148_desc,0,
149,9,stronghold_amount,stronghold,,9,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_149_desc,0,
150,9,attack_npccity,,,,,,,10,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_150_desc,0,
151,9,specify_building_level,tribute_gold_D,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_151_desc,0,
152,9,building_level,townhall,10,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_152_desc,0,
153,10,specify_building_level,armycamp_A,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_153_desc,0,
154,10,hero_level,,46,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_154_desc,0,
155,10,specify_building_level,produce_lumber_B,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_155_desc,0,
156,10,specify_building_level,produce_steel_B,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_156_desc,0,
157,10,specify_building_level,produce_food_B,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_157_desc,0,
158,10,specify_building_level,produce_marble_B,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_158_desc,0,
159,10,specify_building_level,march_speed_up_building,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_159_desc,0,
160,10,specify_building_level,siege_up_building,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_160_desc,0,
161,10,specify_building_level,scissors_dominant_up_building,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_161_desc,0,
162,10,specify_building_level,hero_attack_up_building,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_162_desc,0,
163,10,specify_building_level,hero_defence_up_building,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_163_desc,0,
164,10,specify_building_level,durability_up_building,10,,,,,,,0,937500,1875000,1875000,1875000,,,1,chapter_task_164_desc,0,
165,10,pvp_times,,,,,,,5,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_165_desc,0,
166,10,building_level,storage_lumber,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_166_desc,0,
167,10,building_level,storage_food,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_167_desc,0,
168,10,building_level,storage_steel,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_168_desc,0,
169,10,building_level,storage_marble,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_169_desc,0,
170,10,stronghold_amount,stronghold,,11,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_170_desc,0,
171,10,attack_npccity,,,,,,,10,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_171_desc,0,
172,10,specify_building_level,tribute_gold_B,10,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_172_desc,0,
173,10,building_level,townhall,11,,,,,,,3150,937500,1875000,1875000,1875000,,,1,chapter_task_173_desc,0,
174,11,specify_building_level,armycamp_A,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_174_desc,0,
175,11,hero_level,,51,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_175_desc,0,
176,11,specify_building_level,produce_lumber_C,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_176_desc,0,
177,11,specify_building_level,produce_steel_C,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_177_desc,0,
178,11,specify_building_level,produce_food_C,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_178_desc,0,
179,11,specify_building_level,produce_marble_C,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_179_desc,0,
180,11,specify_building_level,march_speed_up_building,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_180_desc,0,
181,11,specify_building_level,siege_up_building,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_181_desc,0,
182,11,specify_building_level,hero_attack_up_building,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_182_desc,0,
183,11,specify_building_level,hero_defence_up_building,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_183_desc,0,
184,11,specify_building_level,durability_up_building,11,,,,,,,0,1795650,3591300,3591300,3591300,,,1,chapter_task_184_desc,0,
185,11,specify_building_level,rock_dominant_up_building,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_185_desc,0,
186,11,pvp_times,,,,,,,5,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_186_desc,0,
187,11,building_level,storage_lumber,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_187_desc,0,
188,11,building_level,storage_food,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_188_desc,0,
189,11,building_level,storage_steel,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_189_desc,0,
190,11,building_level,storage_marble,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_190_desc,0,
191,11,stronghold_amount,stronghold,,13,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_191_desc,0,
192,11,attack_npccity,,,,,,,10,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_192_desc,0,
193,11,specify_building_level,tribute_gold_B,11,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_193_desc,0,
194,11,building_level,townhall,12,,,,,,,5618,1795650,3591300,3591300,3591300,,,1,chapter_task_194_desc,0,
195,12,specify_building_level,armycamp_A,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_195_desc,0,
196,12,hero_level,,56,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_196_desc,0,
197,12,specify_building_level,produce_lumber_A,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_197_desc,0,
198,12,specify_building_level,produce_steel_A,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_198_desc,0,
199,12,specify_building_level,produce_food_A,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_199_desc,0,
200,12,specify_building_level,produce_marble_A,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_200_desc,0,
201,12,specify_building_level,march_speed_up_building,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_201_desc,0,
202,12,specify_building_level,siege_up_building,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_202_desc,0,
203,12,specify_building_level,hero_attack_up_building,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_203_desc,0,
204,12,specify_building_level,hero_defence_up_building,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_204_desc,0,
205,12,specify_building_level,durability_up_building,12,,,,,,,0,3392850,6785700,6785700,6785700,,,1,chapter_task_205_desc,0,
206,12,specify_building_level,paper_dominant_up_building,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_206_desc,0,
207,12,pvp_times,,,,,,,5,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_207_desc,0,
208,12,building_level,storage_lumber,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_208_desc,0,
209,12,building_level,storage_food,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_209_desc,0,
210,12,building_level,storage_steel,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_210_desc,0,
211,12,building_level,storage_marble,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_211_desc,0,
212,12,stronghold_amount,stronghold,,15,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_212_desc,0,
213,12,attack_npccity,,,,,,,10,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_213_desc,0,
214,12,specify_building_level,tribute_gold_B,12,,,,,,,15158,3392850,6785700,6785700,6785700,,,1,chapter_task_214_desc,0,
