skill_id,audio_skill_cast,audio_skill_hit,audio_skill_move
hero_550_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_551_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_552_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_553_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_554_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_555_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_556_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_557_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_558_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_559_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_560_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_561_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_562_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_563_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_564_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_565_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_566_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_567_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_568_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_569_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_570_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_571_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_572_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_573_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_574_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_575_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_576_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_577_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_578_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_579_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_580_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_581_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_582_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_583_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_584_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_585_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_586_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_587_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_588_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_589_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_590_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_591_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_592_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_593_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_594_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_595_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_596_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_597_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_598_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_599_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_600_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_601_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_602_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_603_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_604_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_605_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_606_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_607_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_608_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_609_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_610_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_611_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_612_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_613_attack_1,hero_306_attack_cast,hero_306_attack_hit,hero_common2_move
hero_614_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_615_attack_1,hero_301_attack_cast,hero_301_attack_hit2,hero_common2_move
hero_616_attack_1,,hero_407_attack_hit,hero_common2_move
hero_617_attack_1,,hero_407_attack_hit,hero_common2_move
hero_618_attack_1,,hero_407_attack_hit,hero_common2_move
hero_619_attack_1,,hero_407_attack_hit,hero_common2_move
hero_620_attack_1,,hero_407_attack_hit,hero_common2_move
hero_621_attack_1,,hero_407_attack_hit,hero_common2_move
hero_622_attack_1,,hero_407_attack_hit,hero_common2_move
hero_623_attack_1,,hero_407_attack_hit,hero_common2_move
hero_624_attack_1,,hero_407_attack_hit,hero_common2_move
hero_625_attack_1,,hero_407_attack_hit,hero_common2_move
hero_626_attack_1,,hero_407_attack_hit,hero_common2_move
hero_627_attack_1,,hero_407_attack_hit,hero_common2_move
hero_628_attack_1,,hero_407_attack_hit,hero_common2_move
hero_629_attack_1,,hero_407_attack_hit,hero_common2_move
hero_630_attack_1,,hero_407_attack_hit,hero_common2_move
hero_631_attack_1,,hero_407_attack_hit,hero_common2_move
hero_632_attack_1,,hero_407_attack_hit,hero_common2_move
hero_633_attack_1,,hero_407_attack_hit,hero_common2_move
hero_405_skill_1,hero_405_skill_cast,hero_405_skill_hit,hero_common2_move
hero_008_skill_1,hero_008_skill_cast,hero_008_skill_hit,hero_common2_move
hero_109_skill_1,hero_109_skill_cast,hero_109_skill_hit,hero_common2_move
hero_106_skill_1,hero_106_skill_cast,hero_106_skill_hit,hero_common2_move
hero_108_skill_1,,hero_108_skill_hit,hero_common2_move
hero_107_skill_1,hero_107_skill_cast,hero_107_skill_hit,hero_common2_move
hero_211_skill_1,hero_211_skill_cast,hero_211_skill_hit,hero_common2_move
hero_111_skill_1,hero_111_skill_cast,hero_111_skill_hit,hero_common2_move
hero_110_skill_1,hero_110_skill_cast,hero_110_skill_hit,hero_common2_move
hero_105_skill_1,hero_105_skill_cast,hero_105_skill_hit,hero_common2_move
hero_201_skill_1,hero_201_skill_cast,hero_201_skill_hit,hero_common2_move
hero_101_skill_1,hero_101_skill_cast,hero_101_skill_hit,hero_common2_move
hero_009_skill_1,hero_009_skill_cast,hero_009_skill_hit,hero_common2_move
hero_011_skill_1,hero_011_skill_cast,hero_011_skill_hit,hero_common2_move
hero_010_skill_1,hero_010_skill_cast,hero_010_skill_hit,hero_common2_move
hero_204_skill_1,hero_204_skill_cast,hero_204_skill_hit,hero_common2_move
hero_202_skill_1,hero_202_skill_cast,hero_202_skill_hit,hero_common2_move
hero_203_skill_1,hero_203_skill_cast,hero_203_skill_hit,hero_common2_move
hero_104_skill_1,hero_104_skill_cast,hero_104_skill_hit,hero_common2_move
hero_007_skill_1,hero_007_skill_cast,hero_007_skill_hit,hero_common2_move
hero_004_skill_1,,hero_004_skill_hit,hero_common2_move
hero_012_skill_1,hero_012_skill_cast,hero_012_skill_hit,hero_common2_move
hero_207_skill_1,,,hero_common2_move
hero_005_skill_1,hero_005_skill_cast,hero_005_skill_hit,hero_common2_move
hero_210_skill_1,hero_210_skill_cast,hero_210_skill_hit,hero_common2_move
hero_208_skill_1,hero_208_skill_cast,hero_208_skill_hit,hero_common2_move
hero_206_skill_1,hero_206_skill_cast,hero_206_skill_hit,hero_common2_move
hero_307_skill_1,hero_307_skill_cast,hero_307_skill_hit,hero_common2_move
hero_306_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_006_skill_1,hero_006_skill_cast,hero_006_skill_hit,hero_common2_move
hero_003_skill_1,hero_003_skill_cast,hero_003_skill_hit,hero_common2_move
hero_303_skill_1,,,hero_common2_move
hero_302_skill_1,,,hero_common2_move
hero_205_skill_1,hero_205_skill_cast,hero_205_skill_hit,hero_common2_move
hero_001_skill_1,hero_001_skill_cast,hero_001_skill_hit,hero_common2_move
hero_305_skill_1,hero_305_skill_cast,hero_305_skill_hit,hero_common2_move
hero_209_skill_1,hero_209_skill_cast,hero_209_skill_hit,hero_common2_move
hero_212_skill_1,hero_212_skill_cast,hero_212_skill_hit,hero_common2_move
hero_102_skill_1,hero_102_skill_cast,hero_102_skill_hit,hero_common2_move
hero_401_skill_1,hero_401_skill_cast,hero_401_skill_hit,hero_common2_move
hero_403_skill_1,,hero_403_skill_hit,hero_common2_move
hero_002_skill_1,hero_002_skill_cast,hero_002_skill_hit,hero_common2_move
hero_301_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_406_skill_1,hero_406_skill_cast,hero_406_skill_hit,hero_common2_move
hero_402_skill_1,hero_402_skill_cast,hero_402_skill_hit,hero_common2_move
hero_304_skill_1,hero_304_skill_cast,hero_304_skill_hit,hero_common2_move
hero_103_skill_1,hero_103_skill_cast,hero_103_skill_hit,hero_common2_move
hero_112_skill_1,hero_112_skill_cast,hero_112_skill_hit,hero_common2_move
hero_404_skill_1,hero_404_skill_cast,hero_404_skill_hit,hero_common2_move
hero_407_skill_1,hero_407_skill_cast,,hero_common2_move
hero_501_skill_1,hero_401_skill_cast,hero_401_skill_hit,hero_common2_move
hero_502_skill_1,hero_401_skill_cast,hero_401_skill_hit,hero_common2_move
hero_503_skill_1,hero_401_skill_cast,hero_401_skill_hit,hero_common2_move
hero_504_skill_1,hero_401_skill_cast,hero_401_skill_hit,hero_common2_move
hero_505_skill_1,hero_401_skill_cast,hero_401_skill_hit,hero_common2_move
hero_506_skill_1,hero_401_skill_cast,hero_401_skill_hit,hero_common2_move
hero_507_skill_1,hero_401_skill_cast,hero_401_skill_hit,hero_common2_move
hero_508_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_509_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_510_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_511_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_512_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_513_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_514_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_515_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_516_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_517_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_518_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_519_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_520_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_521_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_522_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_523_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_524_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_525_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_526_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_526_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_526_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_526_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_527_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_528_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_529_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_529_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_529_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_529_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_530_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_531_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_532_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_532_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_532_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_532_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_533_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_534_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_535_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_535_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_535_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_535_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_536_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_537_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_538_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_538_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_538_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_538_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_539_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_540_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_541_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_541_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_541_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_541_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_542_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_543_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_544_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_544_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_544_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_544_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_545_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_546_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_547_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_547_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_547_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_547_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_548_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_549_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_550_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_550_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_550_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_550_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_551_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_552_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_553_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_553_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_553_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_553_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_553_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_554_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_555_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_556_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_556_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_556_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_556_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_556_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_557_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_558_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_559_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_559_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_559_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_559_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_559_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_560_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_561_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_562_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_562_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_562_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_562_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_562_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_563_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_564_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_565_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_565_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_565_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_565_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_565_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_566_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_567_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
hero_568_skill_1,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_568_skill_2,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_568_skill_3,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_568_skill_4,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_568_skill_5,hero_306_skill_cast,hero_306_skill_hit,hero_common2_move
hero_569_skill_1,hero_301_skill_cast,hero_301_skill_hit,hero_common2_move
