name,pos_1_names,pos_1_level,pos_1_troop_amount,pos_2_names,pos_2_level,pos_2_troop_amount,pos_3_names,pos_3_level,pos_3_troop_amount,pos_4_names,pos_4_level,pos_4_troop_amount,pos_5_names,pos_5_level,pos_5_troop_amount,pos_6_names,pos_6_level,pos_6_troop_amount
demon_attack_group_5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",15,1.3,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",15,1.3,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",15,1.3,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",15,1.3,,,,,,
demon_attack_group_5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",15,1.3,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",15,1.3,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",15,1.3,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",15,1.3,,,,,,
demon_attack_group_5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",15,1.3,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",15,1.3,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",15,1.3,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",15,1.3,,,,,,
demon_attack_group_6,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",20,1.3,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",20,1.3,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",20,1.3,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",20,1.3,,,,,,
demon_attack_group_6,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",20,1.3,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",20,1.3,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",20,1.3,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",20,1.3,,,,,,
demon_attack_group_6,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",20,1.3,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",20,1.3,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",20,1.3,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",20,1.3,,,,,,
demon_attack_group_6,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",20,1.3,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",20,1.3,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",20,1.3,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",20,1.3,,,,,,
demon_attack_group_6,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",20,1.3,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",20,1.3,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",20,1.3,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",20,1.3,,,,,,
demon_attack_group_6,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",20,1.3,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",20,1.3,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",20,1.3,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",20,1.3,,,,,,
demon_attack_group_6,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",20,1.3,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",20,1.3,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",20,1.3,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",20,1.3,,,,,,
demon_attack_group_6,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",20,1.3,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",20,1.3,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",20,1.3,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",20,1.3,,,,,,
demon_attack_group_6,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",20,1.3,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",20,1.3,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",20,1.3,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",20,1.3,,,,,,
demon_attack_group_7,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",25,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",25,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",25,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",25,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",25,1.4,,,
demon_attack_group_7,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",25,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",25,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",25,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",25,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",25,1.4,,,
demon_attack_group_7,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",25,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",25,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",25,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",25,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",25,1.4,,,
demon_attack_group_8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,,,
demon_attack_group_8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,,,
demon_attack_group_8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,,,
demon_attack_group_8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,,,
demon_attack_group_8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,,,
demon_attack_group_8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,,,
demon_attack_group_8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",30,1.4,,,
demon_attack_group_8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",30,1.4,,,
demon_attack_group_8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",30,1.4,,,
demon_attack_group_9,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",35,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",35,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",35,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",35,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",35,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",35,1.5
demon_attack_group_9,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",35,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",35,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",35,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",35,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",35,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",35,1.5
demon_attack_group_9,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",35,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",35,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",35,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",35,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",35,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",35,1.5
demon_attack_group_10,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5
demon_attack_group_10,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5
demon_attack_group_10,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5
demon_attack_group_10,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5
demon_attack_group_10,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5
demon_attack_group_10,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5
demon_attack_group_10,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",40,1.5
demon_attack_group_10,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",40,1.5
demon_attack_group_10,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",40,1.5
demon_attack_group_11,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8
demon_attack_group_11,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8
demon_attack_group_11,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8
demon_attack_group_11,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8
demon_attack_group_11,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8
demon_attack_group_11,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8
demon_attack_group_11,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8
demon_attack_group_11,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8
demon_attack_group_11,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8
demon_attack_group_11,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8
demon_attack_group_11,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8
demon_attack_group_11,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8
demon_attack_group_11,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8
demon_attack_group_11,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8
demon_attack_group_11,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8
demon_attack_group_11,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8
demon_attack_group_11,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",45,1.8
demon_attack_group_11,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8,"hero_514,hero_515,hero_516,hero_517,hero_518,hero_519",45,1.8,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",45,1.8
demon_attack_group_12,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",50,2,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",50,2,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",50,2,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",50,2,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",50,2,"hero_508,hero_509,hero_510,hero_511,hero_512,hero_513",50,2
demon_attack_group_12,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",50,2,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",50,2,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",50,2,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",50,2,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",50,2,"hero_520,hero_521,hero_522,hero_523,hero_524,hero_525",50,2
