level,rarity,type,gold,food,lumber,marble,steel,crystal,duration
23,1,scissors,0,1.5,0.48,0.72,0.48,0,0.08
23,1,rock,0,1.5,0.72,0.48,0.48,0,0.08
24,1,paper,0,1.5,0.48,0.48,0.72,0,0.08
24,1,scissors,0,1.5,0.48,0.72,0.48,0,0.08
24,1,rock,0,1.5,0.72,0.48,0.48,0,0.08
25,1,paper,0,1.5,0.48,0.48,0.72,0,0.08
25,1,scissors,0,1.5,0.48,0.72,0.48,0,0.08
25,1,rock,0,1.5,0.72,0.48,0.48,0,0.08
26,1,paper,0,1.25,0.4,0.4,0.6,0,0.08
26,1,scissors,0,1.25,0.4,0.6,0.4,0,0.08
26,1,rock,0,1.25,0.6,0.4,0.4,0,0.08
27,1,paper,0,1.25,0.4,0.4,0.6,0,0.08
27,1,scissors,0,1.25,0.4,0.6,0.4,0,0.08
27,1,rock,0,1.25,0.6,0.4,0.4,0,0.08
28,1,paper,0,1.25,0.4,0.4,0.6,0,0.08
28,1,scissors,0,1.25,0.4,0.6,0.4,0,0.08
28,1,rock,0,1.25,0.6,0.4,0.4,0,0.08
29,1,paper,0,1.25,0.4,0.4,0.6,0,0.08
29,1,scissors,0,1.25,0.4,0.6,0.4,0,0.08
29,1,rock,0,1.25,0.6,0.4,0.4,0,0.08
30,1,paper,0,1.25,0.4,0.4,0.6,0,0.08
30,1,scissors,0,1.25,0.4,0.6,0.4,0,0.08
30,1,rock,0,1.25,0.6,0.4,0.4,0,0.08
31,1,paper,0,1.1,0.35,0.35,0.53,0,0.08
31,1,scissors,0,1.1,0.35,0.53,0.35,0,0.08
31,1,rock,0,1.1,0.53,0.35,0.35,0,0.08
32,1,paper,0,1.1,0.35,0.35,0.53,0,0.08
32,1,scissors,0,1.1,0.35,0.53,0.35,0,0.08
32,1,rock,0,1.1,0.53,0.35,0.35,0,0.08
33,1,paper,0,1.1,0.35,0.35,0.53,0,0.08
33,1,scissors,0,1.1,0.35,0.53,0.35,0,0.08
33,1,rock,0,1.1,0.53,0.35,0.35,0,0.08
34,1,paper,0,1.1,0.35,0.35,0.53,0,0.08
34,1,scissors,0,1.1,0.35,0.53,0.35,0,0.08
34,1,rock,0,1.1,0.53,0.35,0.35,0,0.08
35,1,paper,0,1.1,0.35,0.35,0.53,0,0.08
35,1,scissors,0,1.1,0.35,0.53,0.35,0,0.08
35,1,rock,0,1.1,0.53,0.35,0.35,0,0.08
36,1,paper,0,1,0.32,0.32,0.48,0,0.08
36,1,scissors,0,1,0.32,0.48,0.32,0,0.08
36,1,rock,0,1,0.48,0.32,0.32,0,0.08
37,1,paper,0,1,0.32,0.32,0.48,0,0.08
37,1,scissors,0,1,0.32,0.48,0.32,0,0.08
37,1,rock,0,1,0.48,0.32,0.32,0,0.08
38,1,paper,0,1,0.32,0.32,0.48,0,0.08
38,1,scissors,0,1,0.32,0.48,0.32,0,0.08
38,1,rock,0,1,0.48,0.32,0.32,0,0.08
39,1,paper,0,1,0.32,0.32,0.48,0,0.08
39,1,scissors,0,1,0.32,0.48,0.32,0,0.08
39,1,rock,0,1,0.48,0.32,0.32,0,0.08
40,1,paper,0,1,0.32,0.32,0.48,0,0.08
40,1,scissors,0,1,0.32,0.48,0.32,0,0.08
40,1,rock,0,1,0.48,0.32,0.32,0,0.08
41,1,paper,0,0.8,0.26,0.26,0.38,0,0.08
41,1,scissors,0,0.8,0.26,0.38,0.26,0,0.08
41,1,rock,0,0.8,0.38,0.26,0.26,0,0.08
42,1,paper,0,0.8,0.26,0.26,0.38,0,0.08
42,1,scissors,0,0.8,0.26,0.38,0.26,0,0.08
42,1,rock,0,0.8,0.38,0.26,0.26,0,0.08
43,1,paper,0,0.8,0.26,0.26,0.38,0,0.08
43,1,scissors,0,0.8,0.26,0.38,0.26,0,0.08
43,1,rock,0,0.8,0.38,0.26,0.26,0,0.08
44,1,paper,0,0.8,0.26,0.26,0.38,0,0.08
44,1,scissors,0,0.8,0.26,0.38,0.26,0,0.08
44,1,rock,0,0.8,0.38,0.26,0.26,0,0.08
45,1,paper,0,0.8,0.26,0.26,0.38,0,0.08
45,1,scissors,0,0.8,0.26,0.38,0.26,0,0.08
45,1,rock,0,0.8,0.38,0.26,0.26,0,0.08
46,1,paper,0,0.7,0.22,0.22,0.34,0,0.08
46,1,scissors,0,0.7,0.22,0.34,0.22,0,0.08
46,1,rock,0,0.7,0.34,0.22,0.22,0,0.08
47,1,paper,0,0.7,0.22,0.22,0.34,0,0.08
47,1,scissors,0,0.7,0.22,0.34,0.22,0,0.08
47,1,rock,0,0.7,0.34,0.22,0.22,0,0.08
48,1,paper,0,0.7,0.22,0.22,0.34,0,0.08
48,1,scissors,0,0.7,0.22,0.34,0.22,0,0.08
48,1,rock,0,0.7,0.34,0.22,0.22,0,0.08
49,1,paper,0,0.7,0.22,0.22,0.34,0,0.08
49,1,scissors,0,0.7,0.22,0.34,0.22,0,0.08
49,1,rock,0,0.7,0.34,0.22,0.22,0,0.08
50,1,paper,0,0.7,0.22,0.22,0.34,0,0.08
50,1,scissors,0,0.7,0.22,0.34,0.22,0,0.08
50,1,rock,0,0.7,0.34,0.22,0.22,0,0.08
51,1,paper,0,0.6,0.19,0.19,0.29,0,0.08
51,1,scissors,0,0.6,0.19,0.29,0.19,0,0.08
51,1,rock,0,0.6,0.29,0.19,0.19,0,0.08
52,1,paper,0,0.6,0.19,0.19,0.29,0,0.08
52,1,scissors,0,0.6,0.19,0.29,0.19,0,0.08
52,1,rock,0,0.6,0.29,0.19,0.19,0,0.08
53,1,paper,0,0.6,0.19,0.19,0.29,0,0.08
53,1,scissors,0,0.6,0.19,0.29,0.19,0,0.08
53,1,rock,0,0.6,0.29,0.19,0.19,0,0.08
54,1,paper,0,0.6,0.19,0.19,0.29,0,0.08
54,1,scissors,0,0.6,0.19,0.29,0.19,0,0.08
54,1,rock,0,0.6,0.29,0.19,0.19,0,0.08
55,1,paper,0,0.6,0.19,0.19,0.29,0,0.08
55,1,scissors,0,0.6,0.19,0.29,0.19,0,0.08
55,1,rock,0,0.6,0.29,0.19,0.19,0,0.08
56,1,paper,0,0.5,0.16,0.16,0.24,0,0.08
56,1,scissors,0,0.5,0.16,0.24,0.16,0,0.08
56,1,rock,0,0.5,0.24,0.16,0.16,0,0.08
57,1,paper,0,0.5,0.16,0.16,0.24,0,0.08
57,1,scissors,0,0.5,0.16,0.24,0.16,0,0.08
57,1,rock,0,0.5,0.24,0.16,0.16,0,0.08
58,1,paper,0,0.5,0.16,0.16,0.24,0,0.08
58,1,scissors,0,0.5,0.16,0.24,0.16,0,0.08
58,1,rock,0,0.5,0.24,0.16,0.16,0,0.08
59,1,paper,0,0.5,0.16,0.16,0.24,0,0.08
59,1,scissors,0,0.5,0.16,0.24,0.16,0,0.08
59,1,rock,0,0.5,0.24,0.16,0.16,0,0.08
60,1,paper,0,0.5,0.16,0.16,0.24,0,0.08
60,1,scissors,0,0.5,0.16,0.24,0.16,0,0.08
60,1,rock,0,0.5,0.24,0.16,0.16,0,0.08
61,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
61,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
61,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
62,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
62,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
62,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
63,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
63,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
63,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
64,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
64,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
64,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
65,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
65,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
65,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
66,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
66,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
66,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
67,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
67,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
67,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
68,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
68,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
68,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
69,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
69,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
69,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
70,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
70,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
70,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
71,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
71,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
71,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
72,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
72,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
72,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
73,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
73,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
73,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
74,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
74,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
74,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
75,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
75,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
75,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
1,2,paper,0,2.25,0.72,0.72,1.08,0,0.08
1,2,scissors,0,2.25,0.72,1.08,0.72,0,0.08
1,2,rock,0,2.25,1.08,0.72,0.72,0,0.08
2,2,paper,0,2.25,0.72,0.72,1.08,0,0.08
2,2,scissors,0,2.25,0.72,1.08,0.72,0,0.08
2,2,rock,0,2.25,1.08,0.72,0.72,0,0.08
3,2,paper,0,2.25,0.72,0.72,1.08,0,0.08
3,2,scissors,0,2.25,0.72,1.08,0.72,0,0.08
3,2,rock,0,2.25,1.08,0.72,0.72,0,0.08
4,2,paper,0,2.25,0.72,0.72,1.08,0,0.08
4,2,scissors,0,2.25,0.72,1.08,0.72,0,0.08
4,2,rock,0,2.25,1.08,0.72,0.72,0,0.08
5,2,paper,0,2.25,0.72,0.72,1.08,0,0.08
5,2,scissors,0,2.25,0.72,1.08,0.72,0,0.08
5,2,rock,0,2.25,1.08,0.72,0.72,0,0.08
6,2,paper,0,2,0.64,0.64,0.96,0,0.08
6,2,scissors,0,2,0.64,0.96,0.64,0,0.08
6,2,rock,0,2,0.96,0.64,0.64,0,0.08
7,2,paper,0,2,0.64,0.64,0.96,0,0.08
7,2,scissors,0,2,0.64,0.96,0.64,0,0.08
7,2,rock,0,2,0.96,0.64,0.64,0,0.08
8,2,paper,0,2,0.64,0.64,0.96,0,0.08
8,2,scissors,0,2,0.64,0.96,0.64,0,0.08
8,2,rock,0,2,0.96,0.64,0.64,0,0.08
9,2,paper,0,2,0.64,0.64,0.96,0,0.08
9,2,scissors,0,2,0.64,0.96,0.64,0,0.08
9,2,rock,0,2,0.96,0.64,0.64,0,0.08
10,2,paper,0,2,0.64,0.64,0.96,0,0.08
10,2,scissors,0,2,0.64,0.96,0.64,0,0.08
10,2,rock,0,2,0.96,0.64,0.64,0,0.08
11,2,paper,0,1.5,0.48,0.48,0.72,0,0.08
11,2,scissors,0,1.5,0.48,0.72,0.48,0,0.08
11,2,rock,0,1.5,0.72,0.48,0.48,0,0.08
12,2,paper,0,1.5,0.48,0.48,0.72,0,0.08
12,2,scissors,0,1.5,0.48,0.72,0.48,0,0.08
12,2,rock,0,1.5,0.72,0.48,0.48,0,0.08
13,2,paper,0,1.5,0.48,0.48,0.72,0,0.08
13,2,scissors,0,1.5,0.48,0.72,0.48,0,0.08
13,2,rock,0,1.5,0.72,0.48,0.48,0,0.08
14,2,paper,0,1.5,0.48,0.48,0.72,0,0.08
14,2,scissors,0,1.5,0.48,0.72,0.48,0,0.08
14,2,rock,0,1.5,0.72,0.48,0.48,0,0.08
15,2,paper,0,1.5,0.48,0.48,0.72,0,0.08
15,2,scissors,0,1.5,0.48,0.72,0.48,0,0.08
15,2,rock,0,1.5,0.72,0.48,0.48,0,0.08
16,2,paper,0,1.25,0.4,0.4,0.6,0,0.08
16,2,scissors,0,1.25,0.4,0.6,0.4,0,0.08
16,2,rock,0,1.25,0.6,0.4,0.4,0,0.08
17,2,paper,0,1.25,0.4,0.4,0.6,0,0.08
17,2,scissors,0,1.25,0.4,0.6,0.4,0,0.08
17,2,rock,0,1.25,0.6,0.4,0.4,0,0.08
18,2,paper,0,1.25,0.4,0.4,0.6,0,0.08
18,2,scissors,0,1.25,0.4,0.6,0.4,0,0.08
18,2,rock,0,1.25,0.6,0.4,0.4,0,0.08
19,2,paper,0,1.25,0.4,0.4,0.6,0,0.08
19,2,scissors,0,1.25,0.4,0.6,0.4,0,0.08
19,2,rock,0,1.25,0.6,0.4,0.4,0,0.08
20,2,paper,0,1.25,0.4,0.4,0.6,0,0.08
20,2,scissors,0,1.25,0.4,0.6,0.4,0,0.08
20,2,rock,0,1.25,0.6,0.4,0.4,0,0.08
21,2,paper,0,1.1,0.35,0.35,0.53,0,0.08
21,2,scissors,0,1.1,0.35,0.53,0.35,0,0.08
21,2,rock,0,1.1,0.53,0.35,0.35,0,0.08
22,2,paper,0,1.1,0.35,0.35,0.53,0,0.08
22,2,scissors,0,1.1,0.35,0.53,0.35,0,0.08
22,2,rock,0,1.1,0.53,0.35,0.35,0,0.08
23,2,paper,0,1.1,0.35,0.35,0.53,0,0.08
23,2,scissors,0,1.1,0.35,0.53,0.35,0,0.08
23,2,rock,0,1.1,0.53,0.35,0.35,0,0.08
24,2,paper,0,1.1,0.35,0.35,0.53,0,0.08
24,2,scissors,0,1.1,0.35,0.53,0.35,0,0.08
24,2,rock,0,1.1,0.53,0.35,0.35,0,0.08
25,2,paper,0,1.1,0.35,0.35,0.53,0,0.08
25,2,scissors,0,1.1,0.35,0.53,0.35,0,0.08
25,2,rock,0,1.1,0.53,0.35,0.35,0,0.08
26,2,paper,0,1,0.32,0.32,0.48,0,0.08
26,2,scissors,0,1,0.32,0.48,0.32,0,0.08
26,2,rock,0,1,0.48,0.32,0.32,0,0.08
27,2,paper,0,1,0.32,0.32,0.48,0,0.08
27,2,scissors,0,1,0.32,0.48,0.32,0,0.08
27,2,rock,0,1,0.48,0.32,0.32,0,0.08
28,2,paper,0,1,0.32,0.32,0.48,0,0.08
28,2,scissors,0,1,0.32,0.48,0.32,0,0.08
28,2,rock,0,1,0.48,0.32,0.32,0,0.08
29,2,paper,0,1,0.32,0.32,0.48,0,0.08
29,2,scissors,0,1,0.32,0.48,0.32,0,0.08
29,2,rock,0,1,0.48,0.32,0.32,0,0.08
30,2,paper,0,1,0.32,0.32,0.48,0,0.08
30,2,scissors,0,1,0.32,0.48,0.32,0,0.08
30,2,rock,0,1,0.48,0.32,0.32,0,0.08
31,2,paper,0,0.8,0.26,0.26,0.38,0,0.08
31,2,scissors,0,0.8,0.26,0.38,0.26,0,0.08
31,2,rock,0,0.8,0.38,0.26,0.26,0,0.08
32,2,paper,0,0.8,0.26,0.26,0.38,0,0.08
32,2,scissors,0,0.8,0.26,0.38,0.26,0,0.08
32,2,rock,0,0.8,0.38,0.26,0.26,0,0.08
33,2,paper,0,0.8,0.26,0.26,0.38,0,0.08
33,2,scissors,0,0.8,0.26,0.38,0.26,0,0.08
33,2,rock,0,0.8,0.38,0.26,0.26,0,0.08
34,2,paper,0,0.8,0.26,0.26,0.38,0,0.08
34,2,scissors,0,0.8,0.26,0.38,0.26,0,0.08
34,2,rock,0,0.8,0.38,0.26,0.26,0,0.08
35,2,paper,0,0.8,0.26,0.26,0.38,0,0.08
35,2,scissors,0,0.8,0.26,0.38,0.26,0,0.08
35,2,rock,0,0.8,0.38,0.26,0.26,0,0.08
36,2,paper,0,0.7,0.22,0.22,0.34,0,0.08
36,2,scissors,0,0.7,0.22,0.34,0.22,0,0.08
36,2,rock,0,0.7,0.34,0.22,0.22,0,0.08
37,2,paper,0,0.7,0.22,0.22,0.34,0,0.08
37,2,scissors,0,0.7,0.22,0.34,0.22,0,0.08
37,2,rock,0,0.7,0.34,0.22,0.22,0,0.08
38,2,paper,0,0.7,0.22,0.22,0.34,0,0.08
38,2,scissors,0,0.7,0.22,0.34,0.22,0,0.08
38,2,rock,0,0.7,0.34,0.22,0.22,0,0.08
39,2,paper,0,0.7,0.22,0.22,0.34,0,0.08
39,2,scissors,0,0.7,0.22,0.34,0.22,0,0.08
39,2,rock,0,0.7,0.34,0.22,0.22,0,0.08
40,2,paper,0,0.7,0.22,0.22,0.34,0,0.08
40,2,scissors,0,0.7,0.22,0.34,0.22,0,0.08
40,2,rock,0,0.7,0.34,0.22,0.22,0,0.08
41,2,paper,0,0.6,0.19,0.19,0.29,0,0.08
41,2,scissors,0,0.6,0.19,0.29,0.19,0,0.08
41,2,rock,0,0.6,0.29,0.19,0.19,0,0.08
42,2,paper,0,0.6,0.19,0.19,0.29,0,0.08
42,2,scissors,0,0.6,0.19,0.29,0.19,0,0.08
42,2,rock,0,0.6,0.29,0.19,0.19,0,0.08
43,2,paper,0,0.6,0.19,0.19,0.29,0,0.08
43,2,scissors,0,0.6,0.19,0.29,0.19,0,0.08
43,2,rock,0,0.6,0.29,0.19,0.19,0,0.08
44,2,paper,0,0.6,0.19,0.19,0.29,0,0.08
44,2,scissors,0,0.6,0.19,0.29,0.19,0,0.08
44,2,rock,0,0.6,0.29,0.19,0.19,0,0.08
45,2,paper,0,0.6,0.19,0.19,0.29,0,0.08
45,2,scissors,0,0.6,0.19,0.29,0.19,0,0.08
45,2,rock,0,0.6,0.29,0.19,0.19,0,0.08
46,2,paper,0,0.5,0.16,0.16,0.24,0,0.08
46,2,scissors,0,0.5,0.16,0.24,0.16,0,0.08
46,2,rock,0,0.5,0.24,0.16,0.16,0,0.08
47,2,paper,0,0.5,0.16,0.16,0.24,0,0.08
47,2,scissors,0,0.5,0.16,0.24,0.16,0,0.08
47,2,rock,0,0.5,0.24,0.16,0.16,0,0.08
48,2,paper,0,0.5,0.16,0.16,0.24,0,0.08
48,2,scissors,0,0.5,0.16,0.24,0.16,0,0.08
48,2,rock,0,0.5,0.24,0.16,0.16,0,0.08
49,2,paper,0,0.5,0.16,0.16,0.24,0,0.08
49,2,scissors,0,0.5,0.16,0.24,0.16,0,0.08
49,2,rock,0,0.5,0.24,0.16,0.16,0,0.08
50,2,paper,0,0.5,0.16,0.16,0.24,0,0.08
50,2,scissors,0,0.5,0.16,0.24,0.16,0,0.08
50,2,rock,0,0.5,0.24,0.16,0.16,0,0.08
51,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
51,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
51,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
52,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
52,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
52,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
53,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
53,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
53,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
54,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
54,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
54,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
55,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
55,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
55,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
56,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
56,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
56,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
57,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
57,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
57,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
58,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
58,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
58,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
59,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
59,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
59,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
60,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
60,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
60,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
61,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
61,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
61,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
62,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
62,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
62,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
63,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
63,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
63,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
64,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
64,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
64,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
65,2,paper,0,0.45,0.14,0.14,0.22,0,0.08
65,2,scissors,0,0.45,0.14,0.22,0.14,0,0.08
65,2,rock,0,0.45,0.22,0.14,0.14,0,0.08
1,3,paper,0,2,0.64,0.64,0.96,0,0.08
1,3,scissors,0,2,0.64,0.96,0.64,0,0.08
1,3,rock,0,2,0.96,0.64,0.64,0,0.08
2,3,paper,0,2,0.64,0.64,0.96,0,0.08
2,3,scissors,0,2,0.64,0.96,0.64,0,0.08
2,3,rock,0,2,0.96,0.64,0.64,0,0.08
3,3,paper,0,2,0.64,0.64,0.96,0,0.08
3,3,scissors,0,2,0.64,0.96,0.64,0,0.08
3,3,rock,0,2,0.96,0.64,0.64,0,0.08
4,3,paper,0,2,0.64,0.64,0.96,0,0.08
4,3,scissors,0,2,0.64,0.96,0.64,0,0.08
4,3,rock,0,2,0.96,0.64,0.64,0,0.08
5,3,paper,0,2,0.64,0.64,0.96,0,0.08
5,3,scissors,0,2,0.64,0.96,0.64,0,0.08
5,3,rock,0,2,0.96,0.64,0.64,0,0.08
6,3,paper,0,1.5,0.48,0.48,0.72,0,0.08
6,3,scissors,0,1.5,0.48,0.72,0.48,0,0.08
6,3,rock,0,1.5,0.72,0.48,0.48,0,0.08
7,3,paper,0,1.5,0.48,0.48,0.72,0,0.08
7,3,scissors,0,1.5,0.48,0.72,0.48,0,0.08
7,3,rock,0,1.5,0.72,0.48,0.48,0,0.08
8,3,paper,0,1.5,0.48,0.48,0.72,0,0.08
8,3,scissors,0,1.5,0.48,0.72,0.48,0,0.08
8,3,rock,0,1.5,0.72,0.48,0.48,0,0.08
9,3,paper,0,1.5,0.48,0.48,0.72,0,0.08
9,3,scissors,0,1.5,0.48,0.72,0.48,0,0.08
9,3,rock,0,1.5,0.72,0.48,0.48,0,0.08
10,3,paper,0,1.5,0.48,0.48,0.72,0,0.08
10,3,scissors,0,1.5,0.48,0.72,0.48,0,0.08
