name,trigger,percent,hp_percent,trigger_interval,max_trigger_times,effect,description,cast_effect
hero_003_skill_1,default,0.25,0,0,20,hero_003_skill_1_1,skilldes_hero_003_skill_1,
hero_303_skill_1,default,0.33,0,0,20,hero_303_skill_1_1,skilldes_hero_303_skill_1,
hero_302_skill_1,ihit,0.8,0,0,20,hero_302_skill_1_1,skilldes_hero_302_skill_1,
hero_205_skill_1,battlestart,0.75,0,0,20,hero_205_skill_1_1,skilldes_hero_205_skill_1,
hero_001_skill_1,default,0.38,0,0,20,hero_001_skill_1_1,skilldes_hero_001_skill_1,
hero_305_skill_1,default,0.4,0,0,20,hero_305_skill_1_1,skilldes_hero_305_skill_1,
hero_209_skill_1,battlestart,0.25,0,0,20,"hero_209_skill_1_1,hero_209_skill_1_2",skilldes_hero_209_skill_1,
hero_212_skill_1,hitme,0.25,0,0,20,hero_212_skill_1_1,skilldes_hero_212_skill_1,
hero_102_skill_1,hitme,0.33,0,0,20,hero_102_skill_1_1,skilldes_hero_102_skill_1,
hero_401_skill_1,ihit,0.4,0,0,20,"hero_401_skill_1_1,hero_401_skill_1_2",skilldes_hero_401_skill_1,
hero_403_skill_1,ihit,1,0,0,20,hero_403_skill_1_1,skilldes_hero_403_skill_1,
hero_002_skill_1,hitme,0.5,0,0,20,hero_002_skill_1_1,skilldes_hero_002_skill_1,
hero_301_skill_1,default,0.4,0,0,20,hero_301_skill_1_1,skilldes_hero_301_skill_1,
hero_406_skill_1,default,0.25,0,0,20,"hero_406_skill_1_1,hero_406_skill_1_2",skilldes_hero_406_skill_1,
hero_402_skill_1,default,0.4,0,0,20,hero_402_skill_1_1,skilldes_hero_402_skill_1,
hero_304_skill_1,default,0.4,0,0,20,"hero_304_skill_1_1,hero_304_skill_1_2",skilldes_hero_304_skill_1,
hero_103_skill_1,dead,1,0,10,20,hero_103_skill_1_1,skilldes_hero_103_skill_1,
hero_112_skill_1,ihit,1,0,0,20,"hero_112_skill_1_1,hero_112_skill_1_2",skilldes_hero_112_skill_1,
hero_404_skill_1,default,0.4,0,0,20,"hero_404_skill_1_1,hero_404_skill_1_2",skilldes_hero_404_skill_1,
hero_407_skill_1,battlestart,1,0,0,20,"hero_407_skill_1_1,hero_407_skill_1_2",skilldes_hero_407_skill_1,
hero_501_skill_1,ihit,1,0,0,20,"hero_501_skill_1_1,hero_501_skill_1_2",skilldes_hero_501_skill_1,
hero_502_skill_1,dead,1,0,1,20,"hero_502_skill_1_1,hero_502_skill_1_2",skilldes_hero_502_skill_1,
hero_503_skill_1,dead,1,0,1,20,hero_503_skill_1_1,skilldes_hero_503_skill_1,
hero_504_skill_1,dead,1,0,1,20,hero_504_skill_1_1,skilldes_hero_504_skill_1,
hero_505_skill_1,dead,1,0,1,20,hero_505_skill_1_1,skilldes_hero_505_skill_1,
hero_506_skill_1,dead,1,0,1,20,hero_506_skill_1_1,skilldes_hero_506_skill_1,
hero_507_skill_1,dead,1,0,1,20,hero_507_skill_1_1,skilldes_hero_507_skill_1,
hero_508_skill_1,hitme,0.25,0,1,20,"hero_508_skill_1_1,hero_508_skill_1_2",skilldes_hero_508_skill_1,
hero_509_skill_1,hp,0.33,0.5,1,20,"hero_509_skill_1_1,hero_509_skill_1_2",skilldes_hero_509_skill_1,
hero_510_skill_1,hitme,0.25,0,1,20,hero_510_skill_1_1,skilldes_hero_510_skill_1,
hero_511_skill_1,hitme,0.45,0,0,20,"hero_511_skill_1_1,hero_511_skill_1_2",skilldes_hero_511_skill_1,
hero_512_skill_1,dead,0.7,0,0,20,hero_512_skill_1_1,skilldes_hero_512_skill_1,
hero_513_skill_1,dead,0.9,0,0,20,"hero_513_skill_1_1,hero_513_skill_1_2",skilldes_hero_513_skill_1,
hero_514_skill_1,default,0.25,0,2,20,"hero_514_skill_1_1,hero_514_skill_1_2",skilldes_hero_514_skill_1,
hero_515_skill_1,default,0.33,0,2,20,"hero_515_skill_1_1,hero_515_skill_1_2",skilldes_hero_515_skill_1,
hero_516_skill_1,halo,1,0,2,20,"hero_516_skill_1_1,hero_516_skill_1_2",skilldes_hero_516_skill_1,
hero_517_skill_1,ihit,0.75,0,0,20,"hero_517_skill_1_1,hero_517_skill_1_2",skilldes_hero_517_skill_1,
hero_518_skill_1,dead,0.7,0,100,20,hero_518_skill_1_1,skilldes_hero_518_skill_1,
hero_519_skill_1,dead,0.8,0,100,20,"hero_519_skill_1_1,hero_519_skill_1_2",skilldes_hero_519_skill_1,
hero_520_skill_1,default,0.33,0,0,20,hero_520_skill_1_1,skilldes_hero_520_skill_1,
hero_521_skill_1,battlestart,0.5,0,0,20,hero_521_skill_1_1,skilldes_hero_521_skill_1,
hero_522_skill_1,ihit,0.25,0,1,20,hero_522_skill_1_1,skilldes_hero_522_skill_1,
hero_523_skill_1,dead,0.9,0,0,20,"hero_523_skill_1_1,hero_523_skill_1_2",skilldes_hero_523_skill_1,
hero_524_skill_1,default,0.25,0,2,20,hero_524_skill_1_1,skilldes_hero_524_skill_1,
hero_525_skill_1,ihit,1,0,0,20,"hero_525_skill_1_1,hero_525_skill_1_2",skilldes_hero_525_skill_1,
hero_526_skill_1,halo,1,0,0,20,"hero_526_skill_1_1,hero_526_skill_1_2",skilldes_hero_526_skill_1,
hero_526_skill_2,default,1,0,2,20,hero_526_skill_2_1,skilldes_hero_526_skill_2,
hero_526_skill_3,default,1,0,3,20,"hero_526_skill_3_1,hero_526_skill_3_2",skilldes_hero_526_skill_3,
hero_526_skill_4,hp,1,0.5,3,20,hero_526_skill_4_1,skilldes_hero_526_skill_4,
hero_527_skill_1,default,1,0,0,20,hero_527_skill_1_1,skilldes_hero_527_skill_1,
hero_528_skill_1,default,1,0,0,20,hero_528_skill_1_1,skilldes_hero_528_skill_1,
hero_529_skill_1,halo,1,0,0,20,"hero_529_skill_1_1,hero_529_skill_1_2",skilldes_hero_529_skill_1,
hero_529_skill_2,default,1,0,2,20,hero_529_skill_2_1,skilldes_hero_529_skill_2,
hero_529_skill_3,default,1,0,3,20,"hero_529_skill_3_1,hero_529_skill_3_2",skilldes_hero_529_skill_3,
hero_529_skill_4,hp,1,0.5,3,20,hero_529_skill_4_1,skilldes_hero_529_skill_4,
hero_530_skill_1,default,1,0,0,20,hero_530_skill_1_1,skilldes_hero_530_skill_1,
hero_531_skill_1,default,1,0,0,20,hero_531_skill_1_1,skilldes_hero_531_skill_1,
hero_532_skill_1,halo,1,0,0,20,"hero_532_skill_1_1,hero_532_skill_1_2",skilldes_hero_532_skill_1,
hero_532_skill_2,default,1,0,2,20,hero_532_skill_2_1,skilldes_hero_532_skill_2,
hero_532_skill_3,default,1,0,3,20,"hero_532_skill_3_1,hero_532_skill_3_2",skilldes_hero_532_skill_3,
hero_532_skill_4,hp,1,0.5,3,20,hero_532_skill_4_1,skilldes_hero_532_skill_4,
hero_533_skill_1,default,1,0,0,20,hero_533_skill_1_1,skilldes_hero_533_skill_1,
hero_534_skill_1,default,1,0,0,20,hero_534_skill_1_1,skilldes_hero_534_skill_1,
hero_535_skill_1,halo,1,0,0,20,"hero_535_skill_1_1,hero_535_skill_1_2",skilldes_hero_535_skill_1,
hero_535_skill_2,default,1,0,2,20,hero_535_skill_2_1,skilldes_hero_535_skill_2,
hero_535_skill_3,default,1,0,3,20,"hero_535_skill_3_1,hero_535_skill_3_2",skilldes_hero_535_skill_3,
hero_535_skill_4,hp,1,0.5,3,20,hero_535_skill_4_1,skilldes_hero_535_skill_4,
hero_536_skill_1,default,1,0,0,20,hero_536_skill_1_1,skilldes_hero_536_skill_1,
hero_537_skill_1,default,1,0,0,20,hero_537_skill_1_1,skilldes_hero_537_skill_1,
hero_538_skill_1,halo,1,0,0,20,"hero_538_skill_1_1,hero_538_skill_1_2",skilldes_hero_538_skill_1,
hero_538_skill_2,default,1,0,2,20,hero_538_skill_2_1,skilldes_hero_538_skill_2,
hero_538_skill_3,default,1,0,3,20,"hero_538_skill_3_1,hero_538_skill_3_2",skilldes_hero_538_skill_3,
hero_538_skill_4,hp,1,0.5,3,20,hero_538_skill_4_1,skilldes_hero_538_skill_4,
hero_539_skill_1,default,1,0,0,20,hero_539_skill_1_1,skilldes_hero_539_skill_1,
hero_540_skill_1,default,1,0,0,20,hero_540_skill_1_1,skilldes_hero_540_skill_1,
hero_541_skill_1,halo,1,0,0,20,"hero_541_skill_1_1,hero_541_skill_1_2",skilldes_hero_541_skill_1,
hero_541_skill_2,default,1,0,2,20,hero_541_skill_2_1,skilldes_hero_541_skill_2,
hero_541_skill_3,default,1,0,3,20,"hero_541_skill_3_1,hero_541_skill_3_2",skilldes_hero_541_skill_3,
hero_541_skill_4,hp,1,0.5,3,20,hero_541_skill_4_1,skilldes_hero_541_skill_4,
hero_542_skill_1,default,1,0,0,20,hero_542_skill_1_1,skilldes_hero_542_skill_1,
hero_543_skill_1,default,1,0,0,20,hero_543_skill_1_1,skilldes_hero_543_skill_1,
hero_544_skill_1,halo,1,0,0,20,"hero_544_skill_1_1,hero_544_skill_1_2",skilldes_hero_544_skill_1,
hero_544_skill_2,default,1,0,2,20,hero_544_skill_2_1,skilldes_hero_544_skill_2,
hero_544_skill_3,default,1,0,2,20,hero_544_skill_3_1,skilldes_hero_544_skill_3,
hero_544_skill_4,hp,1,0.5,3,20,hero_544_skill_4_1,skilldes_hero_544_skill_4,
hero_545_skill_1,halo,1,0,0,20,hero_545_skill_1_1,skilldes_hero_545_skill_1,
hero_546_skill_1,halo,1,0,0,20,hero_546_skill_1_1,skilldes_hero_546_skill_1,
hero_547_skill_1,halo,1,0,0,20,"hero_547_skill_1_1,hero_547_skill_1_2",skilldes_hero_547_skill_1,
hero_547_skill_2,default,1,0,2,20,hero_547_skill_2_1,skilldes_hero_547_skill_2,
hero_547_skill_3,default,1,0,2,20,hero_547_skill_3_1,skilldes_hero_547_skill_3,
hero_547_skill_4,hp,1,0.5,3,20,hero_547_skill_4_1,skilldes_hero_547_skill_4,
hero_548_skill_1,halo,1,0,0,20,hero_548_skill_1_1,skilldes_hero_548_skill_1,
hero_549_skill_1,halo,1,0,0,20,hero_549_skill_1_1,skilldes_hero_549_skill_1,
hero_550_skill_1,halo,1,0,0,20,"hero_550_skill_1_1,hero_550_skill_1_2",skilldes_hero_550_skill_1,
hero_550_skill_2,default,1,0,2,20,hero_550_skill_2_1,skilldes_hero_550_skill_2,
hero_550_skill_3,default,1,0,2,20,hero_550_skill_3_1,skilldes_hero_550_skill_3,
hero_550_skill_4,hp,1,0.5,3,20,hero_550_skill_4_1,skilldes_hero_550_skill_4,
hero_551_skill_1,halo,1,0,0,20,hero_551_skill_1_1,skilldes_hero_551_skill_1,
hero_552_skill_1,halo,1,0,0,20,hero_552_skill_1_1,skilldes_hero_552_skill_1,
hero_553_skill_1,halo,1,0,0,20,"hero_553_skill_1_1,hero_553_skill_1_2",skilldes_hero_553_skill_1,
hero_553_skill_2,default,1,0,2,20,hero_553_skill_2_1,skilldes_hero_553_skill_2,
hero_553_skill_3,default,1,0,2,20,hero_553_skill_3_1,skilldes_hero_553_skill_3,
hero_553_skill_4,hp,1,0.7,3,20,hero_553_skill_4_1,skilldes_hero_553_skill_4,
hero_553_skill_5,hp,1,0.4,3,20,hero_553_skill_5_1,skilldes_hero_553_skill_5,
hero_554_skill_1,halo,1,0,0,20,hero_554_skill_1_1,skilldes_hero_554_skill_1,
hero_555_skill_1,halo,1,0,0,20,hero_555_skill_1_1,skilldes_hero_555_skill_1,
hero_556_skill_1,halo,1,0,0,20,"hero_556_skill_1_1,hero_556_skill_1_2",skilldes_hero_556_skill_1,
hero_556_skill_2,default,1,0,2,20,hero_556_skill_2_1,skilldes_hero_556_skill_2,
hero_556_skill_3,default,1,0,2,20,hero_556_skill_3_1,skilldes_hero_556_skill_3,
hero_556_skill_4,hp,1,0.7,3,20,hero_556_skill_4_1,skilldes_hero_556_skill_4,
hero_556_skill_5,hp,1,0.4,3,20,hero_556_skill_5_1,skilldes_hero_556_skill_5,
hero_557_skill_1,halo,1,0,0,20,hero_557_skill_1_1,skilldes_hero_557_skill_1,
hero_558_skill_1,halo,1,0,0,20,hero_558_skill_1_1,skilldes_hero_558_skill_1,
hero_559_skill_1,halo,1,0,0,20,"hero_559_skill_1_1,hero_559_skill_1_2",skilldes_hero_559_skill_1,
hero_559_skill_2,default,1,0,2,20,hero_559_skill_2_1,skilldes_hero_559_skill_2,
hero_559_skill_3,default,1,0,2,20,hero_559_skill_3_1,skilldes_hero_559_skill_3,
hero_559_skill_4,hp,1,0.7,3,20,hero_559_skill_4_1,skilldes_hero_559_skill_4,
hero_559_skill_5,hp,1,0.4,3,20,hero_559_skill_5_1,skilldes_hero_559_skill_5,
hero_560_skill_1,halo,1,0,0,20,hero_560_skill_1_1,skilldes_hero_560_skill_1,
hero_561_skill_1,halo,1,0,0,20,hero_561_skill_1_1,skilldes_hero_561_skill_1,
hero_562_skill_1,halo,1,0,0,20,"hero_562_skill_1_1,hero_562_skill_1_2",skilldes_hero_562_skill_1,
hero_562_skill_2,default,1,0,2,20,hero_562_skill_2_1,skilldes_hero_562_skill_2,
hero_562_skill_3,default,1,0,2,20,hero_562_skill_3_1,skilldes_hero_562_skill_3,
hero_562_skill_4,hp,1,0.7,3,20,hero_562_skill_4_1,skilldes_hero_562_skill_4,
hero_562_skill_5,hp,1,0.4,3,20,hero_562_skill_5_1,skilldes_hero_562_skill_5,
hero_563_skill_1,halo,1,0,0,20,hero_563_skill_1_1,skilldes_hero_563_skill_1,
hero_564_skill_1,halo,1,0,0,20,hero_564_skill_1_1,skilldes_hero_564_skill_1,
hero_565_skill_1,halo,1,0,0,20,"hero_565_skill_1_1,hero_565_skill_1_2",skilldes_hero_565_skill_1,
hero_565_skill_2,default,1,0,2,20,hero_565_skill_2_1,skilldes_hero_565_skill_2,
hero_565_skill_3,default,1,0,2,20,hero_565_skill_3_1,skilldes_hero_565_skill_3,
hero_565_skill_4,hp,1,0.7,3,20,hero_565_skill_4_1,skilldes_hero_565_skill_4,
hero_565_skill_5,hp,1,0.4,3,20,hero_565_skill_5_1,skilldes_hero_565_skill_5,
hero_566_skill_1,halo,1,0,0,20,hero_566_skill_1_1,skilldes_hero_566_skill_1,
hero_567_skill_1,halo,1,0,0,20,hero_567_skill_1_1,skilldes_hero_567_skill_1,
hero_568_skill_1,halo,1,0,0,20,"hero_568_skill_1_1,hero_568_skill_1_2",skilldes_hero_568_skill_1,
hero_568_skill_2,default,1,0,2,20,hero_568_skill_2_1,skilldes_hero_568_skill_2,
hero_568_skill_3,default,1,0,2,20,hero_568_skill_3_1,skilldes_hero_568_skill_3,
hero_568_skill_4,hp,1,0.7,3,20,hero_568_skill_4_1,skilldes_hero_568_skill_4,
hero_568_skill_5,hp,1,0.4,3,20,hero_568_skill_5_1,skilldes_hero_568_skill_5,
hero_569_skill_1,halo,1,0,0,20,hero_569_skill_1_1,skilldes_hero_569_skill_1,
hero_570_skill_1,halo,1,0,0,20,hero_570_skill_1_1,skilldes_hero_570_skill_1,
hero_571_skill_1,halo,1,0,0,20,"hero_571_skill_1_1,hero_571_skill_1_2",skilldes_hero_571_skill_1,
hero_571_skill_2,default,1,0,2,20,hero_571_skill_2_1,skilldes_hero_571_skill_2,
hero_571_skill_3,hitme,1,0,0,20,hero_571_skill_3_1,skilldes_hero_571_skill_3,
hero_571_skill_4,hp,1,0.7,3,20,hero_571_skill_4_1,skilldes_hero_571_skill_4,
hero_571_skill_5,hp,1,0.4,3,20,hero_571_skill_5_1,skilldes_hero_571_skill_5,
hero_572_skill_1,halo,1,0,0,20,hero_572_skill_1_1,skilldes_hero_572_skill_1,
hero_573_skill_1,halo,1,0,0,20,hero_573_skill_1_1,skilldes_hero_573_skill_1,
hero_574_skill_1,halo,1,0,0,20,"hero_574_skill_1_1,hero_574_skill_1_2",skilldes_hero_574_skill_1,
hero_574_skill_2,default,1,0,2,20,hero_574_skill_2_1,skilldes_hero_574_skill_2,
hero_574_skill_3,hitme,1,0,0,20,hero_574_skill_3_1,skilldes_hero_574_skill_3,
hero_574_skill_4,hp,1,0.7,3,20,hero_574_skill_4_1,skilldes_hero_574_skill_4,
hero_574_skill_5,hp,1,0.4,3,20,hero_574_skill_5_1,skilldes_hero_574_skill_5,
hero_575_skill_1,halo,1,0,0,20,hero_575_skill_1_1,skilldes_hero_575_skill_1,
hero_576_skill_1,halo,1,0,0,20,hero_576_skill_1_1,skilldes_hero_576_skill_1,
hero_577_skill_1,halo,1,0,0,20,"hero_577_skill_1_1,hero_577_skill_1_2",skilldes_hero_577_skill_1,
hero_577_skill_2,default,1,0,2,20,hero_577_skill_2_1,skilldes_hero_577_skill_2,
hero_577_skill_3,hitme,1,0,0,20,hero_577_skill_3_1,skilldes_hero_577_skill_3,
hero_577_skill_4,hp,1,0.7,3,20,hero_577_skill_4_1,skilldes_hero_577_skill_4,
hero_577_skill_5,hp,1,0.4,3,20,hero_577_skill_5_1,skilldes_hero_577_skill_5,
hero_578_skill_1,halo,1,0,0,20,hero_578_skill_1_1,skilldes_hero_578_skill_1,
hero_579_skill_1,halo,1,0,0,20,hero_579_skill_1_1,skilldes_hero_579_skill_1,
hero_580_skill_1,halo,1,0,0,20,"hero_580_skill_1_1,hero_580_skill_1_2",skilldes_hero_580_skill_1,
hero_580_skill_2,default,1,0,2,20,hero_580_skill_2_1,skilldes_hero_580_skill_2,
hero_580_skill_3,default,1,0,2,20,hero_580_skill_3_1,skilldes_hero_580_skill_3,
hero_580_skill_4,hp,1,0.7,3,20,hero_580_skill_4_1,skilldes_hero_580_skill_4,
hero_580_skill_5,hp,1,0.5,3,20,hero_580_skill_5_1,skilldes_hero_580_skill_5,
hero_580_skill_6,hp,1,0.3,2,20,hero_580_skill_6_1,skilldes_hero_580_skill_6,
hero_581_skill_1,halo,1,0,0,20,hero_581_skill_1_1,skilldes_hero_581_skill_1,
hero_582_skill_1,halo,1,0,0,20,hero_582_skill_1_1,skilldes_hero_582_skill_1,
hero_583_skill_1,halo,1,0,0,20,"hero_583_skill_1_1,hero_583_skill_1_2",skilldes_hero_583_skill_1,
hero_583_skill_2,default,1,0,2,20,hero_583_skill_2_1,skilldes_hero_583_skill_2,
hero_583_skill_3,default,1,0,2,20,hero_583_skill_3_1,skilldes_hero_583_skill_3,
hero_583_skill_4,hp,1,0.7,3,20,hero_583_skill_4_1,skilldes_hero_583_skill_4,
hero_583_skill_5,hp,1,0.5,3,20,hero_583_skill_5_1,skilldes_hero_583_skill_5,
hero_583_skill_6,hp,1,0.3,2,20,hero_583_skill_6_1,skilldes_hero_583_skill_6,
hero_584_skill_1,halo,1,0,0,20,hero_584_skill_1_1,skilldes_hero_584_skill_1,
hero_585_skill_1,halo,1,0,0,20,hero_585_skill_1_1,skilldes_hero_585_skill_1,
hero_586_skill_1,halo,1,0,0,20,"hero_586_skill_1_1,hero_586_skill_1_2",skilldes_hero_586_skill_1,
hero_586_skill_2,default,1,0,2,20,hero_586_skill_2_1,skilldes_hero_586_skill_2,
hero_586_skill_3,default,1,0,2,20,hero_586_skill_3_1,skilldes_hero_586_skill_3,
hero_586_skill_4,hp,1,0.7,3,20,hero_586_skill_4_1,skilldes_hero_586_skill_4,
hero_586_skill_5,hp,1,0.5,3,20,hero_586_skill_5_1,skilldes_hero_586_skill_5,
hero_586_skill_6,hp,1,0.3,2,20,hero_586_skill_6_1,skilldes_hero_586_skill_6,
hero_587_skill_1,halo,1,0,0,20,hero_587_skill_1_1,skilldes_hero_587_skill_1,
hero_588_skill_1,halo,1,0,0,20,hero_588_skill_1_1,skilldes_hero_588_skill_1,
hero_589_skill_1,halo,1,0,0,20,"hero_589_skill_1_1,hero_589_skill_1_2",skilldes_hero_589_skill_1,
hero_589_skill_2,default,1,0,2,20,hero_589_skill_2_1,skilldes_hero_589_skill_2,
hero_589_skill_3,default,1,0,3,20,hero_589_skill_3_1,skilldes_hero_589_skill_3,
hero_589_skill_4,hp,1,0.7,3,20,hero_589_skill_4_1,skilldes_hero_589_skill_4,
hero_589_skill_5,hp,1,0.5,3,20,hero_589_skill_5_1,skilldes_hero_589_skill_5,
hero_589_skill_6,hp,1,0.3,2,20,hero_589_skill_6_1,skilldes_hero_589_skill_6,
hero_590_skill_1,halo,1,0,0,20,hero_590_skill_1_1,skilldes_hero_590_skill_1,
hero_591_skill_1,halo,1,0,0,20,hero_591_skill_1_1,skilldes_hero_591_skill_1,
hero_592_skill_1,halo,1,0,0,20,"hero_592_skill_1_1,hero_592_skill_1_2",skilldes_hero_592_skill_1,
hero_592_skill_2,default,1,0,2,20,hero_592_skill_2_1,skilldes_hero_592_skill_2,
hero_592_skill_3,default,1,0,3,20,hero_592_skill_3_1,skilldes_hero_592_skill_3,
hero_592_skill_4,hp,1,0.7,3,20,hero_592_skill_4_1,skilldes_hero_592_skill_4,
hero_592_skill_5,hp,1,0.5,3,20,hero_592_skill_5_1,skilldes_hero_592_skill_5,
hero_592_skill_6,hp,1,0.3,2,20,hero_592_skill_6_1,skilldes_hero_592_skill_6,
hero_593_skill_1,halo,1,0,0,20,hero_593_skill_1_1,skilldes_hero_593_skill_1,
hero_594_skill_1,halo,1,0,0,20,hero_594_skill_1_1,skilldes_hero_594_skill_1,
hero_595_skill_1,halo,1,0,0,20,"hero_595_skill_1_1,hero_595_skill_1_2",skilldes_hero_595_skill_1,
hero_595_skill_2,default,1,0,2,20,hero_595_skill_2_1,skilldes_hero_595_skill_2,
hero_595_skill_3,default,1,0,3,20,hero_595_skill_3_1,skilldes_hero_595_skill_3,
hero_595_skill_4,hp,1,0.7,3,20,hero_595_skill_4_1,skilldes_hero_595_skill_4,
hero_595_skill_5,hp,1,0.5,3,20,hero_595_skill_5_1,skilldes_hero_595_skill_5,
hero_595_skill_6,hp,1,0.3,2,20,hero_595_skill_6_1,skilldes_hero_595_skill_6,
hero_596_skill_1,halo,1,0,0,20,hero_596_skill_1_1,skilldes_hero_596_skill_1,
hero_597_skill_1,halo,1,0,0,20,hero_597_skill_1_1,skilldes_hero_597_skill_1,
hero_598_skill_1,halo,1,0,0,20,"hero_598_skill_1_1,hero_598_skill_1_2",skilldes_hero_598_skill_1,
hero_598_skill_2,default,1,0,2,20,hero_598_skill_2_1,skilldes_hero_598_skill_2,
hero_598_skill_3,default,1,0,3,20,hero_598_skill_3_1,skilldes_hero_598_skill_3,
hero_598_skill_4,hp,1,0.7,3,20,hero_598_skill_4_1,skilldes_hero_598_skill_4,
hero_598_skill_5,hp,1,0.5,3,20,hero_598_skill_5_1,skilldes_hero_598_skill_5,
hero_598_skill_6,hp,1,0.3,2,20,hero_598_skill_6_1,skilldes_hero_598_skill_6,
hero_599_skill_1,halo,1,0,0,20,hero_599_skill_1_1,skilldes_hero_599_skill_1,
hero_600_skill_1,halo,1,0,0,20,hero_600_skill_1_1,skilldes_hero_600_skill_1,
hero_601_skill_1,halo,1,0,0,20,"hero_601_skill_1_1,hero_601_skill_1_2",skilldes_hero_601_skill_1,
hero_601_skill_2,default,1,0,2,20,hero_601_skill_2_1,skilldes_hero_601_skill_2,
hero_601_skill_3,default,1,0,3,20,hero_601_skill_3_1,skilldes_hero_601_skill_3,
hero_601_skill_4,hp,1,0.7,3,20,hero_601_skill_4_1,skilldes_hero_601_skill_4,
hero_601_skill_5,hp,1,0.5,3,20,hero_601_skill_5_1,skilldes_hero_601_skill_5,
hero_601_skill_6,hp,1,0.3,2,20,hero_601_skill_6_1,skilldes_hero_601_skill_6,
hero_602_skill_1,halo,1,0,0,20,hero_602_skill_1_1,skilldes_hero_602_skill_1,
hero_603_skill_1,halo,1,0,0,20,hero_603_skill_1_1,skilldes_hero_603_skill_1,
hero_604_skill_1,halo,1,0,0,20,"hero_604_skill_1_1,hero_604_skill_1_2",skilldes_hero_604_skill_1,
hero_604_skill_2,default,1,0,2,20,hero_604_skill_2_1,skilldes_hero_604_skill_2,
hero_604_skill_3,default,1,0,3,20,hero_604_skill_3_1,skilldes_hero_604_skill_3,
hero_604_skill_4,hp,1,0.7,3,20,hero_604_skill_4_1,skilldes_hero_604_skill_4,
hero_604_skill_5,hp,1,0.5,3,20,hero_604_skill_5_1,skilldes_hero_604_skill_5,
hero_604_skill_6,hp,1,0.3,2,20,hero_604_skill_6_1,skilldes_hero_604_skill_6,
hero_605_skill_1,halo,1,0,0,20,hero_605_skill_1_1,skilldes_hero_605_skill_1,
hero_606_skill_1,halo,1,0,0,20,hero_606_skill_1_1,skilldes_hero_606_skill_1,
