hero,animation,function,time
hero_110,failed,ActionPlay,0.2
hero_110,failed,ActionEnd,0.2
hero_104,attack,ActionEnd,1.3
hero_104,attack,AudioPlay,0.4
hero_104,attack,ActionPlay,0.3
hero_104,skill,AudioPlay,0.4
hero_104,skill,ActionPlay,0.5
hero_104,victor,ActionPlay,0.2
hero_104,failed,ActionPlay,0.2
hero_104,failed,ActionEnd,0.2
hero_203,attack,ActionEnd,1.3
hero_203,attack,AudioPlay,0.4
hero_203,attack,ActionPlay,0.3
hero_203,skill,AudioPlay,0.4
hero_203,skill,ActionPlay,0.5
hero_203,victor,ActionPlay,0.2
hero_203,failed,ActionPlay,0.2
hero_203,failed,ActionEnd,0.2
hero_210,attack,ActionEnd,1.3
hero_210,attack,AudioPlay,0.4
hero_210,attack,ActionPlay,0.3
hero_210,skill,AudioPlay,0.4
hero_210,skill,ActionPlay,0.5
hero_210,victor,ActionPlay,0.2
hero_210,failed,ActionPlay,0.2
hero_210,failed,ActionEnd,0.2
hero_109,attack,ActionEnd,1.3
hero_109,attack,AudioPlay,0.4
hero_109,attack,ActionPlay,0.3
hero_109,skill,AudioPlay,0.4
hero_109,skill,ActionPlay,0.5
hero_109,victor,ActionPlay,0.2
hero_109,failed,ActionPlay,0.2
hero_109,failed,ActionEnd,0.2
hero_202,attack,ActionEnd,1.3
hero_202,attack,AudioPlay,0.4
hero_202,attack,ActionPlay,0.3
hero_202,skill,AudioPlay,0.4
hero_202,skill,ActionPlay,0.5
hero_202,victor,ActionPlay,0.2
hero_202,failed,ActionPlay,0.2
hero_202,failed,ActionEnd,0.2
hero_010,attack,ActionEnd,1.3
hero_010,attack,AudioPlay,0.4
hero_010,attack,ActionPlay,0.3
hero_010,skill,AudioPlay,0.4
hero_010,skill,ActionPlay,0.5
hero_010,victor,ActionPlay,0.2
hero_010,failed,ActionPlay,0.2
hero_010,failed,ActionEnd,0.2
hero_207,attack,ActionEnd,1.3
hero_207,attack,AudioPlay,0.4
hero_207,attack,ActionPlay,0.3
hero_207,skill,AudioPlay,0.4
hero_207,skill,ActionPlay,0.5
hero_207,victor,ActionPlay,0.2
hero_207,failed,ActionPlay,0.2
hero_207,failed,ActionEnd,0.2
hero_007,attack,ActionEnd,1.3
hero_007,attack,AudioPlay,0.4
hero_007,attack,ActionPlay,0.3
hero_007,skill,AudioPlay,0.4
hero_007,skill,ActionPlay,0.5
hero_007,victor,ActionPlay,0.2
hero_007,failed,ActionPlay,0.2
hero_007,failed,ActionEnd,0.2
hero_208,attack,ActionEnd,1.3
hero_208,attack,AudioPlay,0.4
hero_208,attack,ActionPlay,0.3
hero_208,skill,AudioPlay,0.4
hero_208,skill,ActionPlay,0.5
hero_208,victor,ActionPlay,0.2
hero_208,failed,ActionPlay,0.2
hero_208,failed,ActionEnd,0.2
hero_112,attack,ActionEnd,1.3
hero_112,attack,AudioPlay,0.4
hero_112,attack,ActionPlay,0.3
hero_112,skill,AudioPlay,0.4
hero_112,skill,ActionPlay,0.5
hero_112,victor,ActionPlay,0.2
hero_112,failed,ActionPlay,0.2
hero_112,failed,ActionEnd,0.2
hero_006,attack,ActionEnd,1
hero_006,attack,AudioPlay,0.33
hero_006,attack,ActionPlay,0.3
hero_006,skill,AudioPlay,0.44
hero_006,skill,ActionPlay,0.67
hero_006,victor,ActionPlay,0.2
hero_006,failed,ActionPlay,0.2
hero_006,failed,ActionEnd,0.2
hero_102,attack,ActionEnd,1.3
hero_102,attack,AudioPlay,0.4
hero_102,attack,ActionPlay,0.3
hero_102,skill,AudioPlay,0.4
hero_102,skill,ActionPlay,0.5
hero_102,victor,ActionPlay,0.2
hero_102,failed,ActionPlay,0.2
hero_102,failed,ActionEnd,0.2
hero_005,attack,ActionEnd,1.3
hero_005,attack,AudioPlay,0.4
hero_005,attack,ActionPlay,0.3
hero_005,skill,AudioPlay,0.4
hero_005,skill,ActionPlay,0.5
hero_005,victor,ActionPlay,0.2
hero_005,failed,ActionPlay,0.2
hero_005,failed,ActionEnd,0.2
hero_107,attack,ActionEnd,1.3
hero_107,attack,AudioPlay,0.4
hero_107,attack,ActionPlay,0.3
hero_107,skill,AudioPlay,0.4
hero_107,skill,ActionPlay,0.5
hero_107,victor,ActionPlay,0.2
hero_107,failed,ActionPlay,0.2
hero_107,failed,ActionEnd,0.2
hero_303,attack,ActionEnd,1.3
hero_303,attack,AudioPlay,0.4
hero_303,attack,ActionPlay,0.3
hero_303,skill,AudioPlay,0.4
hero_303,skill,ActionPlay,0.5
hero_303,victor,ActionPlay,0.2
hero_303,failed,ActionPlay,0.2
hero_303,failed,ActionEnd,0.2
hero_301,attack,ActionEnd,1.3
hero_301,attack,AudioPlay,0.4
hero_301,attack,ActionPlay,0.3
hero_301,skill,AudioPlay,0.4
hero_301,skill,ActionPlay,0.5
hero_301,victor,ActionPlay,0.2
hero_301,failed,ActionPlay,0.2
hero_301,failed,ActionEnd,0.2
hero_302,attack,ActionEnd,1.3
hero_302,attack,AudioPlay,0.4
hero_302,attack,ActionPlay,0.3
hero_302,skill,AudioPlay,0.4
hero_302,skill,ActionPlay,0.5
hero_302,victor,ActionPlay,0.2
hero_302,failed,ActionPlay,0.2
hero_302,failed,ActionEnd,0.2
hero_306,attack,ActionEnd,1.3
hero_306,attack,AudioPlay,0.4
hero_306,attack,ActionPlay,0.3
hero_306,skill,AudioPlay,0.4
hero_306,skill,ActionPlay,0.5
hero_306,victor,ActionPlay,0.2
hero_306,failed,ActionPlay,0.2
hero_306,failed,ActionEnd,0.2
hero_305,attack,ActionEnd,1.3
hero_305,attack,AudioPlay,0.4
hero_305,attack,ActionPlay,0.3
hero_305,skill,AudioPlay,0.4
hero_305,skill,ActionPlay,0.5
hero_305,victor,ActionPlay,0.2
hero_305,failed,ActionPlay,0.2
hero_305,failed,ActionEnd,0.2
hero_307,attack,ActionEnd,1.3
hero_307,attack,AudioPlay,0.4
hero_307,attack,ActionPlay,0.3
hero_307,skill,AudioPlay,0.4
hero_307,skill,ActionPlay,0.5
hero_307,victor,ActionPlay,0.2
hero_307,failed,ActionPlay,0.2
hero_307,failed,ActionEnd,0.2
hero_403,attack,ActionEnd,1.3
hero_403,attack,AudioPlay,0.4
hero_403,attack,ActionPlay,0.3
hero_403,skill,AudioPlay,0.4
hero_403,skill,ActionPlay,0.5
hero_403,victor,ActionPlay,0.2
hero_403,failed,ActionPlay,0.2
hero_403,failed,ActionEnd,0.2
hero_405,attack,ActionEnd,1
hero_405,attack,AudioPlay,0.33
hero_405,attack,ActionPlay,0.3
hero_405,skill,AudioPlay,0.44
hero_405,skill,ActionPlay,0.67
hero_405,victor,ActionPlay,0.2
hero_405,failed,ActionPlay,0.2
hero_405,failed,ActionEnd,0.2
hero_406,attack,ActionEnd,1.3
hero_406,attack,AudioPlay,0.4
hero_406,attack,ActionPlay,0.3
hero_406,skill,AudioPlay,0.4
hero_406,skill,ActionPlay,0.5
hero_406,victor,ActionPlay,0.2
hero_406,failed,ActionPlay,0.2
hero_406,failed,ActionEnd,0.2
hero_402,attack,ActionEnd,1.3
hero_402,attack,AudioPlay,0.4
hero_402,attack,ActionPlay,0.3
hero_402,skill,AudioPlay,0.4
hero_402,skill,ActionPlay,0.5
hero_402,victor,ActionPlay,0.2
hero_402,failed,ActionPlay,0.2
hero_402,failed,ActionEnd,0.2
hero_401,attack,ActionEnd,1.3
hero_401,attack,AudioPlay,0.4
hero_401,attack,ActionPlay,0.3
hero_401,skill,AudioPlay,0.4
hero_401,skill,ActionPlay,0.5
hero_401,victor,ActionPlay,0.2
hero_401,failed,ActionPlay,0.2
hero_401,failed,ActionEnd,0.2
hero_404,attack,ActionEnd,1.3
hero_404,attack,AudioPlay,0.4
hero_404,attack,ActionPlay,0.3
hero_404,skill,AudioPlay,0.4
hero_404,skill,ActionPlay,0.5
hero_404,victor,ActionPlay,0.2
hero_404,failed,ActionPlay,0.2
hero_404,failed,ActionEnd,0.2
hero_304,attack,ActionEnd,1.3
hero_304,attack,AudioPlay,0.4
hero_304,attack,ActionPlay,0.3
hero_304,skill,AudioPlay,0.4
hero_304,skill,ActionPlay,0.5
hero_304,victor,ActionPlay,0.2
hero_304,failed,ActionPlay,0.2
hero_304,failed,ActionEnd,0.2
hero_407,attack,ActionEnd,1.3
hero_407,attack,AudioPlay,0.4
hero_407,attack,ActionPlay,0.3
hero_407,skill,AudioPlay,0.4
hero_407,skill,ActionPlay,0.5
hero_407,victor,ActionPlay,0.2
hero_407,failed,ActionPlay,0.2
hero_407,failed,ActionEnd,0.2
hero_501,attack,ActionEnd,1.3
hero_501,attack,AudioPlay,0.4
hero_501,attack,ActionPlay,0.3
hero_501,skill,AudioPlay,0.4
hero_501,skill,ActionPlay,0.5
hero_501,victor,ActionPlay,0.2
hero_501,failed,ActionPlay,0.2
hero_501,failed,ActionEnd,0.2
hero_502,attack,ActionEnd,1.3
hero_502,attack,AudioPlay,0.4
hero_502,attack,ActionPlay,0.3
hero_502,skill,AudioPlay,0.4
hero_502,skill,ActionPlay,0.5
hero_502,victor,ActionPlay,0.2
hero_502,failed,ActionPlay,0.2
hero_502,failed,ActionEnd,0.2
hero_503,attack,ActionEnd,1.3
hero_503,attack,AudioPlay,0.4
hero_503,attack,ActionPlay,0.3
hero_503,skill,AudioPlay,0.4
hero_503,skill,ActionPlay,0.5
hero_503,victor,ActionPlay,0.2
hero_503,failed,ActionPlay,0.2
hero_503,failed,ActionEnd,0.2
hero_504,attack,ActionEnd,1.3
hero_504,attack,AudioPlay,0.4
hero_504,attack,ActionPlay,0.3
hero_504,skill,AudioPlay,0.4
hero_504,skill,ActionPlay,0.5
hero_504,victor,ActionPlay,0.2
hero_504,failed,ActionPlay,0.2
hero_504,failed,ActionEnd,0.2
hero_505,attack,ActionEnd,1.3
hero_505,attack,AudioPlay,0.4
hero_505,attack,ActionPlay,0.3
hero_505,skill,AudioPlay,0.4
hero_505,skill,ActionPlay,0.5
hero_505,victor,ActionPlay,0.2
hero_505,failed,ActionPlay,0.2
hero_505,failed,ActionEnd,0.2
hero_506,attack,ActionEnd,1
hero_506,attack,AudioPlay,0.33
hero_506,attack,ActionPlay,0.3
hero_506,skill,AudioPlay,0.44
hero_506,skill,ActionPlay,0.67
hero_506,victor,ActionPlay,0.2
hero_506,failed,ActionPlay,0.2
hero_506,failed,ActionEnd,0.2
hero_507,attack,ActionEnd,1.3
hero_507,attack,AudioPlay,0.4
hero_507,attack,ActionPlay,0.3
hero_507,skill,AudioPlay,0.4
hero_507,skill,ActionPlay,0.5
hero_507,victor,ActionPlay,0.2
hero_507,failed,ActionPlay,0.2
hero_507,failed,ActionEnd,0.2
hero_508,attack,ActionEnd,1.3
hero_508,attack,AudioPlay,0.4
hero_508,attack,ActionPlay,0.3
hero_508,skill,AudioPlay,0.4
hero_508,skill,ActionPlay,0.5
hero_508,victor,ActionPlay,0.2
hero_508,failed,ActionPlay,0.2
hero_508,failed,ActionEnd,0.2
hero_509,attack,ActionEnd,1.3
hero_509,attack,AudioPlay,0.4
hero_509,attack,ActionPlay,0.3
hero_509,skill,AudioPlay,0.4
hero_509,skill,ActionPlay,0.5
hero_509,victor,ActionPlay,0.2
hero_509,failed,ActionPlay,0.2
hero_509,failed,ActionEnd,0.2
hero_510,attack,ActionEnd,1.3
hero_510,attack,AudioPlay,0.4
hero_510,attack,ActionPlay,0.3
hero_510,skill,AudioPlay,0.4
hero_510,skill,ActionPlay,0.5
hero_510,victor,ActionPlay,0.2
hero_510,failed,ActionPlay,0.2
hero_510,failed,ActionEnd,0.2
hero_511,attack,ActionEnd,1.3
hero_511,attack,AudioPlay,0.4
hero_511,attack,ActionPlay,0.3
hero_511,skill,AudioPlay,0.4
hero_511,skill,ActionPlay,0.5
hero_511,victor,ActionPlay,0.2
hero_511,failed,ActionPlay,0.2
hero_511,failed,ActionEnd,0.2
hero_512,attack,ActionEnd,1.3
hero_512,attack,AudioPlay,0.4
hero_512,attack,ActionPlay,0.3
hero_512,skill,AudioPlay,0.4
hero_512,skill,ActionPlay,0.5
hero_512,victor,ActionPlay,0.2
hero_512,failed,ActionPlay,0.2
hero_512,failed,ActionEnd,0.2
hero_513,attack,ActionEnd,1.3
hero_513,attack,AudioPlay,0.4
hero_513,attack,ActionPlay,0.3
hero_513,skill,AudioPlay,0.4
hero_513,skill,ActionPlay,0.5
hero_513,victor,ActionPlay,0.2
hero_513,failed,ActionPlay,0.2
hero_513,failed,ActionEnd,0.2
hero_514,attack,ActionEnd,1.3
hero_514,attack,AudioPlay,0.4
hero_514,attack,ActionPlay,0.3
hero_514,skill,AudioPlay,0.4
hero_514,skill,ActionPlay,0.5
hero_514,victor,ActionPlay,0.2
hero_514,failed,ActionPlay,0.2
hero_514,failed,ActionEnd,0.2
hero_515,attack,ActionEnd,1.3
hero_515,attack,AudioPlay,0.4
hero_515,attack,ActionPlay,0.3
hero_515,skill,AudioPlay,0.4
hero_515,skill,ActionPlay,0.5
hero_515,victor,ActionPlay,0.2
hero_515,failed,ActionPlay,0.2
hero_515,failed,ActionEnd,0.2
hero_516,attack,ActionEnd,1.3
hero_516,attack,AudioPlay,0.4
hero_516,attack,ActionPlay,0.3
hero_516,skill,AudioPlay,0.4
hero_516,skill,ActionPlay,0.5
hero_516,victor,ActionPlay,0.2
hero_516,failed,ActionPlay,0.2
hero_516,failed,ActionEnd,0.2
hero_517,attack,ActionEnd,1
hero_517,attack,AudioPlay,0.33
hero_517,attack,ActionPlay,0.3
hero_517,skill,AudioPlay,0.44
hero_517,skill,ActionPlay,0.67
hero_517,victor,ActionPlay,0.2
hero_517,failed,ActionPlay,0.2
hero_517,failed,ActionEnd,0.2
hero_518,attack,ActionEnd,1.3
hero_518,attack,AudioPlay,0.4
hero_518,attack,ActionPlay,0.3
hero_518,skill,AudioPlay,0.4
hero_518,skill,ActionPlay,0.5
hero_518,victor,ActionPlay,0.2
hero_518,failed,ActionPlay,0.2
hero_518,failed,ActionEnd,0.2
hero_519,attack,ActionEnd,1.3
hero_519,attack,AudioPlay,0.4
hero_519,attack,ActionPlay,0.3
hero_519,skill,AudioPlay,0.4
hero_519,skill,ActionPlay,0.5
hero_519,victor,ActionPlay,0.2
hero_519,failed,ActionPlay,0.2
hero_519,failed,ActionEnd,0.2
hero_520,attack,ActionEnd,1.3
hero_520,attack,AudioPlay,0.4
hero_520,attack,ActionPlay,0.3
hero_520,skill,AudioPlay,0.4
hero_520,skill,ActionPlay,0.5
hero_520,victor,ActionPlay,0.2
hero_520,failed,ActionPlay,0.2
hero_520,failed,ActionEnd,0.2
hero_521,attack,ActionEnd,1.3
hero_521,attack,AudioPlay,0.4
hero_521,attack,ActionPlay,0.3
hero_521,skill,AudioPlay,0.4
hero_521,skill,ActionPlay,0.5
hero_521,victor,ActionPlay,0.2
hero_521,failed,ActionPlay,0.2
hero_521,failed,ActionEnd,0.2
hero_522,attack,ActionEnd,1.3
hero_522,attack,AudioPlay,0.4
hero_522,attack,ActionPlay,0.3
hero_522,skill,AudioPlay,0.4
hero_522,skill,ActionPlay,0.5
hero_522,victor,ActionPlay,0.2
hero_522,failed,ActionPlay,0.2
hero_522,failed,ActionEnd,0.2
hero_523,attack,ActionEnd,1.3
hero_523,attack,AudioPlay,0.4
hero_523,attack,ActionPlay,0.3
hero_523,skill,AudioPlay,0.4
hero_523,skill,ActionPlay,0.5
hero_523,victor,ActionPlay,0.2
hero_523,failed,ActionPlay,0.2
hero_523,failed,ActionEnd,0.2
hero_524,attack,ActionEnd,1.3
hero_524,attack,AudioPlay,0.4
hero_524,attack,ActionPlay,0.3
hero_524,skill,AudioPlay,0.4
hero_524,skill,ActionPlay,0.5
hero_524,victor,ActionPlay,0.2
hero_524,failed,ActionPlay,0.2
hero_524,failed,ActionEnd,0.2
hero_525,attack,ActionEnd,1.3
hero_525,attack,AudioPlay,0.4
hero_525,attack,ActionPlay,0.3
hero_525,skill,AudioPlay,0.4
hero_525,skill,ActionPlay,0.5
hero_525,victor,ActionPlay,0.2
hero_525,failed,ActionPlay,0.2
hero_525,failed,ActionEnd,0.2
hero_526,attack,ActionEnd,1.3
hero_526,attack,AudioPlay,0.4
hero_526,attack,ActionPlay,0.3
hero_526,skill,AudioPlay,0.4
hero_526,skill,ActionPlay,0.5
hero_526,victor,ActionPlay,0.2
hero_526,failed,ActionPlay,0.2
hero_526,failed,ActionEnd,0.2
hero_527,attack,ActionEnd,1.3
hero_527,attack,AudioPlay,0.4
hero_527,attack,ActionPlay,0.3
hero_527,skill,AudioPlay,0.4
hero_527,skill,ActionPlay,0.5
hero_527,victor,ActionPlay,0.2
hero_527,failed,ActionPlay,0.2
hero_527,failed,ActionEnd,0.2
hero_528,attack,ActionEnd,1
hero_528,attack,AudioPlay,0.33
hero_528,attack,ActionPlay,0.3
hero_528,skill,AudioPlay,0.44
hero_528,skill,ActionPlay,0.67
hero_528,victor,ActionPlay,0.2
hero_528,failed,ActionPlay,0.2
hero_528,failed,ActionEnd,0.2
hero_529,attack,ActionEnd,1.3
hero_529,attack,AudioPlay,0.4
hero_529,attack,ActionPlay,0.3
hero_529,skill,AudioPlay,0.4
hero_529,skill,ActionPlay,0.5
hero_529,victor,ActionPlay,0.2
hero_529,failed,ActionPlay,0.2
hero_529,failed,ActionEnd,0.2
hero_530,attack,ActionEnd,1.3
hero_530,attack,AudioPlay,0.4
hero_530,attack,ActionPlay,0.3
hero_530,skill,AudioPlay,0.4
hero_530,skill,ActionPlay,0.5
hero_530,victor,ActionPlay,0.2
hero_530,failed,ActionPlay,0.2
hero_530,failed,ActionEnd,0.2
hero_531,attack,ActionEnd,1.3
hero_531,attack,AudioPlay,0.4
hero_531,attack,ActionPlay,0.3
hero_531,skill,AudioPlay,0.4
hero_531,skill,ActionPlay,0.5
hero_531,victor,ActionPlay,0.2
hero_531,failed,ActionPlay,0.2
hero_531,failed,ActionEnd,0.2
hero_532,attack,ActionEnd,1.3
hero_532,attack,AudioPlay,0.4
hero_532,attack,ActionPlay,0.3
hero_532,skill,AudioPlay,0.4
hero_532,skill,ActionPlay,0.5
hero_532,victor,ActionPlay,0.2
hero_532,failed,ActionPlay,0.2
hero_532,failed,ActionEnd,0.2
hero_533,attack,ActionEnd,1.3
hero_533,attack,AudioPlay,0.4
hero_533,attack,ActionPlay,0.3
hero_533,skill,AudioPlay,0.4
hero_533,skill,ActionPlay,0.5
hero_533,victor,ActionPlay,0.2
hero_533,failed,ActionPlay,0.2
hero_533,failed,ActionEnd,0.2
hero_534,attack,ActionEnd,1.3
hero_534,attack,AudioPlay,0.4
hero_534,attack,ActionPlay,0.3
hero_534,skill,AudioPlay,0.4
hero_534,skill,ActionPlay,0.5
hero_534,victor,ActionPlay,0.2
hero_534,failed,ActionPlay,0.2
hero_534,failed,ActionEnd,0.2
hero_535,attack,ActionEnd,1.3
hero_535,attack,AudioPlay,0.4
hero_535,attack,ActionPlay,0.3
hero_535,skill,AudioPlay,0.4
hero_535,skill,ActionPlay,0.5
hero_535,victor,ActionPlay,0.2
hero_535,failed,ActionPlay,0.2
hero_535,failed,ActionEnd,0.2
hero_536,attack,ActionEnd,1.3
hero_536,attack,AudioPlay,0.4
hero_536,attack,ActionPlay,0.3
hero_536,skill,AudioPlay,0.4
hero_536,skill,ActionPlay,0.5
hero_536,victor,ActionPlay,0.2
hero_536,failed,ActionPlay,0.2
hero_536,failed,ActionEnd,0.2
hero_537,attack,ActionEnd,1.3
hero_537,attack,AudioPlay,0.4
hero_537,attack,ActionPlay,0.3
hero_537,skill,AudioPlay,0.4
hero_537,skill,ActionPlay,0.5
hero_537,victor,ActionPlay,0.2
hero_537,failed,ActionPlay,0.2
hero_537,failed,ActionEnd,0.2
hero_538,attack,ActionEnd,1.3
hero_538,attack,AudioPlay,0.4
hero_538,attack,ActionPlay,0.3
hero_538,skill,AudioPlay,0.4
hero_538,skill,ActionPlay,0.5
hero_538,victor,ActionPlay,0.2
hero_538,failed,ActionPlay,0.2
hero_538,failed,ActionEnd,0.2
hero_539,attack,ActionEnd,1
hero_539,attack,AudioPlay,0.33
hero_539,attack,ActionPlay,0.3
hero_539,skill,AudioPlay,0.44
hero_539,skill,ActionPlay,0.67
hero_539,victor,ActionPlay,0.2
hero_539,failed,ActionPlay,0.2
hero_539,failed,ActionEnd,0.2
hero_540,attack,ActionEnd,1.3
hero_540,attack,AudioPlay,0.4
hero_540,attack,ActionPlay,0.3
hero_540,skill,AudioPlay,0.4
hero_540,skill,ActionPlay,0.5
hero_540,victor,ActionPlay,0.2
hero_540,failed,ActionPlay,0.2
hero_540,failed,ActionEnd,0.2
hero_541,attack,ActionEnd,1.3
hero_541,attack,AudioPlay,0.4
hero_541,attack,ActionPlay,0.3
hero_541,skill,AudioPlay,0.4
hero_541,skill,ActionPlay,0.5
hero_541,victor,ActionPlay,0.2
hero_541,failed,ActionPlay,0.2
hero_541,failed,ActionEnd,0.2
hero_542,attack,ActionEnd,1.3
hero_542,attack,AudioPlay,0.4
hero_542,attack,ActionPlay,0.3
hero_542,skill,AudioPlay,0.4
hero_542,skill,ActionPlay,0.5
hero_542,victor,ActionPlay,0.2
hero_542,failed,ActionPlay,0.2
hero_542,failed,ActionEnd,0.2
