name,tiers,target,type,percent,damage,defence,health,shield,speed,round,can_be_dispel,drop_effect,hit_effect
hero_520_skill_1_1,1,selector_lowesthp,damage,1.8,,,,,,,,,
hero_521_skill_1_1,1,selector_default,focusfire,,,,,,,2,TRUE,,
hero_522_skill_1_1,1,selector_default,vampiric,1.2,,,,,,,,,
hero_523_skill_1_1,1,selector_hitme,damage,1.2,,,,,,,,,
hero_524_skill_1_1,1,selector_self,absorb,,,,,,,3,TRUE,,
hero_525_skill_1_1,1,selector_all,damage,0.12,,,,,,,,,
hero_526_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_526_skill_2_1,1,selector_self,damup,0.15,,,,,,100,TRUE,,
hero_526_skill_3_1,1,selector_all,damage,0.3,,,,,,,,,
hero_526_skill_4_1,1,selector_col,stun,,,,,,,2,TRUE,,
hero_527_skill_1_1,1,selector_self_row1_all,defup,0.3,,,,,,100,TRUE,,
hero_528_skill_1_1,1,selector_self_row1_all,defup,0.3,,,,,,100,TRUE,,
hero_529_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_529_skill_2_1,1,selector_self,damup,0.12,,,,,,100,TRUE,,
hero_529_skill_3_1,1,selector_all,damage,0.24,,,,,,,,,
hero_529_skill_4_1,1,selector_col,stun,,,,,,,2,TRUE,,
hero_530_skill_1_1,1,selector_self_row1_all,defup,0.099,,,,,,100,TRUE,,
hero_531_skill_1_1,1,selector_self_row1_all,defup,0.099,,,,,,100,TRUE,,
hero_532_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_532_skill_2_1,1,selector_self,damup,0.009,,,,,,100,TRUE,,
hero_532_skill_3_1,1,selector_all,damage,0.195,,,,,,,,,
hero_532_skill_4_1,1,selector_col,stun,,,,,,,2,TRUE,,
hero_533_skill_1_1,1,selector_self_row1_all,defup,0.1125,,,,,,100,TRUE,,
hero_534_skill_1_1,1,selector_self_row1_all,defup,0.1125,,,,,,100,TRUE,,
hero_535_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_535_skill_2_1,1,selector_self,damup,0.135,,,,,,100,TRUE,,
hero_535_skill_3_1,1,selector_all,damage,0.3,,,,,,,,,
hero_535_skill_4_1,1,selector_random,confuse,,,,,,,2,TRUE,,
hero_536_skill_1_1,1,selector_self_row1_all,defup,0.3,,,,,,100,TRUE,,
hero_537_skill_1_1,1,selector_self_row1_all,defup,0.3,,,,,,100,TRUE,,
hero_538_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_538_skill_2_1,1,selector_self,damup,0.12,,,,,,100,TRUE,,
hero_538_skill_3_1,1,selector_all,damage,0.24,,,,,,,,,
hero_538_skill_4_1,1,selector_random,confuse,,,,,,,2,TRUE,,
hero_539_skill_1_1,1,selector_self_row1_all,defup,0.0975,,,,,,100,TRUE,,
hero_540_skill_1_1,1,selector_self_row1_all,defup,0.0975,,,,,,100,TRUE,,
hero_541_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_541_skill_2_1,1,selector_self,damup,0.009,,,,,,100,TRUE,,
hero_541_skill_3_1,1,selector_all,damage,0.195,,,,,,,,,
hero_541_skill_4_1,1,selector_random,confuse,,,,,,,2,TRUE,,
hero_542_skill_1_1,1,selector_self_row1_all,defup,0.114,,,,,,100,TRUE,,
hero_543_skill_1_1,1,selector_self_row1_all,defup,0.114,,,,,,100,TRUE,,
hero_544_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_544_skill_2_1,1,selector_self,damup,0.15,,,,,,100,TRUE,,
hero_544_skill_3_1,1,selector_default,damage,1.5,,,,,,,,,
hero_544_skill_4_1,1,selector_random,seduction,,,,,,,2,TRUE,,
hero_545_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_546_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_547_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_547_skill_2_1,1,selector_self,damup,0.12,,,,,,100,TRUE,,
hero_547_skill_3_1,1,selector_default,damage,1.155,,,,,,,,,
hero_547_skill_4_1,1,selector_random,seduction,,,,,,,2,TRUE,,
hero_548_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_549_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_550_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_550_skill_2_1,1,selector_self,damup,0.09,,,,,,100,TRUE,,
hero_550_skill_3_1,1,selector_default,damage,0.9,,,,,,,,,
hero_550_skill_4_1,1,selector_random,seduction,,,,,,,2,TRUE,,
hero_551_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_552_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_553_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_553_skill_2_1,1,selector_self,damup,0.15,,,,,,100,TRUE,,
hero_553_skill_3_1,1,selector_row1_all,damage,0.48,,,,,,,,,
hero_553_skill_4_1,1,selector_self,heal,0.3,,,,,,,,,
hero_553_skill_5_1,1,selector_row2_all,damdown,0.3,,,,,,2,TRUE,,
hero_554_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_555_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_556_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_556_skill_2_1,1,selector_self,damup,0.12,,,,,,100,TRUE,,
hero_556_skill_3_1,1,selector_row1_all,damage,0.375,,,,,,,,,
hero_556_skill_4_1,1,selector_self,heal,0.27,,,,,,,,,
hero_556_skill_5_1,1,selector_row2_all,damdown,0.24,,,,,,2,TRUE,,
hero_557_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_558_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_559_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_559_skill_2_1,1,selector_self,damup,0.099,,,,,,100,TRUE,,
hero_559_skill_3_1,1,selector_row1_all,damage,0.33,,,,,,,,,
hero_559_skill_4_1,1,selector_self,heal,0.27,,,,,,,,,
hero_559_skill_5_1,1,selector_row2_all,damdown,0.18,,,,,,2,TRUE,,
hero_560_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_561_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_562_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_562_skill_2_1,1,selector_self,damup,0.15,,,,,,100,TRUE,,
hero_562_skill_3_1,1,selector_row2_all,damage,0.48,,,,,,,,,
hero_562_skill_4_1,1,selector_random,damdown,0.9,,,,,,2,TRUE,,
hero_562_skill_5_1,1,selector_row1_all,damdown,0.3,,,,,,2,TRUE,,
hero_563_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_564_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_565_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_565_skill_2_1,1,selector_self,damup,0.12,,,,,,100,TRUE,,
hero_565_skill_3_1,1,selector_row2_all,damage,0.39,,,,,,,,,
hero_565_skill_4_1,1,selector_random,damdown,0.75,,,,,,2,TRUE,,
hero_565_skill_5_1,1,selector_row1_all,damdown,0.24,,,,,,2,TRUE,,
hero_566_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_567_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_568_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_568_skill_2_1,1,selector_self,damup,0.099,,,,,,100,TRUE,,
hero_568_skill_3_1,1,selector_row2_all,damage,0.33,,,,,,,,,
hero_568_skill_4_1,1,selector_random,damdown,0.57,,,,,,2,TRUE,,
hero_568_skill_5_1,1,selector_row1_all,damdown,1.2,,,,,,2,TRUE,,
hero_569_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_570_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_571_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_571_skill_2_1,1,selector_self,damup,0.15,,,,,,100,TRUE,,
hero_571_skill_3_1,1,selector_hitme,reflect,0.825,,,,,,,,,
hero_571_skill_4_1,1,selector_random,silence,,,,,,,2,TRUE,,
hero_571_skill_5_1,1,selector_all,damdown,0.15,,,,,,2,TRUE,,
hero_572_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_573_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_574_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_574_skill_2_1,1,selector_self,damup,0.12,,,,,,100,TRUE,,
hero_574_skill_3_1,1,selector_hitme,reflect,0.72,,,,,,,,,
hero_574_skill_4_1,1,selector_random,silence,,,,,,,2,TRUE,,
hero_574_skill_5_1,1,selector_all,damdown,0.12,,,,,,2,TRUE,,
hero_575_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_576_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_577_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_577_skill_2_1,1,selector_self,damup,0.09,,,,,,100,TRUE,,
hero_577_skill_3_1,1,selector_hitme,reflect,0.57,,,,,,,,,
hero_577_skill_4_1,1,selector_random,silence,,,,,,,2,TRUE,,
hero_577_skill_5_1,1,selector_all,damdown,0.09,,,,,,2,TRUE,,
hero_578_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_579_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_580_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_580_skill_2_1,1,selector_self,damup,0.15,,,,,,100,TRUE,,
hero_580_skill_3_1,1,selector_all,confuse,,,,,,,1,TRUE,,
hero_580_skill_4_1,1,selector_col,defdown,0.6,,,,,,3,TRUE,,
hero_580_skill_5_1,1,selector_col,damage,0.9,,,,,,,,,
hero_580_skill_6_1,1,selector_lowesthp,damage,1.425,,,,,,,,,
hero_581_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_582_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_583_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_583_skill_2_1,1,selector_self,damup,0.12,,,,,,100,TRUE,,
hero_583_skill_3_1,1,selector_all,confuse,,,,,,,1,TRUE,,
hero_583_skill_4_1,1,selector_col,defdown,0.6,,,,,,3,TRUE,,
hero_583_skill_5_1,1,selector_col,damage,0.72,,,,,,,,,
hero_583_skill_6_1,1,selector_lowesthp,damage,1.2,,,,,,,,,
hero_584_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_585_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_586_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_586_skill_2_1,1,selector_self,damup,0.0945,,,,,,100,TRUE,,
hero_586_skill_3_1,1,selector_all,confuse,,,,,,,1,TRUE,,
hero_586_skill_4_1,1,selector_col,defdown,9,,,,,,3,TRUE,,
hero_586_skill_5_1,1,selector_col,damage,0.6,,,,,,,,,
hero_586_skill_6_1,1,selector_lowesthp,damage,0.99,,,,,,,,,
hero_587_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_588_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_589_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_589_skill_2_1,1,selector_self,damup,0.1425,,,,,,100,TRUE,,
hero_589_skill_3_1,1,selector_all,dot,0.0975,,,,,,3,TRUE,,
hero_589_skill_4_1,1,selector_col,confuse,,,,,,,2,TRUE,,
hero_589_skill_5_1,1,selector_col,seduction,,,,,,,2,TRUE,,
hero_589_skill_6_1,1,selector_lowesthp,damage,1.425,,,,,,,,,
hero_590_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_591_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_592_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_592_skill_2_1,1,selector_self,damup,0.12,,,,,,100,TRUE,,
hero_592_skill_3_1,1,selector_all,dot,0.0825,,,,,,3,TRUE,,
hero_592_skill_4_1,1,selector_col,confuse,,,,,,,2,TRUE,,
hero_592_skill_5_1,1,selector_col,seduction,,,,,,,2,TRUE,,
hero_592_skill_6_1,1,selector_lowesthp,damage,1.17,,,,,,,,,
hero_593_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_594_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_595_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_595_skill_2_1,1,selector_self,damup,0.0945,,,,,,100,TRUE,,
hero_595_skill_3_1,1,selector_all,dot,0.06,,,,,,3,TRUE,,
hero_595_skill_4_1,1,selector_col,confuse,,,,,,,2,TRUE,,
hero_595_skill_5_1,1,selector_col,seduction,,,,,,,2,TRUE,,
hero_595_skill_6_1,1,selector_lowesthp,damage,0.945,,,,,,,,,
hero_596_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_597_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_598_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_598_skill_2_1,1,selector_self,damup,0.1425,,,,,,100,TRUE,,
hero_598_skill_3_1,1,selector_all,damage,0.285,,,,,,,,,
hero_598_skill_4_1,1,selector_row1_all,stun,,,,,,,2,TRUE,,
hero_598_skill_5_1,1,selector_row2_all,silence,,,,,,,2,TRUE,,
hero_598_skill_6_1,1,selector_lowesthp,damage,1.425,,,,,,,,,
hero_599_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_600_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_601_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_601_skill_2_1,1,selector_self,damup,0.12,,,,,,100,TRUE,,
hero_601_skill_3_1,1,selector_all,damage,0.24,,,,,,,,,
hero_601_skill_4_1,1,selector_row1_all,stun,,,,,,,2,TRUE,,
hero_601_skill_5_1,1,selector_row2_all,silence,,,,,,,2,TRUE,,
hero_601_skill_6_1,1,selector_lowesthp,damage,1.2,,,,,,,,,
hero_602_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_603_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_604_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_604_skill_2_1,1,selector_self,damup,0.0945,,,,,,100,TRUE,,
hero_604_skill_3_1,1,selector_all,damage,0.195,,,,,,,,,
hero_604_skill_4_1,1,selector_row1_all,stun,,,,,,,2,TRUE,,
hero_604_skill_5_1,1,selector_row2_all,silence,,,,,,,2,TRUE,,
hero_604_skill_6_1,1,selector_lowesthp,damage,0.945,,,,,,,,,
hero_605_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_606_skill_1_1,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_607_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_607_skill_2_1,1,selector_self,damup,0.0945,,,,,,100,TRUE,,
hero_607_skill_3_1,1,selector_all,damage,0.285,,,,,,,,,
hero_607_skill_4_1,1,selector_all,damage,0.3,,,,,,,,,
hero_607_skill_5_1,1,selector_all,damage,0.3,,,,,,,,,
hero_607_skill_6_1,1,selector_lowesthp,damage,1.5,,,,,,,,,
hero_608_skill_1_1,1,selector_self_row,heal,0.06,,,,,,,,,
hero_609_skill_1_1,1,selector_self_row,heal,0.06,,,,,,,,,
hero_610_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_610_skill_2_1,1,selector_self,damup,0.12,,,,,,100,TRUE,,
hero_610_skill_3_1,1,selector_all,damage,0.24,,,,,,,,,
hero_610_skill_4_1,1,selector_all,damage,0.255,,,,,,,,,
hero_610_skill_5_1,1,selector_all,damage,0.225,,,,,,,,,
hero_610_skill_6_1,1,selector_lowesthp,damage,1.2,,,,,,,,,
hero_611_skill_1_1,1,selector_self_row,heal,0.06,,,,,,,,,
hero_612_skill_1_1,1,selector_self_row,heal,0.06,,,,,,,,,
hero_613_skill_1_1,1,selector_self,silenceimmu,,,,,,,,FALSE,,
hero_613_skill_2_1,1,selector_self,damup,0.0945,,,,,,100,TRUE,,
hero_613_skill_3_1,1,selector_all,damage,0.195,,,,,,,,,
hero_613_skill_4_1,1,selector_all,damage,0.195,,,,,,,,,
hero_613_skill_5_1,1,selector_all,damage,0.195,,,,,,,,,
hero_613_skill_6_1,1,selector_lowesthp,damage,0.945,,,,,,,,,
hero_614_skill_1_1,1,selector_self_row,heal,0.06,,,,,,,,,
hero_615_skill_1_1,1,selector_self_row,heal,0.06,,,,,,,,,
hero_616_skill_1_1,1,selector_hitme,reflect,3,,,,,,,,,
hero_617_skill_1_1,1,selector_self_row2_all,damup,0.375,,,,,,3,TRUE,,
hero_618_skill_1_1,1,selector_hitme,dot,0.6,,,,,,3,TRUE,,
hero_619_skill_1_1,1,selector_hitme,reflect,1.5,,,,,,,,,
hero_620_skill_1_1,1,selector_default,damage,1.2,,,,,,,,,
hero_621_skill_1_1,1,selector_self_all,shield,0.015,,,,,,3,TRUE,,
hero_622_skill_1_1,1,selector_col,dot,0.345,,,,,,3,TRUE,,
hero_623_skill_1_1,1,selector_self_col,hot,0.075,,,,,,3,TRUE,,
hero_624_skill_1_1,1,selector_self_col,healup,0.015,,,,,,,,,
hero_625_skill_1_1,1,selector_row1_all,damage,0.375,,,,,,,,,
hero_626_skill_1_1,1,selector_self,heal,0.195,,,,,,,,,
hero_627_skill_1_1,1,selector_self,heal,0.24,,,,,,,,,
hero_628_skill_1_1,1,selector_lowesthp,damage,1.8,,,,,,,,,
hero_629_skill_1_1,1,selector_default,focusfire,,,,,,,2,TRUE,,
hero_630_skill_1_1,1,selector_default,vampiric,1.2,,,,,,,,,
hero_631_skill_1_1,1,selector_hitme,damage,1.2,,,,,,,,,
hero_632_skill_1_1,1,selector_self,absorb,,,,,,,3,TRUE,,
hero_633_skill_1_1,1,selector_all,damage,0.12,,,,,,,,,
hero_109_skill_1_2,1,selector_self,damup,0.16,,,,,,5,TRUE,,
hero_106_skill_1_2,1,selector_col,damage,0.825,,,,,,,,,
hero_211_skill_1_2,1,selector_self_col,stunimmu,,,,,,,,TRUE,,
hero_009_skill_1_2,1,selector_row1_random,healdown,0.015,,,,,,,TRUE,,
hero_204_skill_1_2,1,selector_row1_all,dot,0.15,,,,,,3,TRUE,,
hero_203_skill_1_2,1,selector_default,focusfire,,,,,,,3,TRUE,,
hero_104_skill_1_2,1,selector_self_row1_all,speedup,,,,,,20,,FALSE,,
hero_207_skill_1_2,1,selector_self,damup,0.06,,,,,,,FALSE,,
hero_208_skill_1_2,1,selector_self_row1_all,dot,0.12,,,,,,3,TRUE,,
hero_209_skill_1_2,1,selector_row2_all,speeddown,,,,,,30,3,TRUE,,
hero_401_skill_1_2,1,selector_col,taunt,,,,,,,3,TRUE,,
hero_406_skill_1_2,1,selector_self_all,dispel,,,,,,,,,,
hero_304_skill_1_2,1,selector_lowesthp,focusfire,,,,,,,2,TRUE,,
hero_112_skill_1_2,1,selector_ihit,healdown,0.015,,,,,,100,TRUE,,
hero_404_skill_1_2,1,selector_self,damage,0.6,,,,,,,,,
hero_407_skill_1_2,1,selector_self_row2_all,speedup,,,,,,25,5,TRUE,,
hero_501_skill_1_2,1,selector_self,heal,0.3,,,,,,,,,
hero_502_skill_1_2,1,selector_hitme,stun,,,,,,,3,TRUE,,
hero_508_skill_1_2,1,selector_self,confuse,,,,,,,3,TRUE,,
hero_509_skill_1_2,1,selector_self_row2_all,speedup,,,,,,30,3,TRUE,,
hero_511_skill_1_2,1,selector_hitme,defdown,0.375,,,,,,4,TRUE,,
hero_513_skill_1_2,1,selector_self_all,defup,0.09,,,,,,3,TRUE,,
hero_514_skill_1_2,1,selector_col,confuse,,,,,,,3,TRUE,,
hero_515_skill_1_2,1,selector_self_col,stunimmu,,,,,,,3,FALSE,,
hero_516_skill_1_2,1,selector_self_col,speedup,,,,,,30,,,,
hero_517_skill_1_2,1,selector_row1_all,dispel,,,,,,,,,,
hero_519_skill_1_2,1,selector_self,magimmu,,,,,,,3,FALSE,,
hero_523_skill_1_2,1,selector_hitme,stun,,,,,,,3,TRUE,,
hero_525_skill_1_2,1,selector_all,dot,0.015,,,,,,2,TRUE,,
hero_526_skill_1_2,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_526_skill_3_2,1,selector_all,disarm,,,,,,,2,TRUE,,
hero_529_skill_1_2,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_529_skill_3_2,1,selector_all,disarm,,,,,,,2,TRUE,,
hero_532_skill_1_2,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_532_skill_3_2,1,selector_all,disarm,,,,,,,2,TRUE,,
hero_535_skill_1_2,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_535_skill_3_2,1,selector_all,silence,,,,,,,2,TRUE,,
hero_538_skill_1_2,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_538_skill_3_2,1,selector_all,silence,,,,,,,2,TRUE,,
hero_541_skill_1_2,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_541_skill_3_2,1,selector_all,silence,,,,,,,2,TRUE,,
hero_544_skill_1_2,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_547_skill_1_2,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_550_skill_1_2,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_553_skill_1_2,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_556_skill_1_2,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_559_skill_1_2,1,selector_self,seductionimmu,,,,,,,,FALSE,,
hero_562_skill_1_2,1,selector_self,seductionimmu,,,,,,,,FALSE,,
