hero,index,step,end_delay,target
hero_540,attack_1_1,fly,0.2,head
hero_540,attack_1_1,hit,0.2,foot
hero_541,attack_1_1,fly,0.2,head
hero_541,attack_1_1,hit,0.2,foot
hero_542,attack_1_1,move,0.2,head
hero_542,attack_1_1,hit,0.2,foot
hero_543,attack_1_1,move,0.2,head
hero_543,attack_1_1,hit,0.2,foot
hero_544,attack_1_1,move,0.2,head
hero_544,attack_1_1,hit,0.2,foot
hero_545,attack_1_1,fly,0.2,head
hero_545,attack_1_1,hit,0.2,foot
hero_546,attack_1_1,fly,0.2,head
hero_546,attack_1_1,hit,0.2,foot
hero_547,attack_1_1,fly,0.2,head
hero_547,attack_1_1,hit,0.2,foot
hero_548,attack_1_1,fly,0.2,head
hero_548,attack_1_1,hit,0.2,foot
hero_549,attack_1_1,fly,0.2,head
hero_549,attack_1_1,hit,0.2,foot
hero_550,attack_1_1,fly,0.2,head
hero_550,attack_1_1,hit,0.2,foot
hero_551,attack_1_1,fly,0.2,head
hero_551,attack_1_1,hit,0.2,foot
hero_552,attack_1_1,fly,0.2,head
hero_552,attack_1_1,hit,0.2,foot
hero_553,attack_1_1,move,0.2,head
hero_553,attack_1_1,hit,0.2,foot
hero_554,attack_1_1,move,0.2,head
hero_554,attack_1_1,hit,0.2,foot
hero_555,attack_1_1,move,0.2,head
hero_555,attack_1_1,hit,0.2,foot
hero_556,attack_1_1,fly,0.2,head
hero_556,attack_1_1,hit,0.2,foot
hero_557,attack_1_1,fly,0.2,head
hero_557,attack_1_1,hit,0.2,foot
hero_558,attack_1_1,fly,0.2,head
hero_558,attack_1_1,hit,0.2,foot
hero_559,attack_1_1,fly,0.2,head
hero_559,attack_1_1,hit,0.2,foot
hero_560,attack_1_1,fly,0.2,head
hero_560,attack_1_1,hit,0.2,foot
hero_561,attack_1_1,fly,0.2,head
hero_561,attack_1_1,hit,0.2,foot
hero_562,attack_1_1,fly,0.2,head
hero_562,attack_1_1,hit,0.2,foot
hero_563,attack_1_1,fly,0.2,head
hero_563,attack_1_1,hit,0.2,foot
hero_564,attack_1_1,move,0.2,head
hero_564,attack_1_1,hit,0.2,foot
hero_565,attack_1_1,move,0.2,head
hero_565,attack_1_1,hit,0.2,foot
hero_566,attack_1_1,move,0.2,head
hero_566,attack_1_1,hit,0.2,foot
hero_567,attack_1_1,fly,0.2,head
hero_567,attack_1_1,hit,0.2,foot
hero_568,attack_1_1,fly,0.2,head
hero_568,attack_1_1,hit,0.2,foot
hero_569,attack_1_1,fly,0.2,head
hero_569,attack_1_1,hit,0.2,foot
hero_570,attack_1_1,fly,0.2,head
hero_570,attack_1_1,hit,0.2,foot
hero_571,attack_1_1,fly,0.2,head
hero_571,attack_1_1,hit,0.2,foot
hero_572,attack_1_1,fly,0.2,head
hero_572,attack_1_1,hit,0.2,foot
hero_573,attack_1_1,fly,0.2,head
hero_573,attack_1_1,hit,0.2,foot
hero_574,attack_1_1,fly,0.2,head
hero_574,attack_1_1,hit,0.2,foot
hero_575,attack_1_1,move,0.2,head
hero_575,attack_1_1,hit,0.2,foot
hero_576,attack_1_1,move,0.2,head
hero_576,attack_1_1,hit,0.2,foot
hero_577,attack_1_1,move,0.2,head
hero_577,attack_1_1,hit,0.2,foot
hero_578,attack_1_1,fly,0.2,head
hero_578,attack_1_1,hit,0.2,foot
hero_579,attack_1_1,fly,0.2,head
hero_579,attack_1_1,hit,0.2,foot
hero_580,attack_1_1,fly,0.2,head
hero_580,attack_1_1,hit,0.2,foot
hero_581,attack_1_1,fly,0.2,head
hero_581,attack_1_1,hit,0.2,foot
hero_582,attack_1_1,fly,0.2,head
hero_582,attack_1_1,hit,0.2,foot
hero_583,attack_1_1,fly,0.2,head
hero_583,attack_1_1,hit,0.2,foot
hero_584,attack_1_1,fly,0.2,head
hero_584,attack_1_1,hit,0.2,foot
hero_585,attack_1_1,fly,0.2,head
hero_585,attack_1_1,hit,0.2,foot
hero_586,attack_1_1,move,0.2,head
hero_586,attack_1_1,hit,0.2,foot
hero_587,attack_1_1,move,0.2,head
hero_587,attack_1_1,hit,0.2,foot
hero_588,attack_1_1,move,0.2,head
hero_588,attack_1_1,hit,0.2,foot
hero_589,attack_1_1,fly,0.2,head
hero_589,attack_1_1,hit,0.2,foot
hero_590,attack_1_1,fly,0.2,head
hero_590,attack_1_1,hit,0.2,foot
hero_591,attack_1_1,fly,0.2,head
hero_591,attack_1_1,hit,0.2,foot
hero_592,attack_1_1,fly,0.2,head
hero_592,attack_1_1,hit,0.2,foot
hero_593,attack_1_1,fly,0.2,head
hero_593,attack_1_1,hit,0.2,foot
hero_594,attack_1_1,fly,0.2,head
hero_594,attack_1_1,hit,0.2,foot
hero_595,attack_1_1,fly,0.2,head
hero_595,attack_1_1,hit,0.2,foot
hero_596,attack_1_1,fly,0.2,head
hero_596,attack_1_1,hit,0.2,foot
hero_597,attack_1_1,move,0.2,head
hero_597,attack_1_1,hit,0.2,foot
hero_598,attack_1_1,move,0.2,head
hero_598,attack_1_1,hit,0.2,foot
hero_599,attack_1_1,move,0.2,head
hero_599,attack_1_1,hit,0.2,foot
hero_600,attack_1_1,fly,0.2,head
hero_600,attack_1_1,hit,0.2,foot
hero_601,attack_1_1,fly,0.2,head
hero_601,attack_1_1,hit,0.2,foot
hero_602,attack_1_1,fly,0.2,head
hero_602,attack_1_1,hit,0.2,foot
hero_603,attack_1_1,fly,0.2,head
hero_603,attack_1_1,hit,0.2,foot
hero_604,attack_1_1,fly,0.2,head
hero_604,attack_1_1,hit,0.2,foot
hero_605,attack_1_1,fly,0.2,head
hero_605,attack_1_1,hit,0.2,foot
hero_606,attack_1_1,fly,0.2,head
hero_606,attack_1_1,hit,0.2,foot
hero_607,attack_1_1,fly,0.2,head
hero_607,attack_1_1,hit,0.2,foot
hero_608,attack_1_1,move,0.2,head
hero_608,attack_1_1,hit,0.2,foot
hero_609,attack_1_1,move,0.2,head
hero_609,attack_1_1,hit,0.2,foot
hero_610,attack_1_1,move,0.2,head
hero_610,attack_1_1,hit,0.2,foot
hero_611,attack_1_1,fly,0.2,head
hero_611,attack_1_1,hit,0.2,foot
hero_612,attack_1_1,fly,0.2,head
hero_612,attack_1_1,hit,0.2,foot
hero_613,attack_1_1,fly,0.2,head
hero_613,attack_1_1,hit,0.2,foot
hero_614,attack_1_1,fly,0.2,head
hero_614,attack_1_1,hit,0.2,foot
hero_615,attack_1_1,fly,0.2,head
hero_615,attack_1_1,hit,0.2,foot
hero_616,attack_1_1,fly,0.2,head
hero_616,attack_1_1,hit,0.2,foot
hero_617,attack_1_1,fly,0.2,head
hero_617,attack_1_1,hit,0.2,foot
hero_618,attack_1_1,fly,0.2,head
hero_618,attack_1_1,hit,0.2,foot
hero_619,attack_1_1,fly,0.2,head
hero_619,attack_1_1,hit,0.2,foot
hero_620,attack_1_1,fly,0.2,head
hero_620,attack_1_1,hit,0.2,foot
hero_621,attack_1_1,fly,0.2,head
hero_621,attack_1_1,hit,0.2,foot
hero_622,attack_1_1,fly,0.2,head
hero_622,attack_1_1,hit,0.2,foot
hero_623,attack_1_1,fly,0.2,head
hero_623,attack_1_1,hit,0.2,foot
hero_624,attack_1_1,fly,0.2,head
hero_624,attack_1_1,hit,0.2,foot
hero_625,attack_1_1,fly,0.2,head
hero_625,attack_1_1,hit,0.2,foot
hero_626,attack_1_1,fly,0.2,head
hero_626,attack_1_1,hit,0.2,foot
hero_627,attack_1_1,fly,0.2,head
hero_627,attack_1_1,hit,0.2,foot
hero_628,attack_1_1,fly,0.2,head
hero_628,attack_1_1,hit,0.2,foot
hero_629,attack_1_1,fly,0.2,head
hero_629,attack_1_1,hit,0.2,foot
hero_630,attack_1_1,fly,0.2,head
hero_630,attack_1_1,hit,0.2,foot
hero_631,attack_1_1,fly,0.2,head
hero_631,attack_1_1,hit,0.2,foot
hero_632,attack_1_1,fly,0.2,head
hero_632,attack_1_1,hit,0.2,foot
hero_633,attack_1_1,fly,0.2,head
hero_633,attack_1_1,hit,0.2,foot
