name,pos_1_names,pos_1_level,pos_1_troop_amount,pos_2_names,pos_2_level,pos_2_troop_amount,pos_3_names,pos_3_level,pos_3_troop_amount,pos_4_names,pos_4_level,pos_4_troop_amount,pos_5_names,pos_5_level,pos_5_troop_amount,pos_6_names,pos_6_level,pos_6_troop_amount
demon_invasion_group_8,hero_571,6,1,,,,hero_572,26,1,,,,hero_573,26,1,,,
demon_invasion_group_8,hero_574,6,1,,,,hero_575,26,1,,,,hero_576,26,1,,,
demon_invasion_group_8,hero_577,6,1,,,,hero_578,26,1,,,,hero_579,26,1,,,
demon_invasion_group_9,hero_553,11,1,,,,hero_554,31,1,,,,hero_555,31,1,,,
demon_invasion_group_9,hero_556,11,1,,,,hero_557,31,1,,,,hero_558,31,1,,,
demon_invasion_group_9,hero_559,11,1,,,,hero_560,31,1,,,,hero_561,31,1,,,
demon_invasion_group_9,hero_562,11,1,,,,hero_563,31,1,,,,hero_564,31,1,,,
demon_invasion_group_9,hero_565,11,1,,,,hero_566,31,1,,,,hero_567,31,1,,,
demon_invasion_group_9,hero_568,11,1,,,,hero_569,31,1,,,,hero_570,31,1,,,
demon_invasion_group_9,hero_571,11,1,,,,hero_572,31,1,,,,hero_573,31,1,,,
demon_invasion_group_9,hero_574,11,1,,,,hero_575,31,1,,,,hero_576,31,1,,,
demon_invasion_group_9,hero_577,11,1,,,,hero_578,31,1,,,,hero_579,31,1,,,
demon_invasion_group_10,hero_580,16,1,,,,hero_581,36,1,,,,hero_582,36,1,,,
demon_invasion_group_10,hero_583,16,1,,,,hero_584,36,1,,,,hero_585,36,1,,,
demon_invasion_group_10,hero_586,16,1,,,,hero_587,36,1,,,,hero_588,36,1,,,
demon_invasion_group_10,hero_589,16,1,,,,hero_590,36,1,,,,hero_591,36,1,,,
demon_invasion_group_10,hero_592,16,1,,,,hero_593,36,1,,,,hero_594,36,1,,,
demon_invasion_group_10,hero_595,16,1,,,,hero_596,36,1,,,,hero_597,36,1,,,
demon_invasion_group_10,hero_598,16,1,,,,hero_599,36,1,,,,hero_600,36,1,,,
demon_invasion_group_10,hero_601,16,1,,,,hero_602,36,1,,,,hero_603,36,1,,,
demon_invasion_group_10,hero_604,16,1,,,,hero_605,36,1,,,,hero_606,36,1,,,
demon_invasion_group_11,hero_580,21,1,,,,hero_581,41,1,,,,hero_582,41,1,,,
demon_invasion_group_11,hero_583,21,1,,,,hero_584,41,1,,,,hero_585,41,1,,,
demon_invasion_group_11,hero_586,21,1,,,,hero_587,41,1,,,,hero_588,41,1,,,
demon_invasion_group_11,hero_589,21,1,,,,hero_590,41,1,,,,hero_591,41,1,,,
demon_invasion_group_11,hero_592,21,1,,,,hero_593,41,1,,,,hero_594,41,1,,,
demon_invasion_group_11,hero_595,21,1,,,,hero_596,41,1,,,,hero_597,41,1,,,
demon_invasion_group_11,hero_598,21,1,,,,hero_599,41,1,,,,hero_600,41,1,,,
demon_invasion_group_11,hero_601,21,1,,,,hero_602,41,1,,,,hero_603,41,1,,,
demon_invasion_group_11,hero_604,21,1,,,,hero_605,41,1,,,,hero_606,41,1,,,
demon_invasion_group_12,hero_580,26,1,,,,hero_581,46,1,,,,hero_582,46,1,,,
demon_invasion_group_12,hero_583,26,1,,,,hero_584,46,1,,,,hero_585,46,1,,,
demon_invasion_group_12,hero_586,26,1,,,,hero_587,46,1,,,,hero_588,46,1,,,
demon_invasion_group_12,hero_589,26,1,,,,hero_590,46,1,,,,hero_591,46,1,,,
demon_invasion_group_12,hero_592,26,1,,,,hero_593,46,1,,,,hero_594,46,1,,,
demon_invasion_group_12,hero_595,26,1,,,,hero_596,46,1,,,,hero_597,46,1,,,
demon_invasion_group_12,hero_598,26,1,,,,hero_599,46,1,,,,hero_600,46,1,,,
demon_invasion_group_12,hero_601,26,1,,,,hero_602,46,1,,,,hero_603,46,1,,,
demon_invasion_group_12,hero_604,26,1,,,,hero_605,46,1,,,,hero_606,46,1,,,
demon_invasion_group_12,hero_607,31,1,,,,hero_608,51,1,,,,hero_609,51,1,,,
demon_invasion_group_12,hero_610,31,1,,,,hero_611,51,1,,,,hero_612,51,1,,,
demon_invasion_group_12,hero_613,31,1,,,,hero_614,51,1,,,,hero_615,51,1,,,
demon_invasion_group_13,hero_580,26,1,,,,hero_581,46,1,,,,hero_582,46,1,,,
demon_invasion_group_13,hero_583,26,1,,,,hero_584,46,1,,,,hero_585,46,1,,,
demon_invasion_group_13,hero_586,26,1,,,,hero_587,46,1,,,,hero_588,46,1,,,
demon_invasion_group_13,hero_589,26,1,,,,hero_590,46,1,,,,hero_591,46,1,,,
demon_invasion_group_13,hero_592,26,1,,,,hero_593,46,1,,,,hero_594,46,1,,,
demon_invasion_group_13,hero_595,26,1,,,,hero_596,46,1,,,,hero_597,46,1,,,
demon_invasion_group_13,hero_598,26,1,,,,hero_599,46,1,,,,hero_600,46,1,,,
demon_invasion_group_13,hero_601,26,1,,,,hero_602,46,1,,,,hero_603,46,1,,,
demon_invasion_group_13,hero_604,26,1,,,,hero_605,46,1,,,,hero_606,46,1,,,
demon_invasion_group_13,hero_607,31,1,,,,hero_608,51,1,,,,hero_609,51,1,,,
demon_invasion_group_13,hero_610,31,1,,,,hero_611,51,1,,,,hero_612,51,1,,,
demon_invasion_group_13,hero_613,31,1,,,,hero_614,51,1,,,,hero_615,51,1,,,
