KEY,EN,CN
LC_no_alliance_unlock_desc,You can share your alliances' tiles to march.  \n Get resources output bonus of Alliance.   \n Take part in city wars to get huge rewards.  \n Annexing other players' territories as your underlings. , · 借助联盟成员的土地进行攻击. \n · 获得联盟专属的资源产量加成. \n · 攻占城市获得大量奖励. \n · 沦陷其他玩家使他们成为你的下属. 
LC_fallen_title,Annexed by {0},已被 {0} 沦陷
LC_fallen_desc,Cannot use Alliance members' tiles to march.  \n Cannot get Alliance bonus.  \n Quit the Alliance will not undo the annexation. ,不能借助联盟成员土地行军. \n不能享受联盟加成. \n退出联盟不能解除沦陷. 
LC_fallen_resolve,Pay a certain amount of resources to superior Alliance can terminate annexation.  You can also request unannexed Alliance members to attack your Townhall to terminate an annexation. ,"向上属联盟缴纳一定资源可以解除沦陷. 求助其他未被沦陷的联盟成员攻打你的指挥所, 可以解除沦陷. "
LC_fallen_sub_title,Levy Resources,上缴资源
LC_fallen_pay_desc,Levy resources to {0} to remove the annexation,向 {0} 联盟缴纳资源以解除沦陷
LC_fallen_pay_progress,Levy Progress,上缴进度
LC_fallen_pay_max,Levy amount,最大
LC_create_alliance_title,Create,创建联盟
LC_create_alliance_desc,Create your Alliance\n Lead your members to honor! ,开始创建属于你的联盟吧
LC_create_name,Alliance Name,联盟名称
LC_create_emblem,Emblem,联盟纹章
LC_create_alliance_intro,Alliance Introduction,联盟宣传语
LC_create_alliance_type,Type,入盟条件
LC_create_alliance_influence,Power Requirement,要求实力值
LC_create_alliance_cooldown,You must wait {0} until you can join the Alliance,你需要等待 {0} 才能重新加入联盟
LC_apply_alliance_title,Apply to join,申请加入
LC_apply_alliance_default,"Please accept my application,  we can give our all together","请接受我的申请,必将全力以赴"
LC_search_alliance_title,Search,搜索
LC_search_alliance_tip,"Join Alliance,  you can","加入联盟, 您可以"
LC_search_alliance_name_default,Type in the name of the Alliance you would like to join,输入你想加入的联盟名字
LC_search_alliance_desc,March on/beside alliance members' territories.  \n Conquer land and cities together. ,"借助盟友领地行军, 享受资源产量加成.\n一起征服土地与城市, 沦陷敌人, 获得资源奖励. "
LC_search_alliance_recommend,Here are some recommended Alliances for you,我们为你推荐了一些联盟
LC_alliance_subtitle_alliance,Alliance,联盟
LC_alliance_subtitle_city,City,城市
LC_alliance_subtitle_subordinate,Underling,下属
LC_alliance_resource_addition,{0} Buff,{0}加成
LC_alliance_influence,Contribution Points,贡献值
LC_alliance_member,Alliance Member,联盟成员 
LC_alliance_posistion,Alliance Position,联盟职位 
LC_alliance_member_info_title,Player Profile,玩家信息 
LC_alliance_promote_tip,Are you sure you wish to promote <color=#2FCBFFFF>{0}</color> to Alliance Leader? \n\n <color=red>This process will take 24 hours</color>. ,你确定要将<color=#2FCBFFFF>{0}</color> 提升为联盟盟主?\n\n <color=red>这个过程将持续24小时</color>.  
LC_alliance_promote,Promote,升职 
LC_alliance_kickout,Kick out,踢出
LC_alliance_demotion,Demote,降职 
LC_alliance_member_desc,Description,描述 
LC_alliance_member_activity,Contribution Points,贡献值 
LC_alliance_info,Alliance Details,联盟详情
LC_alliance_demise,Abdicate,禅让
LC_alliance_leave_tip,Are you sure you wish to quit the Alliance? \n <color=red> You will be unable to join a new Alliance for 24 hours </color>,你是否真的想要退出联盟?
LC_alliance_cooldown,The join Alliance cooldown period has not yet finished,加入联盟冷却时间还未结束
LC_alliance_exp,Alliance Experience,联盟实力值
LC_alliance_role,Position,职位
LC_alliance_join_free,Open,谁都可以加入
LC_alliance_join_close,Closed,不允许任何人
LC_alliance_join_limit,Invite Only,实力限制
LC_alliance_join_apply,Require Application,需要申请
LC_alliance_intput_mark_name,Input Alliance Mark Name,请输入联盟标记名称
LC_create_name_illegal,Illegal Alliance name,联盟名字不合法
LC_recruite_stronghold_title,Stronghold Healing,要塞治疗
LC_recruite_stronghold_tip,Stronghold Healing will consume extra resources,要塞治疗会额外花费你20%的资源和
LC_mail_battle_report_occupied,Occupy Tile,占领土地
LC_mail_battle_report_territory,Tile lost,失去该土地
LC_mail_battle_report_no_alliance,No Alliance,没有联盟
LC_mail_battle_report_me,Me,我
LC_mail_battle_report_attack,Attack,攻击
LC_mail_battle_report_defence,Defense,防守
LC_mail_battle_report_lost,Unit Losses,损伤
LC_mail_battle_report,Battle,战报 
LC_mail_battle_report_win,Get,获得 
LC_mail_battle_victory,Victory,胜利
LC_mail_battle_failure,Defeat,失败
LC_mail_battle_new,New,新
LC_building_unlock_title,Have not met the unlock requirements,未达解锁条件
LC_building_unlock_content,Requires Lv.  {1} {0},需要 {0} 级 {1} 
LC_building_time_cost,Building time,建造时间
LC_building_builded,built,已建造
LC_map_tile_troop,LC_map_tile_troop,该土地上的部队
LC_map_tile_choose_troop,Select a unit,选择一支部队
LC_map_tile_origin,Departure origin ,出发地
LC_map_tile_target,Destination,目的地
LC_map_tile_title,Tile Profile,土地信息
LC_map_tile_defender,Enemy Hero,敌方英雄
LC_map_tile_troop_amount,Unit Count,部队数量
LC_map_tile_endurance,Durability,耐久度
LC_map_tile_plain_intro,"The higher a tile level,  the more resources it can produce and the stronger the defending army will be. ","土地等级越高, 能产出的资源越多, 其守军也随之更强. "
LC_map_tile_pass_intro,"The only way to get from region to region.  \n I built this road,  I planted this tree,  if you wish to take this road,  you must pay a toll. ","连接{0}与{1}的交通要道. \n联盟占领边境后, 可招募边境连接国的玩家. "
LC_map_tile_bridge_intro,"Links the opposite banks of a river.  Easy to defend and hard to attack,  and the only way across a river. ","连接到河对岸. 易守难攻, 必争之地. "
LC_map_tile_mountain_intro,"Mountain Area,  cannot be occupied. ","山地, 不可占领. "
LC_map_tile_river_intro,"River Area,  cannot be occupied. ","河流, 不可占领. "
LC_map_tile_forest_intro,"Dense forest,  cannot be occupied. ","茂密的森林, 不可占领. "
LC_map_tile_balloon_intro,"Foreign gold hunters,  defeat them and you can get gold. ","外来的淘金者, 击败他们可获得金币. "
LC_map_tile_defender_recover,Defense Recovery,守军恢复
LC_mail_system,System,系统 
LC_troop_confirm_title,March Confirmation,行军确认
LC_troop_confirm_energy_cost,Strength consumption,体力消耗
LC_troop_confirm_time_cost,March Time,行军时间
LC_troop_confirm_time_arrival,Arrival Time,到达时间
LC_troop_confirm_result_lose,"The battle will be very dangerous,  it is recommended that you don't go","战斗将会十分危险, 建议别去"
LC_troop_confirm_result_win,The battle will be very easy,战斗将会十分轻松
LC_troop_format_title,Unit Configuration,部队配置
LC_troop_format_hero_list,Hero List,英雄列表
LC_troop_format_order_level,Level,等级
LC_troop_format_order_rarity,Rarity,稀有度
LC_troop_speed_slow,Slow,缓慢
LC_troop_speed_normal,Normal,普通
LC_troop_speed_fast,Fast,快速
LC_troop_near,Near,近
LC_troop_medium,Medium,中
LC_troop_far,Far,远
LC_troop_recruit,Healing,治疗中
LC_troop_fatigued,Fatigue,疲劳
LC_hero_new,New! ,新! 
LC_hero_info,Info,信息
LC_hero_title_hero,Hero,英雄
LC_hero_title_lottery,Treasure Chest,宝箱
LC_hero_recruiting,Hero being Healed,英雄正在治疗中
LC_server_under_maintain,"Sorry,  the server are under maintenance.  Please try again later. ","服务器正在维护, 请稍后重试. "
LC_resources_not_enough,Insufficient resources,资源不足
LC_recruit_speed,Healing Speed,治疗速度
LC_troop_amount,Unit formation count,部队上阵人数
LC_lands_occupy_maximum,You won't be able to occupy as it has already reached it's maximum level.  Do you still want to attack?,"土地已达上限, 您将不会占领该土地, 是否继续攻击?"
LC_lands_level_high_tips,"If the level of a tile is too high,  then you very well may fail.  Please bear this in mind.  ","土地等级过高, 很有可能失败. 请三思而后行. "
LC_battle_difficulty_easy,This battle will be very easy,此次战斗将会十分轻松
LC_battle_difficulty_normal,This battle will be quite dangerous,此次战斗会比较凶险
LC_battle_difficulty_hard,"You very well may fail,  because the HP is too low.  Are you sure to attack?","生命值过低, 很有可能失败. 请三思而后行. "
LC_HUD_troop_idle,Idle,无所事事
LC_HUD_troop_not_configured,No hero,未配置
LC_HUD_troop_not_full,Put a new hero,可上阵新英雄
LC_chat_world,World,世界
LC_chat_alliance,Alliance,联盟
LC_chat_alliance_apply,You have unresolved Alliance requests,你有未处理的公会请求
LC_chat_message,Personal,个人
LC_chat_new_message,New Message,新消息
LC_chat_to,To,至
LC_minimap_title,World Map,世界地图
LC_map_tile_pass,Pass,边境
LC_map_tile_bridge,Bridge,桥梁
LC_filed_reward_title,First battle tile,首战领地
LC_filed_reward_congratulations,Congrats! ,首战之功 {0}级
LC_filed_reward_achieved,Complete,完成 
LC_upgrade_build,Upgrade {0} to Lv.  {1},升级{0}到 {1}级
LC_warning_finish_other_build,You are currently building another building,你正在建造其他建筑. 
LC_unlock_build_new,New,新解锁
LC_capacity,Capacity,容量 
LC_construct_speed,Building speed,建造速度
LC_experience_speed,Experience Gained,经验获得
LC_card_quality_imp,Increase in the probability of getting a high level Hero ,获得高英雄质量几率提升 
LC_troop_not_available,You have no units available to dispatch,你现在没有空闲部队可以调遣.  
LC_building_queue_full,<color=red>Building queue full</color>,<color=red>建筑队列已满</color>
LC_warning_tile_can_not_reach,You cannot attack tiles which are not adjacent to your own,不能够攻击和自己领地未相邻的地块. 
LC_unlock_after_upgrade,Unlock the following building(s),解锁以下建筑
LC_troop_full_tip,Full,生命值已回满
LC_upgrade_resources_need,Resources required for upgrade,升级所需要的资源
LC_upgrade_army_camp_tip,You must upgrade your Barracks to configure more heroes. ,你需要升级部队集合点以配置更多英雄
LC_not_in_alliance,No Alliance,无联盟 
LC_battle_difficulty_no_troop,"HP is too low,  get heal first! ","生命值过低, 请先治疗部队!  "
LC_resources_upper_limit,"No more reward today,  are you sure you wish to set out?","今日战利品已达到上限, 确定要出征? "
LC_group_lottery_building_desc,{0} currently at Lv.  {1},当前{0}的等级{1} 
LC_net_is_waiting,Scouting…,侦查中…
LC_unlock_hero_after_upgrade,Upgrade to unlock the following new heroes,升级以解锁以下新英雄
LC_field_low_level_no_lottery,Occupying low level tiles may not yield Chests,占领低等级土地可能不会获得宝箱
LC_battle_resource_upper_limit,"No more resource today,  reset in {0}. ","此次出征将不再获得战利品, {0}后刷新. "
LC_free_lottery_upper_limit,Setting out now will not provide anymore Chests,此次出征不再获得宝箱
LC_land_upper_limit,You cannot occupy any more tile,无法占领更多地块
LC_level,Lv.  {0},{0} 级
LC_free_man,Free man,自由人
LC_be_falling,Annexed,被沦陷
LC_alliance_apply_send,"Application successful,  waiting for approval. ","申请成功, 等待确认. "
LC_alliance_subordinate_status,Underling Status,下属动态
LC_recruit_queue,Healing Queue,治疗队列
LC_hero_troop_type,Type,兵种
LC_hero_role_paper,Paper,布
LC_hero_role_rock,Rock,石头
LC_hero_role_scissors,Scissors,剪刀
LC_last_amount,{0} remaining.  ,剩余{0}. 
LC_button_received,Collected,已领取
LC_alliance_leave_tip_new,Do you really want to quit the alliance? \n <color=red> You will not be able to join a new alliance within 30 minutes</color>,你是否真的想要退出联盟?\n<color=red>你将在30分钟内无法加入新的联盟</color>
LC_fallen,Annex,沦陷
LC_front,front,前排
LC_back,back,后排
LC_land_under_fresh_protection,"Can not be attacked,  as it's under protection. ","玩家正处于保护状态, 不能攻击. "
LC_fte_battle_troop_1,Dragon Yisela,巨龙 伊瑟拉
LC_fte_battle_troop_2,Demon Army,{0}大军
LC_under_fresh_protection,Novice protection,新手保护
LC_under_avoid_portect,War protection,免战保护
LC_battle_statistics,Battle Info,战斗统计
LC_total_damage,Damage,总伤害
LC_skills_release,Cast Skill,技能释放
LC_lose_health,suffer,损失
LC_treasure_map_debris,Treasure Maps,藏宝图碎片
LC_hero_upgrade_done,Hero Levelup,英雄升级
LC_tile_limit_reward,Limit + 1,上限+1
LC_chapter,Chapter,主线
LC_need_update_title,Update,更新游戏
LC_need_update,Game Updates!  Please download the latest client for the game! ,游戏更新啦! 请下载最新版客户端进行游戏! 
LC_kicked_out_alliance,You have been removed from the alliance. ,您已被移除出联盟. 
LC_hero_hp,HP,生命值
LC_tips_get_resource,Lack of resources.  Occupying tiles or complete tasks to collect more. ,"资源不够啦, 快去占领地块, 或做任务来收集资源吧! "
LC_formation_empty,Empty,空
LC_free_lottery_get,Yield Chests ,今日占地宝箱已领取
LC_free_lottery_refresh,"No more reward Chest,  reset in {0}. ","今日占地宝箱已达上限, {0}后刷新"
LC_gain_no_chest,No chest,未获得宝箱
LC_click_to_open,Tap to Open,点击开启
LC_lands_occupy_maximum_tips,"You can get higher tile limite by occupying higher level tiles,  upgrading your townhall or completing chapter missions. ","您可以通过升级指挥所, 挑战更高级地块, 或完成主线任务来提升土地上限. "
LC_troop_format_order_power,Power,战斗力
LC_notification_title,System Notification,系统通知
LC_chapter_continue,To be continued,敬请期待
LC_setting_mute,Music,音效
LC_setting_customer_service,Customer Service,客服
LC_setting_restart,Restart,重启游戏
LC_player_name,Enter New Name,请输入新名称
LC_content_less_than,no more than {0} characters,不能超过{0}个字
LC_content_could_not_empty,Can't be empty,玩家名不能够为空
LC_content_only_num_char,Can only use characters and numbers,"只可包含文字, 数字"
LC_warning_change_name,You can only change your name ONCE!  Confirm,"玩家名只能修改一次, 是否确定改为"
LC_tip_building_heal,Recall the heroes to heal them. ,可派英雄回城治疗
LC_button_tile_recall,Recall,召回部队
LC_battle_rewards_output,Production Bonus,资源产量加成
LC_battle_difficulty_hard_detail,"You can send the units back to the <color=ffb668>Townhall,  Strongholds,  or City center</color> to get healed. ","您可以派部队回到<color=#ffb668>指挥所, 要塞或者可治疗的城市中心</color>进行恢复. "
LC_get_back_to_heal,Back to Get Healed,回城治疗
LC_outset_still,Outset Still,依然出发
LC_battle_difficulty_hard_with_color,"You very well may fail,  because the <color=#F95054FF>HP</color> is too low.  Are you sure to attack?","<color=#F95054FF>生命值过低</color>, 很有可能失败. 确认出发吗?"
LC_hero_need_levelup,"You very well may fail,  because the <color=#F95054FF>heroes' power is too low</color>.  Are you sure to attack?","英雄<color=#F95054FF>战斗力不足</color>, 很难战胜守军, 确认出发吗?"
LC_hero_need_fragment,"Collect cards to upgrade the heroes,  and get the power up. ","集齐英雄卡牌进行升级, 获得属性提升. "
LC_heroe_levelup,Levelup,英雄升级
LC_alliance_dissolve_done,Your alliance has been successfully disbanded. ,您的联盟已经成功解散. 
LC_timeout_and_reload,"Synchronize timeout,  please restart the game. ","同步超时, 请您重启游戏. "
LC_disconnected_and_reload,"Network disconnected,  please restart the game. ","网络断开, 请您重启游戏. "
LC_building_giveuping,abandoning,建筑放弃中
LC_tribute,Tribute,贡品
LC_troop_forbidden_retreat_exceed_time,It can not be withdrawn that the unit has marched for more than five minutes. ,行军超过5分钟则不能被撤回. 
LC_troop_forbidden_retreat_pullback_defeated,"The unit which is retreating or just defeated,  can not be recalled. ","被打败或已开始撤退的部队, 不能撤回"
LC_or,or,或
LC_battle_replay_fast,Fast,加快
LC_battle_replay_slow,Slow,放慢
LC_button_back,Back,返回
LC_chat_input_default,Enter text…,输入. . 
LC_map_tiles,Tile List,领土列表
LC_battle_result_defeat_player_unit_0,Defeat the player's units ({0} units remaining),战胜玩家部队(剩余{0}支)
LC_battle_result_defeat_player_unit,Defeat the player's units,战胜玩家部队
LC_battle_result_attack_fail,Attack failure,进攻失败
LC_battle_result_defence_win,Defensive victory,防守胜利
LC_battle_result_defence_fail,Defensive failure,防守失败
LC_battle_result_defender_fail,Tile defense failed ({0} units remaining),地块守军防守失败(剩余{0}支)
LC_battle_result_city_defender_fail,Duraility Guards defense failed,耐久守军防守失败
LC_battle_result_defeat_defender_0,Defeat the Tile Guards ({0} units remaining),战胜地块守军(剩余{0}支)
LC_battle_result_defeat_defender,Defeat the Tile Guards,战胜地块守军
LC_battle_result_defeat_city_defender,Defeat the Durability Guards,战胜耐久守军
LC_battle_result_about_to_defender,About to battle Durability Guards,即将与地块守军交战
LC_battle_result_about_to_city_defender,About to battle Tile Guards,即将与耐久守军交战
LC_battle_result_your_unit_get_back,Your units will return to their point of origin,您的部队退回出发地
LC_battle_result_raid_win,"Sweep success,  your unit will return to their point of origin","扫荡成功, 你的部队将回到出发地. "
LC_battle_result_go_to_townhall_or_stronghold,Defeated troops will return to the nearest Stronghold or Townhall,战败部队退回最近的要塞或指挥所
LC_battle_result_last_durability,Tile Duraility -{0},地块耐久-{0}
LC_battle_result_tile_has_been_occupied,Tile is already occupied,地块被占领
LC_battle_result_tile_has_not_been_occupied,Unoccupied,未占领. 
LC_battle_result_occupy_tile,Occupy this tile,占领该地块
LC_battle_result_tile_can_not_be_occupied,Tile account has reached capacity.  You cannot occupy. ,"但地块上限已满, 不能占领. "
LC_battle_result_you_are_fallen,You have already been annexed,您已被沦陷
LC_battle_result_player_is_fallen,Annex the player,沦陷该玩家
LC_battle_result_your_building_is_destroyed,Your building has been demolished,您的建筑被摧毁
LC_battle_result_destroy_player_building,Destroy the player's building,摧毁该玩家建筑
LC_battle_result_city_is_occupied,City occupied,城市被占领
LC_battle_result_alliance_occupy_tile,Your alliance occupies this tile,您的联盟占领该地块
LC_battle_result_defender,Tile Guard {0},地块守军{0}
LC_battle_result_city_defender,Durability Guard,耐久守军
LC_login_udid_wrong,"Login error,  please check the network and contact customer service. ","登陆网关出错, 请检查网络并联系客服. "
LC_title_create_alliance,Create,创建联盟
LC_title_treasure_chest,Chest,宝箱
LC_map_button_jump,Go,前往
LC_days_ago,{0} day(s) ago,{0} 天前
LC_battle_difficulty_alliance,It is recommended to attack with your alliance members as there are too many enemies. ,"敌军众多, 建议与盟友一同攻打. "
LC_hero_power,Power,战斗力
LC_force_state_1,Survivor,幸存者
LC_force_state_2,Wanderer,流浪者
LC_force_state_3,Pioneer,拓荒者
LC_force_state_4,Beginner,初学者
LC_force_state_5,Adventurer,冒险者
LC_force_state_6,Explorer,探险者
LC_force_state_7,Challenger,挑战者
LC_force_state_8,Forerunner,先行者
LC_force_state_9,Pioneer,开拓者
LC_force_state_10,Judge,审判者
LC_force_state_11,Conqueror,征服者
LC_force_state_12,Ruler,统治者
LC_force_grow,Power Advanced,实力进阶
LC_force_reward_received,You have collected this reward already. ,您已经领取过该进阶奖励
LC_force_reward_receive,Please collect the Advanced Reward. ,请领取进阶奖励
LC_force_grow_earn_reward,Get {0} Power Points to get Advanced Reward. ,"再提升{0}点实力值即可解锁{1}级指挥所, 并获得进阶奖励"
LC_force_current_level,Current level,当前等级
LC_house_keeper_detail_tilecount,"There are four ways to increase the Tile Limit:  to upgrade the Townhall,  to occupy higher level tile than you have,  to finish the Chapter Mission or just wait as Tile Limit will increase with time pass by. ","您可以通过升级指挥所, 挑战更高级地块, 或完成主线任务来提升土地上限. 此外, 土地上限随时间缓慢提升. "
LC_house_keeper_detail_buildarray,Status of buildings.  Unlock the second building queue to build or upgrade buildings at same time. ,"建筑的建造/升级状态, 解锁第二建筑队列后可同时建造/升级两个建筑. "
LC_house_keeper_detail_gettribute,"Collect the Tributes every three hours.  The higher your Power Point is,  the better Tributes you will get.  Occupy the siege cities or build Living Quarters can collect more Golds. ","每三小时可领取一次贡品奖励. 个人实力值越高, 贡品奖励资源越多, 占领外城或建造民房可以在贡品奖励中获取更多金币. "
LC_house_keeper_detail_treasure,Occupy and explore tiles will accumulate 6 Treasure Maps to exchange for rewards. ,"占领地块有几率获得藏宝图碎片, 累计6个碎片可兑换奖励. "
LC_house_keeper_detail_herolevelup,Heroes below could be Leveled up. ,下列英雄可升级. 
LC_house_keeper_detail_force,"With higher Power Point,  you'll get top position in the ranking.  You can increase your Power Point through occupying high level tiles. ","个人实力值越高, 排行榜排名越靠前, 可通过占领高级地块提升实力值. "
LC_house_keeper_detail_dailyreward,Occupy tiles to get resources and the chance to collect chest. ,"攻占土地可以获得资源奖励, 并有一定几率获得宝箱. "
LC_house_keeper_daily,To Do,每日建议
LC_house_keeper_state,Status,当前状态
LC_house_keeper_build,Build,建筑列表
LC_house_keeper_tilelimit,Tile Limite,土地上限
LC_house_keeper_buildarray,Building Queue,建筑队列
LC_house_keeper_treasure,Treasure Map,藏宝图
LC_house_keeper_tributecanget,Tribute can be collected,贡品可领取
LC_house_keeper_treasurecanget,Treasure can be collected,宝藏可领取
LC_house_keeper_canherolevelup,Heroes can be leveled up,英雄可升级
LC_house_keeper_dailyreward,Daily reward of occupying tiles,今日通过占地还可以获得
LC_produce,output,产量
LC_house_keeper_state_alliance,Alliance,所在联盟
LC_house_keeper_state_myforce,My Power,我的实力
LC_house_keeper_state_tilecount,Amount of tiles,地块数量
LC_house_keeper_state_tilelimit,Highest level tile,最高地块等级
LC_house_keeper_state_basicinfo,Basic Information,基本信息
LC_house_keeper_state_stronghold,Strongholds,要塞数量
LC_house_keeper_state_atime,Time(s),次
LC_house_keeper_detail_head,My Profile,我的信息
LC_house_keeper_detail_power,My Power,当前基本信息
LC_house_keeper_detail_resources,Resources Output.  Tap section below to view the details. ,"当前资源总产量, 点击下方区域可查看产量详细组成. "
LC_house_keeper_detail_tribute,Tributes Bonus:  occupy siege cities or build Living Quarters can increase the Golds which are collected in the tributies. ,建造民房、提升实力值等级和占领外城可以提升贡品中可领取的金币数量.
LC_house_keeper_detail_Basicinfo,"Amount of Heroes,  Units and Strongholds","英雄, 部队和要塞的数量. "
LC_house_keeper_res_manor,Tiles,领地产量
LC_house_keeper_res_build,Buildings,建筑产量
LC_house_keeper_res_Alliance,Alliance,联盟等级
LC_house_keeper_res_city,Occupied Cities,联盟城市
LC_house_keeper_res_num,Total,总产量
LC_extra_reward,Tile Reward,占地奖励
LC_resouce_cost,Resource Expenditure,资源消耗
LC_march_remian_time,Remaining time of marching,行军剩余时间
LC_recruit_remian_time,Remaining time of healing,治疗剩余时间
LC_force_grow_up,Power Advanced,个人实力成长
LC_force_tips_info,"With higher Power Point,  you'll get top position in the ranking.  Increase your Power Point through occupying high level tiles. ","个人实力值越高, 排行榜排名越靠前, 可通过占领高级地块提升实力值. "
LC_house_keeper_canget_time,Next collection will in {0},{0}后可领取
LC_house_keeper_laterrefresh,Refresh in {0},{0}后刷新
LC_house_keeper_state_tribute,Tribute Bonus,贡品加成
LC_house_keeper_detail_dailytask,Daily tasks and remaining tasks,每日任务的总量和已完成数量. 
LC_house_keeper_dailytask,Daily,每日任务
LC_resource_cost,Resource Expenditure,消耗资源
LC_battle_confirm_power_up,Power up,增强战斗力
LC_title_unlock,Unlock,解锁
LC_rank_occupation_title,Join a powerfull Alliance and Save the world! ,"联盟攻城, 名扬大陆! "
LC_rank_occupation_tip1,Occupy a common city,占领普通城市
LC_rank_occupation_tip2,Occupy the central city of the county,占领各郡的中心城市
LC_rank_occupation_tip3,Occupy a Mountain Pass,占领边境
LC_rank_occupation_tip4,Occupy the central city of the state,占领各国的中心城市
LC_rank_occupation_reward_tip,Alliance will get points according to the level of cities' or pass' after occupied.  To occupy more and to conquer this land! ,"成功占领后, 按照所占城市或边境的等级增加积分. 占领更多的城市, 征服大陆吧! "
LC_limited_time_reward,Limited time,限时奖励
LC_alliance_mark_empty,Please input the right coordinate. ,请输入正确的座标
LC_campaign_hint,,"集结盟友, 击退魔王之影! "
LC_campaign_countdown,,活动倒计时
LC_campaign_award,,参与活动可以获得以下奖励
LC_campaign_detailed,,点击查看奖励详细内容
LC_button_show_more,,显示更多
LC_campaign,,活动
LC_campaign_detail,,活动详情
LC_campaign_points_rank,,积分榜
LC_campaign_points_rewards,,积分榜奖励
LC_campaign_rank_refresh_tips,,积分榜
LC_campaign_prizes_issued,,奖励将由邮件发送
LC_campaign_rank_label,,第{0}名
LC_campaign_points,,积分
LC_campaign_player,,玩家名称
LC_campaign_rank,,排名
LC_campaign_reward_detail_tips,,"排行榜奖励将会在活动结束时结算, 并发送到邮箱当中. "
LC_campaign_own_points,,我的积分
LC_devilfighting_hint,,"集结盟友, 击退魔王之影! "
LC_devilfighting_gain_points,,通过以下方式获得积分
LC_campaign_duration,,活动时间
LC_devilfighting_wipe_out_demon,,消灭1个等级为{0}的{1}
LC_hero_fragment,,英雄卡牌
LC_campaign_melee,Melee,恶魔大乱斗
LC_campaign_occupy,Occupy,地块争夺战
LC_campaign_capture,Capture,王国的荣耀
LC_campaign_domination,,魔王挑战
LC_melee_defender_power,,守军战力
LC_melee_battle_result_monster_win,,"战胜{0}级{1}, 你的部队将回到出发地. "
LC_campaign_end_tips,,活动已经结束\n奖励已经邮件发送
LC_hero_cards_num,,卡牌数量
LC_defender_power,,守军战力
LC_alliance_detail,,联盟详情
LC_alliance_members_list,,成员列表
LC_occupy_points_title_tile,,占领玩家土地
LC_occupy_points_title_bridge,,占领玩家桥
LC_occupy_points_title_cityoutside,,占领玩家外城
LC_occupy_points_header_tile,,土地等级
LC_occupy_points_header_bridge,,桥梁等级
LC_occupy_points_header_cityoutside,,外城等级
LC_occupy_points_detail,,积分明细
LC_occupy_points_detail_level,,级
LC_occupy_points_detail_change,,积分变动
LC_occupy_points_detail_total,,总分
LC_occupy_points_detail_occupy,,掠夺<color=#b76a2d>{0}级</color>{1}
LC_occupy_points_detail_beoccupied,,被掠夺<color=#b76a2d>{0}级</color>{1}
LC_occupy_points_header_gainpoints,,占领积分
LC_occupy_map_tile,,占领此地块可获得积分{0}
LC_firstdown_gained,,已获得
LC_firstdown_not_avaliable,,未获得
LC_capture_points_detail,,积分明细
LC_capture_points_detail_change,,积分变动
LC_capture_points_detail_total,,总分
