id,category,type,name,level,amount,tier,force,produce,times,gem,gold,food,lumber,marble,steel,crystal,hero_fragments,locale_title,locale_desc
68,normal,resource_level,,5,,,,,3,,686,0,0,0,0,,,task_68_title,task_68_desc
69,special,resource_produce,lumber,,,,,12338,,,686,0,0,0,0,,,task_69_title,task_69_desc
70,normal,building_level,storage,5,,,,,,,0,0,40500,0,44200,,,task_70_title,task_70_desc
71,normal,hero_amount,,,14,,,,,,0,0,0,97200,44200,,,task_71_title,task_71_desc
72,normal,attack_npccity,,,,,,,25,,686,0,0,0,0,,,task_72_title,task_72_desc
73,normal,gold_totalamount,,,24000,,,,,,0,97200,40500,0,0,,,task_73_title,task_73_desc
74,normal,stronghold_amount,,,6,,,,,,686,0,0,0,0,,,task_74_title,task_74_desc
75,normal,attack_pass,,,,,,,13,,686,97200,0,97200,0,,,task_75_title,task_75_desc
76,special,hero_amount,,,15,,,,,,0,0,0,97200,44200,,,task_76_title,task_76_desc
77,normal,get_tribute_times,,,,,,,3,,0,0,40500,0,44200,,,task_77_title,task_77_desc
78,normal,battle_win,,,,,,,10,,686,0,40500,97200,0,,,task_78_title,task_78_desc
79,normal,force,,,,,80,,,,0,97200,0,0,0,,,task_79_title,task_79_desc
80,normal,resource_produce,steel,,,,,19740,,,686,0,0,0,0,,,task_80_title,task_80_desc
81,normal,gold_totalamount,,,48000,,,,,,0,97200,40500,0,0,,,task_81_title,task_81_desc
82,normal,attack_npccity,,,,,,,30,,686,0,0,0,0,,,task_82_title,task_82_desc
83,normal,attack_pass,,,,,,,15,,686,97200,0,97200,0,,,task_83_title,task_83_desc
84,special,pvp_times,,,,,,,5,,0,0,40500,97200,44200,,,task_84_title,task_84_desc
85,normal,building_level,townhall,6,,,,,,,0,0,40500,0,44200,,,task_85_title,task_85_desc
86,special,specify_building_level,armycamp_D,1,,,,,,,0,0,99500,170600,108600,,,task_86_title,task_86_desc
87,normal,specify_building_level,armycamp_D,6,,,,,,,0,0,99500,170600,108600,,,task_87_title,task_87_desc
88,normal,building_amount,,,9,,,,,,0,170600,0,170600,0,,,task_88_title,task_88_desc
89,normal,resource_level,,5,,,,,5,,2286,0,0,0,0,,,task_89_title,task_89_desc
90,normal,recruit_amount,,,60000,,,,,,2286,0,0,0,0,,,task_90_title,task_90_desc
91,normal,troop_add_hero,armycamp_D,,,,,,4,,0,170600,0,0,0,,,task_91_title,task_91_desc
92,normal,building_level,tavern,6,,,,,,,0,0,99500,0,108600,,,task_92_title,task_92_desc
93,special,battle_win,,,,,,,5,,2286,0,99500,170600,0,,,task_93_title,task_93_desc
94,normal,get_tribute_times,,,,,,,1,,0,0,99500,0,108600,,,task_94_title,task_94_desc
95,normal,building_level,templeofthewoods,5,,,,,,,0,0,99500,0,108600,,,task_95_title,task_95_desc
96,normal,recruit,,,,,,,16,,0,0,99500,170600,108600,,,task_96_title,task_96_desc
97,normal,resource_amount,,,105,,,,,,0,170600,99500,0,0,,,task_97_title,task_97_desc
98,normal,building_level,hallofstone,4,,,,,,,0,0,99500,0,108600,,,task_98_title,task_98_desc
99,normal,hero_level,,26,,,,,,,0,170600,0,0,108600,,,task_99_title,task_99_desc
100,special,resource_level,,6,,,,,1,,2286,0,0,0,0,,,task_100_title,task_100_desc
101,normal,hero_amount,,,16,,,,,,0,0,0,170600,108600,,,task_101_title,task_101_desc
102,normal,stronghold_amount,,,7,,,,,,2286,0,0,0,0,,,task_102_title,task_102_desc
103,normal,recruit_amount,,,120000,,,,,,2286,0,0,0,0,,,task_103_title,task_103_desc
104,normal,resource_level,,6,,,,,3,,2286,0,0,0,0,,,task_104_title,task_104_desc
105,special,resource_produce,marble,,,,,19650,,,2286,0,0,0,0,,,task_105_title,task_105_desc
106,normal,building_level,storage,6,,,,,,,0,0,99500,0,108600,,,task_106_title,task_106_desc
107,normal,hero_amount,,,17,,,,,,0,0,0,170600,108600,,,task_107_title,task_107_desc
108,normal,attack_npccity,,,,,,,38,,2286,0,0,0,0,,,task_108_title,task_108_desc
109,normal,gold_totalamount,,,80000,,,,,,0,170600,99500,0,0,,,task_109_title,task_109_desc
110,normal,stronghold_amount,,,8,,,,,,2286,0,0,0,0,,,task_110_title,task_110_desc
111,normal,attack_pass,,,,,,,19,,2286,170600,0,170600,0,,,task_111_title,task_111_desc
112,special,hero_amount,,,18,,,,,,0,0,0,170600,108600,,,task_112_title,task_112_desc
113,normal,pvp_times,,,,,,,3,,0,0,99500,170600,108600,,,task_113_title,task_113_desc
114,normal,get_tribute_times,,,,,,,3,,0,0,99500,0,108600,,,task_114_title,task_114_desc
115,normal,battle_win,,,,,,,10,,2286,0,99500,170600,0,,,task_115_title,task_115_desc
116,normal,force,,,,,160,,,,0,170600,0,0,0,,,task_116_title,task_116_desc
117,normal,resource_produce,food,,,,,31440,,,2286,0,0,0,0,,,task_117_title,task_117_desc
118,normal,gold_totalamount,,,160000,,,,,,0,170600,99500,0,0,,,task_118_title,task_118_desc
119,normal,attack_npccity,,,,,,,45,,2286,0,0,0,0,,,task_119_title,task_119_desc
120,normal,attack_pass,,,,,,,23,,2286,170600,0,170600,0,,,task_120_title,task_120_desc
121,special,pvp_times,,,,,,,5,,0,0,99500,170600,108600,,,task_121_title,task_121_desc
122,normal,building_level,townhall,7,,,,,,,0,0,99500,0,108600,,,task_122_title,task_122_desc
123,special,building_level,armycamp,7,,,,,,,0,0,192400,0,209900,,,task_123_title,task_123_desc
124,normal,resource_level,,6,,,,,5,,5715,0,0,0,0,,,task_124_title,task_124_desc
125,normal,building_level,tavern,7,,,,,,,0,0,192400,0,209900,,,task_125_title,task_125_desc
126,normal,battle_win,,,,,,,5,,5715,0,192400,461600,0,,,task_126_title,task_126_desc
127,normal,get_tribute_times,,,,,,,1,,0,0,192400,0,209900,,,task_127_title,task_127_desc
128,normal,building_level,templeofthewoods,6,,,,,,,0,0,192400,0,209900,,,task_128_title,task_128_desc
129,normal,recruit,,,,,,,20,,0,0,192400,461600,209900,,,task_129_title,task_129_desc
130,normal,resource_amount,,,131,,,,,,0,461600,192400,0,0,,,task_130_title,task_130_desc
131,normal,building_level,hallofstone,5,,,,,,,0,0,192400,0,209900,,,task_131_title,task_131_desc
132,normal,hero_level,,31,,,,,,,0,461600,0,0,209900,,,task_132_title,task_132_desc
133,special,resource_level,,7,,,,,1,,5715,0,0,0,0,,,task_133_title,task_133_desc
134,normal,recruit,,,,,,,21,,0,0,192400,461600,209900,,,task_134_title,task_134_desc
135,normal,hero_amount,,,20,,,,,,0,0,0,461600,209900,,,task_135_title,task_135_desc
136,normal,pvp_times,,,,,,,3,,0,0,192400,461600,209900,,,task_136_title,task_136_desc
137,normal,stronghold_amount,,,9,,,,,,5715,0,0,0,0,,,task_137_title,task_137_desc
138,normal,recruit_amount,,,130000,,,,,,5715,0,0,0,0,,,task_138_title,task_138_desc
139,normal,resource_level,,7,,,,,3,,5715,0,0,0,0,,,task_139_title,task_139_desc
140,special,resource_produce,steel,,,,,29663,,,5715,0,0,0,0,,,task_140_title,task_140_desc
141,normal,building_level,storage,7,,,,,,,0,0,192400,0,209900,,,task_141_title,task_141_desc
142,normal,hero_amount,,,21,,,,,,0,0,0,461600,209900,,,task_142_title,task_142_desc
143,normal,attack_npccity,,,,,,,55,,5715,0,0,0,0,,,task_143_title,task_143_desc
144,normal,gold_totalamount,,,200000,,,,,,0,461600,192400,0,0,,,task_144_title,task_144_desc
145,normal,stronghold_amount,,,10,,,,,,5715,0,0,0,0,,,task_145_title,task_145_desc
146,normal,attack_pass,,,,,,,28,,5715,461600,0,461600,0,,,task_146_title,task_146_desc
147,special,hero_amount,,,22,,,,,,0,0,0,461600,209900,,,task_147_title,task_147_desc
148,normal,get_tribute_times,,,,,,,4,,0,0,192400,0,209900,,,task_148_title,task_148_desc
149,normal,battle_win,,,,,,,10,,5715,0,192400,461600,0,,,task_149_title,task_149_desc
150,normal,force,,,,,320,,,,0,461600,0,0,0,,,task_150_title,task_150_desc
151,normal,resource_produce,lumber,,,,,47460,,,5715,0,0,0,0,,,task_151_title,task_151_desc
152,normal,gold_totalamount,,,400000,,,,,,0,461600,192400,0,0,,,task_152_title,task_152_desc
153,normal,attack_npccity,,,,,,,65,,5715,0,0,0,0,,,task_153_title,task_153_desc
154,normal,attack_pass,,,,,,,33,,5715,461600,0,461600,0,,,task_154_title,task_154_desc
155,special,pvp_times,,,,,,,5,,0,0,192400,461600,209900,,,task_155_title,task_155_desc
156,normal,building_level,townhall,8,,,,,,,0,0,192400,0,209900,,,task_156_title,task_156_desc
157,special,specify_building_level,armycamp_E,1,,,,,,,0,0,467800,801800,510300,,,task_157_title,task_157_desc
158,normal,specify_building_level,armycamp_E,8,,,,,,,0,0,467800,801800,510300,,,task_158_title,task_158_desc
159,normal,building_amount,,,11,,,,,,0,801800,0,801800,0,,,task_159_title,task_159_desc
160,normal,resource_level,,7,,,,,5,,14286,0,0,0,0,,,task_160_title,task_160_desc
161,normal,recruit_amount,,,260000,,,,,,14286,0,0,0,0,,,task_161_title,task_161_desc
162,normal,troop_add_hero,armycamp_E,,,,,,5,,0,801800,0,0,0,,,task_162_title,task_162_desc
163,normal,building_level,tavern,8,,,,,,,0,0,467800,0,510300,,,task_163_title,task_163_desc
164,special,battle_win,,,,,,,5,,14286,0,467800,801800,0,,,task_164_title,task_164_desc
165,normal,get_tribute_times,,,,,,,1,,0,0,467800,0,510300,,,task_165_title,task_165_desc
166,normal,building_level,templeofthewoods,7,,,,,,,0,0,467800,0,510300,,,task_166_title,task_166_desc
167,normal,recruit,,,,,,,25,,0,0,467800,801800,510300,,,task_167_title,task_167_desc
168,normal,resource_amount,,,157,,,,,,0,801800,467800,0,0,,,task_168_title,task_168_desc
169,normal,building_level,hallofstone,6,,,,,,,0,0,467800,0,510300,,,task_169_title,task_169_desc
170,normal,hero_level,,36,,,,,,,0,801800,0,0,510300,,,task_170_title,task_170_desc
171,special,resource_level,,8,,,,,1,,14286,0,0,0,0,,,task_171_title,task_171_desc
172,normal,hero_amount,,,25,,,,,,0,0,0,801800,510300,,,task_172_title,task_172_desc
173,normal,stronghold_amount,,,11,,,,,,14286,0,0,0,0,,,task_173_title,task_173_desc
174,normal,recruit_amount,,,520000,,,,,,14286,0,0,0,0,,,task_174_title,task_174_desc
175,normal,resource_level,,8,,,,,3,,14286,0,0,0,0,,,task_175_title,task_175_desc
176,special,resource_produce,food,,,,,39329,,,14286,0,0,0,0,,,task_176_title,task_176_desc
177,normal,building_level,storage,8,,,,,,,0,0,467800,0,510300,,,task_177_title,task_177_desc
178,normal,hero_amount,,,26,,,,,,0,0,0,801800,510300,,,task_178_title,task_178_desc
179,normal,attack_npccity,,,,,,,78,,14286,0,0,0,0,,,task_179_title,task_179_desc
180,normal,gold_totalamount,,,500000,,,,,,0,801800,467800,0,0,,,task_180_title,task_180_desc
181,normal,stronghold_amount,,,12,,,,,,14286,0,0,0,0,,,task_181_title,task_181_desc
182,normal,attack_pass,,,,,,,39,,14286,801800,0,801800,0,,,task_182_title,task_182_desc
183,special,hero_amount,,,27,,,,,,0,0,0,801800,510300,,,task_183_title,task_183_desc
184,normal,pvp_times,,,,,,,3,,0,0,467800,801800,510300,,,task_184_title,task_184_desc
185,normal,get_tribute_times,,,,,,,4,,0,0,467800,0,510300,,,task_185_title,task_185_desc
186,normal,battle_win,,,,,,,10,,14286,0,467800,801800,0,,,task_186_title,task_186_desc
187,normal,force,,,,,640,,,,0,801800,0,0,0,,,task_187_title,task_187_desc
188,normal,resource_produce,marble,,,,,62925,,,14286,0,0,0,0,,,task_188_title,task_188_desc
189,normal,gold_totalamount,,,1000000,,,,,,0,801800,467800,0,0,,,task_189_title,task_189_desc
190,normal,attack_npccity,,,,,,,90,,14286,0,0,0,0,,,task_190_title,task_190_desc
191,normal,attack_pass,,,,,,,45,,14286,801800,0,801800,0,,,task_191_title,task_191_desc
192,special,pvp_times,,,,,,,5,,0,0,467800,801800,510300,,,task_192_title,task_192_desc
193,normal,building_level,townhall,9,,,,,,,0,0,467800,0,510300,,,task_193_title,task_193_desc
194,special,building_level,armycamp,9,,,,,,,0,0,656200,0,715900,,,task_194_title,task_194_desc
195,normal,resource_level,,8,,,,,5,,34286,0,0,0,0,,,task_195_title,task_195_desc
196,normal,building_level,tavern,9,,,,,,,0,0,656200,0,715900,,,task_196_title,task_196_desc
197,normal,battle_win,,,,,,,5,,34286,0,656200,1574800,0,,,task_197_title,task_197_desc
198,normal,get_tribute_times,,,,,,,1,,0,0,656200,0,715900,,,task_198_title,task_198_desc
199,normal,building_level,templeofthewoods,8,,,,,,,0,0,656200,0,715900,,,task_199_title,task_199_desc
200,normal,recruit,,,,,,,30,,0,0,656200,1574800,715900,,,task_200_title,task_200_desc
201,normal,resource_amount,,,184,,,,,,0,1574800,656200,0,0,,,task_201_title,task_201_desc
202,normal,building_level,hallofstone,7,,,,,,,0,0,656200,0,715900,,,task_202_title,task_202_desc
203,normal,hero_level,,41,,,,,,,0,1574800,0,0,715900,,,task_203_title,task_203_desc
204,special,resource_level,,9,,,,,1,,34286,0,0,0,0,,,task_204_title,task_204_desc
205,normal,recruit,,,,,,,31,,0,0,656200,1574800,715900,,,task_205_title,task_205_desc
206,normal,hero_amount,,,30,,,,,,0,0,0,1574800,715900,,,task_206_title,task_206_desc
207,normal,pvp_times,,,,,,,3,,0,0,656200,1574800,715900,,,task_207_title,task_207_desc
208,normal,stronghold_amount,,,13,,,,,,34286,0,0,0,0,,,task_208_title,task_208_desc
209,normal,recruit_amount,,,475000,,,,,,34286,0,0,0,0,,,task_209_title,task_209_desc
210,normal,resource_level,,9,,,,,3,,34286,0,0,0,0,,,task_210_title,task_210_desc
211,special,resource_produce,lumber,,,,,50354,,,34286,0,0,0,0,,,task_211_title,task_211_desc
212,normal,building_level,storage,9,,,,,,,0,0,656200,0,715900,,,task_212_title,task_212_desc
213,normal,hero_amount,,,31,,,,,,0,0,0,1574800,715900,,,task_213_title,task_213_desc
214,normal,attack_npccity,,,,,,,105,,34286,0,0,0,0,,,task_214_title,task_214_desc
215,normal,gold_totalamount,,,1200000,,,,,,0,1574800,656200,0,0,,,task_215_title,task_215_desc
216,normal,stronghold_amount,,,14,,,,,,34286,0,0,0,0,,,task_216_title,task_216_desc
217,normal,attack_pass,,,,,,,53,,34286,1574800,0,1574800,0,,,task_217_title,task_217_desc
218,special,hero_amount,,,32,,,,,,0,0,0,1574800,715900,,,task_218_title,task_218_desc
219,normal,get_tribute_times,,,,,,,4,,0,0,656200,0,715900,,,task_219_title,task_219_desc
220,normal,battle_win,,,,,,,10,,34286,0,656200,1574800,0,,,task_220_title,task_220_desc
221,normal,force,,,,,1280,,,,0,1574800,0,0,0,,,task_221_title,task_221_desc
222,normal,resource_produce,steel,,,,,80565,,,34286,0,0,0,0,,,task_222_title,task_222_desc
223,normal,gold_totalamount,,,2400000,,,,,,0,1574800,656200,0,0,,,task_223_title,task_223_desc
224,normal,attack_npccity,,,,,,,120,,34286,0,0,0,0,,,task_224_title,task_224_desc
225,normal,attack_pass,,,,,,,60,,34286,1574800,0,1574800,0,,,task_225_title,task_225_desc
226,special,pvp_times,,,,,,,5,,0,0,656200,1574800,715900,,,task_226_title,task_226_desc
227,normal,building_level,townhall,10,,,,,,,0,0,656200,0,715900,,,task_227_title,task_227_desc
228,special,specify_building_level,armycamp_F,1,,,,,,,0,0,1354700,2935200,1467600,,,task_228_title,task_228_desc
229,normal,specify_building_level,armycamp_F,10,,,,,,,0,0,1354700,2935200,1467600,,,task_229_title,task_229_desc
230,normal,building_level,altarofchaos,1,,,,,,,0,0,1354700,0,1467600,,,task_230_title,task_230_desc
231,normal,resource_level,,9,,,,,5,,102858,0,0,0,0,,,task_231_title,task_231_desc
232,normal,recruit_amount,,,850000,,,,,,102858,0,0,0,0,,,task_232_title,task_232_desc
233,normal,troop_add_hero,armycamp_F,,,,,,6,,0,2935200,0,0,0,,,task_233_title,task_233_desc
234,normal,building_level,tavern,10,,,,,,,0,0,1354700,0,1467600,,,task_234_title,task_234_desc
235,special,battle_win,,,,,,,5,,102858,0,1354700,2935200,0,,,task_235_title,task_235_desc
236,normal,get_tribute_times,,,,,,,1,,0,0,1354700,0,1467600,,,task_236_title,task_236_desc
237,normal,building_level,templeofthewoods,9,,,,,,,0,0,1354700,0,1467600,,,task_237_title,task_237_desc
238,normal,recruit,,,,,,,36,,0,0,1354700,2935200,1467600,,,task_238_title,task_238_desc
239,normal,resource_amount,,,211,,,,,,0,2935200,1354700,0,0,,,task_239_title,task_239_desc
240,normal,building_level,hallofstone,8,,,,,,,0,0,1354700,0,1467600,,,task_240_title,task_240_desc
241,normal,hero_level,,46,,,,,,,0,2935200,0,0,1467600,,,task_241_title,task_241_desc
242,special,resource_level,,10,,,,,1,,102858,0,0,0,0,,,task_242_title,task_242_desc
243,normal,hero_amount,,,36,,,,,,0,0,0,2935200,1467600,,,task_243_title,task_243_desc
244,normal,stronghold_amount,,,15,,,,,,102858,0,0,0,0,,,task_244_title,task_244_desc
245,normal,recruit_amount,,,1700000,,,,,,102858,0,0,0,0,,,task_245_title,task_245_desc
246,normal,resource_level,,10,,,,,3,,102858,0,0,0,0,,,task_246_title,task_246_desc
247,special,resource_produce,marble,,,,,60019,,,102858,0,0,0,0,,,task_247_title,task_247_desc
248,normal,building_level,storage,10,,,,,,,0,0,1354700,0,1467600,,,task_248_title,task_248_desc
249,normal,hero_amount,,,37,,,,,,0,0,0,2935200,1467600,,,task_249_title,task_249_desc
250,normal,attack_npccity,,,,,,,138,,102858,0,0,0,0,,,task_250_title,task_250_desc
251,normal,gold_totalamount,,,3600000,,,,,,0,2935200,1354700,0,0,,,task_251_title,task_251_desc
252,normal,stronghold_amount,,,16,,,,,,102858,0,0,0,0,,,task_252_title,task_252_desc
253,normal,attack_pass,,,,,,,69,,102858,2935200,0,2935200,0,,,task_253_title,task_253_desc
254,special,hero_amount,,,38,,,,,,0,0,0,2935200,1467600,,,task_254_title,task_254_desc
255,normal,pvp_times,,,,,,,3,,0,0,1354700,2935200,1467600,,,task_255_title,task_255_desc
256,normal,get_tribute_times,,,,,,,5,,0,0,1354700,0,1467600,,,task_256_title,task_256_desc
257,normal,battle_win,,,,,,,10,,102858,0,1354700,2935200,0,,,task_257_title,task_257_desc
258,normal,force,,,,,2560,,,,0,2935200,0,0,0,,,task_258_title,task_258_desc
259,normal,resource_produce,food,,,,,96030,,,102858,0,0,0,0,,,task_259_title,task_259_desc
260,normal,gold_totalamount,,,7200000,,,,,,0,2935200,1354700,0,0,,,task_260_title,task_260_desc
261,normal,attack_npccity,,,,,,,155,,102858,0,0,0,0,,,task_261_title,task_261_desc
262,normal,attack_pass,,,,,,,78,,102858,2935200,0,2935200,0,,,task_262_title,task_262_desc
263,special,pvp_times,,,,,,,5,,0,0,1354700,2935200,1467600,,,task_263_title,task_263_desc
264,normal,building_level,townhall,11,,,,,,,0,0,1354700,0,1467600,,,task_264_title,task_264_desc
265,special,specify_building_level,armycamp_G,,,,,,,,0,0,2024300,4723200,2180000,,,task_265_title,task_265_desc
266,normal,specify_building_level,armycamp_G,11,,,,,,,0,0,2024300,4723200,2180000,,,task_266_title,task_266_desc
267,normal,building_level,dragonstemple,1,,,,,,,0,0,2024300,0,2180000,,,task_267_title,task_267_desc
268,normal,resource_level,,10,,,,,5,,300000,0,0,0,0,,,task_268_title,task_268_desc
269,normal,recruit_amount,,,1400000,,,,,,300000,0,0,0,0,,,task_269_title,task_269_desc
270,normal,troop_add_hero,armycamp_G,,,,,,6,,0,4723200,0,0,0,,,task_270_title,task_270_desc
271,normal,building_level,tavern,11,,,,,,,0,0,2024300,0,2180000,,,task_271_title,task_271_desc
272,special,battle_win,,,,,,,5,,300000,0,2024300,4723200,0,,,task_272_title,task_272_desc
273,normal,get_tribute_times,,,,,,,1,,0,0,2024300,0,2180000,,,task_273_title,task_273_desc
274,normal,building_level,templeofthewoods,10,,,,,,,0,0,2024300,0,2180000,,,task_274_title,task_274_desc
275,normal,recruit,,,,,,,42,,0,0,2024300,4723200,2180000,,,task_275_title,task_275_desc
276,normal,resource_amount,,,238,,,,,,0,4723200,2024300,0,0,,,task_276_title,task_276_desc
277,normal,building_level,hallofstone,9,,,,,,,0,0,2024300,0,2180000,,,task_277_title,task_277_desc
278,normal,hero_level,,51,,,,,,,0,4723200,0,0,2180000,,,task_278_title,task_278_desc
279,special,resource_level,,11,,,,,1,,300000,0,0,0,0,,,task_279_title,task_279_desc
280,normal,hero_amount,,,42,,,,,,0,0,0,4723200,2180000,,,task_280_title,task_280_desc
281,normal,building_level,altarofchaos,2,,,,,,,0,0,2024300,0,2180000,,,task_281_title,task_281_desc
282,normal,stronghold_amount,,,17,,,,,,300000,0,0,0,0,,,task_282_title,task_282_desc
283,normal,recruit_amount,,,2800000,,,,,,300000,0,0,0,0,,,task_283_title,task_283_desc
284,normal,resource_level,,11,,,,,3,,300000,0,0,0,0,,,task_284_title,task_284_desc
285,special,resource_produce,steel,,,,,70257,,,300000,0,0,0,0,,,task_285_title,task_285_desc
286,normal,building_level,storage,11,,,,,,,0,0,2024300,0,2180000,,,task_286_title,task_286_desc
287,normal,hero_amount,,,43,,,,,,0,0,0,4723200,2180000,,,task_287_title,task_287_desc
