KEY,EN,CN
LC_hero_585_skill_1,,免疫魅惑
LC_hero_586_skill_1,,魔王意志
LC_hero_586_skill_2,,暗影狂怒
LC_hero_586_skill_3,,混乱之雨
LC_hero_586_skill_4,,腐蚀护甲
LC_hero_586_skill_5,,暴躁反击
LC_hero_586_skill_6,,死亡镰刀
LC_hero_587_skill_1,,免疫魅惑
LC_hero_588_skill_1,,免疫魅惑
LC_hero_589_skill_1,,魔王意志
LC_hero_589_skill_2,,暗影狂怒
LC_hero_589_skill_3,,深渊诅咒
LC_hero_589_skill_4,,混沌噩梦
LC_hero_589_skill_5,,混沌魅惑
LC_hero_589_skill_6,,死亡镰刀
LC_hero_590_skill_1,,免疫魅惑
LC_hero_591_skill_1,,免疫魅惑
LC_hero_592_skill_1,,魔王意志
LC_hero_592_skill_2,,暗影狂怒
LC_hero_592_skill_3,,深渊诅咒
LC_hero_592_skill_4,,混沌噩梦
LC_hero_592_skill_5,,混沌魅惑
LC_hero_592_skill_6,,死亡镰刀
LC_hero_593_skill_1,,免疫魅惑
LC_hero_594_skill_1,,免疫魅惑
LC_hero_595_skill_1,,魔王意志
LC_hero_595_skill_2,,暗影狂怒
LC_hero_595_skill_3,,深渊诅咒
LC_hero_595_skill_4,,混沌噩梦
LC_hero_595_skill_5,,混沌魅惑
LC_hero_595_skill_6,,死亡镰刀
LC_hero_596_skill_1,,免疫魅惑
LC_hero_597_skill_1,,免疫魅惑
LC_hero_598_skill_1,,魔王意志
LC_hero_598_skill_2,,暗影狂怒
LC_hero_598_skill_3,,暗影凋零
LC_hero_598_skill_4,,摄魂夺魄
LC_hero_598_skill_5,,地狱咆哮
LC_hero_598_skill_6,,死亡镰刀
LC_hero_599_skill_1,,免疫魅惑
LC_hero_600_skill_1,,免疫魅惑
LC_hero_601_skill_1,,魔王意志
LC_hero_601_skill_2,,暗影狂怒
LC_hero_601_skill_3,,暗影凋零
LC_hero_601_skill_4,,摄魂夺魄
LC_hero_601_skill_5,,地狱咆哮
LC_hero_601_skill_6,,死亡镰刀
LC_hero_602_skill_1,,免疫魅惑
LC_hero_603_skill_1,,免疫魅惑
LC_hero_604_skill_1,,魔王意志
LC_hero_604_skill_2,,暗影狂怒
LC_hero_604_skill_3,,暗影凋零
LC_hero_604_skill_4,,摄魂夺魄
LC_hero_604_skill_5,,地狱咆哮
LC_hero_604_skill_6,,死亡镰刀
LC_hero_605_skill_1,,免疫魅惑
LC_hero_606_skill_1,,免疫魅惑
LC_hero_607_skill_1,,魔王意志
LC_hero_607_skill_2,,暗影狂怒
LC_hero_607_skill_3,,深渊之雨
LC_hero_607_skill_4,,破甲反击
LC_hero_607_skill_5,,衰弱反击
LC_hero_607_skill_6,,死亡镰刀
LC_hero_608_skill_1,,免疫魅惑
LC_hero_609_skill_1,,免疫魅惑
LC_hero_610_skill_1,,魔王意志
LC_hero_610_skill_2,,暗影狂怒
LC_hero_610_skill_3,,深渊之雨
LC_hero_610_skill_4,,破甲反击
LC_hero_610_skill_5,,衰弱反击
LC_hero_610_skill_6,,死亡镰刀
LC_hero_611_skill_1,,免疫魅惑
LC_hero_612_skill_1,,免疫魅惑
LC_hero_613_skill_1,,魔王意志
LC_hero_613_skill_2,,暗影狂怒
LC_hero_613_skill_3,,深渊之雨
LC_hero_613_skill_4,,破甲反击
LC_hero_613_skill_5,,衰弱反击
LC_hero_613_skill_6,,死亡镰刀
LC_hero_614_skill_1,,免疫魅惑
LC_hero_615_skill_1,,免疫魅惑
LC_skilldes_hero_405_skill_1,,"{0}%几率释放, 向敌人吐出糖果, 对<color=#f6a414>目标敌方英雄</color>造成{2}点伤害. "
LC_skilldes_hero_003_skill_1,,"{0}%几率释放, 向敌方发射一枚巨大火球, 对<color=#f6a414>敌方前排所有英雄</color>造成{2}点伤害. "
LC_skilldes_hero_004_skill_1,,"{0}%几率释放, 使<color=#f6a414>敌方随机英雄</color>陷入<color=#f6a414>混乱状态, 随机攻击敌方或己方</color>, 持续{3}回合. 释放后准备2回合才能再次释放. "
LC_skilldes_hero_008_skill_1,,"{0}%几率释放, 为<color=#f6a414>自身</color>施加1个护盾, <color=#f6a414>免疫接下来受到的1次伤害</color>, 持续{3}回合. "
LC_skilldes_hero_109_skill_1,,"{0}%几率释放, 对<color=#f6a414>目标敌方英雄</color>造成{2}点伤害, 并使<color=#f6a414>自身</color><color=#f6a414>攻击力提高</color>{5}点, 持续{6}回合. "
LC_skilldes_hero_211_skill_1,,"<color=#f6a414>光环效果</color>, 为<color=#f6a414>所在竖排己方所有英雄</color>施加树灵祝福, 使其<color=#f6a414>免疫昏迷效果</color>, 并使其获得<color=#f6a414>持续治疗</color>效果, 每回合恢复{2}点生命. "
LC_skilldes_hero_106_skill_1,,"{0}%几率释放, <color=#f6a414>消耗</color><color=#f6a414>自身</color>{2}点生命值, 对<color=#f6a414>目标敌方竖排所有英雄</color>造成{5}点伤害. "
LC_skilldes_hero_011_skill_1,,"{0}%几率释放, 使<color=#f6a414>所在竖排己方所有英雄</color><color=#f6a414>防御力提高</color>{2}点, 持续{3}回合. 释放后准备1回合才能再次释放. "
LC_skilldes_hero_107_skill_1,,"<color=#f6a414>普通攻击</color>时释放, 为<color=#f6a414>自身</color>施加<color=#f6a414>护盾</color>, 吸收{2}点伤害, 持续到本场战斗结束. "
LC_skilldes_hero_105_skill_1,,"{0}%几率释放, 使<color=#f6a414>目标敌方竖排所有英雄</color>陷入<color=#f6a414>昏迷状态, 无法行动</color>, 持续{3}回合, <color=#f6a414>受到伤害则解除昏迷状态</color>. "
LC_skilldes_hero_203_skill_1,,"{0}%几率释放, 使<color=#f6a414>目标敌方英雄</color>陷入<color=#f6a414>沉默状态, 不能释放技能</color>, 并将其<color=#f6a414>标记为集中攻击目标</color>, 持续{6}回合. 释放后需准备1回合才能再次释放. "
LC_skilldes_hero_101_skill_1,,"{0}%几率释放, 对<color=#f6a414>目标敌方英雄</color>进行一次强力的瞄准射击, 造成{2}点伤害. 释放后需准备3回合才能再次释放. "
LC_skilldes_hero_110_skill_1,,"{0}%几率释放, 对<color=#f6a414>目标敌方竖排所有英雄</color>施加<color=#f6a414>持续伤害</color>效果, 每回合对其造成{2}点伤害, 持续{3}回合. "
LC_skilldes_hero_104_skill_1,,"<color=#f6a414>光环效果</color>, 使<color=#f6a414>己方前排所有英雄</color><color=#f6a414>受到的治疗效果提高</color>{2}点, 并使其<color=#f6a414>速度提高</color>{5}点. "
LC_skilldes_hero_111_skill_1,,"{0}%几率释放, 对<color=#f6a414>目标敌方英雄英雄</color>施加<color=#f6a414>持续伤害</color>效果, 每回合对其造成{2}点伤害, 持续{3}回合. "
LC_skilldes_hero_204_skill_1,,"{0}%几率释放, 对<color=#f6a414>敌方前排所有英雄</color>造成{2}点伤害, 并对其施加<color=#f6a414>持续伤害</color>效果, 每回合对其造成{5}点伤害, 持续{6}回合. "
LC_skilldes_hero_009_skill_1,,"<color=#f6a414>光环效果</color>, 使<color=#f6a414>敌方前排随机单体英雄</color><color=#f6a414>防御力降低</color>{2}点, 并<color=#f6a414>降低其受到的治疗效果</color>{5}点. "
LC_skilldes_hero_202_skill_1,,"{0}%几率释放, 为<color=#f6a414>己方生命值最低的英雄</color><color=#f6a414>治疗</color>{2}点生命值. "
LC_skilldes_hero_010_skill_1,,"<color=#f6a414>受到普通攻击</color>时33%几率释放, 为<color=#f6a414>己方随机英雄</color>施加</color><color=#f6a414>护盾</color>, 吸收{2}点伤害, 持续{3}回合. "
LC_skilldes_hero_007_skill_1,,"{0}%几率释放, 向敌人发动猛烈的一击, 对<color=#f6a414>目标敌方英雄</color>造成{2}点伤害. "
LC_skilldes_hero_012_skill_1,,"{0}%几率释放, 对<color=#f6a414>敌方生命值最低的英雄</color>造成{2}点伤害. "
LC_skilldes_hero_103_skill_1,,"<color=#f6a414>生命值降为0</color>时释放, <color=#f6a414>恢复</color><color=#f6a414>自身</color>{2}点生命值. 每场战斗只能释放1次. "
LC_skilldes_hero_208_skill_1,,"{0}%几率释放, 为<color=#f6a414>己方前排所有英雄</color><color=#f6a414>治疗</color>{2}点生命值, 并对其施加<color=#f6a414>持续伤害</color>效果, 每回合对其造成{5}点伤害, 持续{6}回合. "
LC_skilldes_hero_112_skill_1,,"<color=#f6a414>普通攻击</color>时释放, 使<color=#f6a414>目标敌方英雄</color><color=#f6a414>防御力降低</color>{2}点, 并<color=#f6a414>降低其受到的治疗效果</color>{5}点, 持续到本场战斗结束. "
LC_skilldes_hero_006_skill_1,,"<color=#f6a414>战斗准备回合</color>{0}%几率释放, 对<color=#f6a414>敌方前排所有英雄</color>施加<color=#f6a414>持续伤害</color>效果, 每回合对其造成{2}的伤害, 持续{3}回合. "
LC_skilldes_hero_206_skill_1,,"<color=#f6a414>受到普通攻击</color>时{0}%几率进行<color=#f6a414>反击</color>, 使<color=#f6a414>攻击者</color>受到{2}点伤害. "
LC_skilldes_hero_102_skill_1,,"<color=#f6a414>受到普通攻击</color>时{0}%几率释放, 为<color=#f6a414>自身</color>施加<color=#f6a414>护盾</color>, 吸收{2}点伤害, 持续{3}回合. "
LC_skilldes_hero_207_skill_1,,"<color=#f6a414>光环效果</color>, <color=#f6a414>自身</color><color=#f6a414>免疫技能伤害</color>, <color=#f6a414>攻击力提高</color>{5}点. "
LC_skilldes_hero_005_skill_1,,"{0}%几率释放, 使<color=#f6a414>目标敌方英雄</color>陷入<color=#f6a414>魅惑状态, 攻击其队友</color>, 持续{3}回合. "
LC_skilldes_hero_210_skill_1,,"{0}%几率释放, 使<color=#f6a414>己方所有英雄</color><color=#f6a414>攻击力提高</color>{2}点, 持续{3}回合. 释放后需准备1回合才能再次释放. "
LC_skilldes_hero_303_skill_1,,"{0}%几率释放, 使<color=#f6a414>目标敌方英雄</color><color=#f6a414>防御力降低</color>{2}点, 持续{3}回合. "
LC_skilldes_hero_301_skill_1,,"{0}%几率释放, 使<color=#f6a414>目标敌方英雄</color>陷入<color=#f6a414>沉默状态, 不能释放技能</color>, 持续{3}回合. "
LC_skilldes_hero_209_skill_1,,"<color=#f6a414>战斗准备回合</color>{0}%几率释放, <color=#f6a414>使敌方后排所有英雄</color><color=#f6a414>攻击力降低</color>{2}点, 并使其<color=#f6a414>速度降低</color>{5}点, 持续到本场战斗结束. "
LC_skilldes_hero_001_skill_1,,"{0}%几率释放, 对<color=#f6a414>敌方后排所有英雄</color>施加<color=#f6a414>持续伤害</color>效果, 每回合对其造成{2}点伤害, 持续{3}回合. "
LC_skilldes_hero_201_skill_1,,"{0}%几率释放, 对<color=#f6a414>敌方后排所有英雄</color>造成{2}点伤害. "
LC_skilldes_hero_302_skill_1,,"<color=#f6a414>普通攻击</color>时{0}%几率<color=#f6a414>吸血</color>, 吸血量为伤害量的{4}%. "
LC_skilldes_hero_108_skill_1,,"<color=#f6a414>受到普通攻击</color>时释放, 使<color=#f6a414>自身</color><color=#f6a414>攻击力</color>提高{2}点, 持续到本场战斗结束. "
LC_skilldes_hero_212_skill_1,,"<color=#f6a414>受到普通攻击</color>时25%几率释放, 使<color=#f6a414>自身</color><color=#f6a414>防御力提高</color>{2}点, 持续到本场战斗结束. "
LC_skilldes_hero_205_skill_1,,"<color=#f6a414>战斗准备回合</color>{0}%几率释放, 将<color=#f6a414>目标敌方英雄</color><color=#f6a414>标记为集中攻击目标</color>, 持续{3}回合. "
LC_skilldes_hero_306_skill_1,,"{0}%几率释放, 使<color=#f6a414>敌方后排所有英雄</color>陷入<color=#f6a414>沉默状态, 不能释放技能</color>, 持续{3}回合. "
LC_skilldes_hero_305_skill_1,,"{0}%几率释放, <color=#f6a414>移除己方所有英雄的有害效果</color>. "
LC_skilldes_hero_307_skill_1,,"<color=#f6a414>生命值降为0</color>时释放, 对<color=#f6a414>敌方所有英雄</color>造成{2}点伤害. "
LC_skilldes_hero_403_skill_1,,"<color=#f6a414>普通攻击</color>时释放, 使<color=#f6a414>自身</color><color=#f6a414>攻击力提高</color>{2}点, 持续到本场战斗结束. "
LC_skilldes_hero_002_skill_1,,"<color=#f6a414>受到普通攻击</color>时{0}%几率释放, 对<color=#f6a414>攻击者</color>进行<color=#f6a414>缴械, 使其不能普通攻击</color>, 持续{3}回合. "
LC_skilldes_hero_406_skill_1,,"{0}%几率释放, <color=#f6a414>移除敌方所有英雄的有益效果</color>, 并<color=#f6a414>移除己方所有英雄的有害效果</color>. "
LC_skilldes_hero_402_skill_1,,"{0}%几率释放, 为<color=#f6a414>己方生命值最低的英雄</color>施加护盾, 使其<color=#f6a414>免疫物理攻击</color>, 持续{3}回合. "
LC_skilldes_hero_401_skill_1,,"<color=#f6a414>普通攻击</color>时释放, 对<color=#f6a414>目标敌方竖排所有英雄</color>造成{2}点伤害, 并对其进行<color=#f6a414>嘲讽, 强制其攻击自身</color>, 持续{6}回合. "
LC_skilldes_hero_404_skill_1,,"{0}%几率释放, <color=#f6a414>消耗</color><color=#f6a414>自身</color>{5}点生命值, 并<color=#f6a414>为己方所有英雄</color><color=#f6a414>治疗</color>{2}点生命值. "
LC_skilldes_hero_304_skill_1,,"{0}%几率释放, 对<color=#f6a414>敌方生命值最低</color>的英雄造成{2}点伤害, 并将其<color=#f6a414>标记为集中攻击目标</color>, 持续{6}回合. "
LC_skilldes_hero_501_skill_1,,"<color=#f6a414>普通攻击</color>时, {0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>受到伤害{2}点, 并使自身获得<color=#f6a414>治疗</color>{5}点. "
LC_skilldes_hero_502_skill_1,,"<color=#f6a414>即将死亡</color>时, {0}%几率触发, 使<color=#f6a414>攻击自身的敌方英雄</color>受到伤害{2}点, 并使其受到<color=#f6a414>昏迷效果, 不能普通攻击以及释放技能, 被攻击则解除</color>, 持续{6}回合. 释放后需蓄力至少1回合. "
LC_skilldes_hero_503_skill_1,,"<color=#f6a414>即将死亡</color>时, {0}%几率触发, 使自身获得<color=#f6a414>治疗</color>{2}点. 释放后需蓄力至少1回合. "
LC_skilldes_hero_504_skill_1,,"<color=#f6a414>即将死亡</color>时, {0}%几率触发, 使自身获得<color=#f6a414>治疗</color>{2}点. 释放后需蓄力至少1回合. "
LC_skilldes_hero_505_skill_1,,"<color=#f6a414>即将死亡</color>时, {0}%几率触发, 使目标受到伤害{2}点. 释放后需蓄力至少1回合. "
LC_skilldes_hero_506_skill_1,,"<color=#f6a414>即将死亡</color>时, {0}%几率触发, 使目标受到伤害{2}点. 释放后需蓄力至少1回合. "
LC_skilldes_hero_507_skill_1,,"<color=#f6a414>即将死亡</color>时, {0}%几率触发, 使目标受到伤害{2}点. 释放后需蓄力至少1回合. "
LC_skilldes_hero_508_skill_1,,"<color=#f6a414>被攻击</color>时, {0}%几率触发, 使<color=#f6a414>攻击自身的敌方英雄</color>受到<color=#f6a414>反伤</color>{2}点, 并使自身受到<color=#f6a414>混乱效果, 随机攻击其己方和敌方</color>, 持续{6}回合. 释放后需蓄力至少1回合. "
LC_skilldes_hero_509_skill_1,,"<color=#f6a414>生命值少于{1}%时受到攻击</color>, {0}%几率触发, 使<color=#f6a414>己方后排全体英雄</color>获得<color=#f6a414>攻击力加成</color>{2}点, 以及<color=#f6a414>速度加成</color>{5}点, 持续{6}回合. 释放后需蓄力至少1回合. "
LC_skilldes_hero_510_skill_1,,"<color=#f6a414>被攻击</color>时, {0}%几率触发, 使<color=#f6a414>攻击自身的敌方英雄</color>接下来每回合受到持续伤害{2}点, 持续{3}回合. 释放后需蓄力至少1回合. "
LC_skilldes_hero_511_skill_1,,"<color=#f6a414>被攻击</color>时, {0}%几率触发, 使<color=#f6a414>攻击自身的敌方英雄</color>受到<color=#f6a414>反伤</color>{2}点, 并使其受到<color=#f6a414>防御力降低</color>{5}点, 持续{6}回合. "
LC_skilldes_hero_512_skill_1,,"<color=#f6a414>即将死亡</color>时, {0}%几率触发, 使目标受到伤害{2}点. "
LC_skilldes_hero_513_skill_1,,"<color=#f6a414>即将死亡</color>时, {0}%几率触发, 使<color=#f6a414>己方全体英雄</color>获得<color=#f6a414>护盾效果</color>{2}点, 以及<color=#f6a414>防御力加成</color>{5}点, 持续{6}回合. "
LC_skilldes_hero_514_skill_1,,"{0}%几率触发, 使<color=#f6a414>敌方竖排英雄</color>接下来每回合受到持续伤害{2}点, 以及<color=#f6a414>混乱效果, 随机攻击其己方和敌方</color>, 持续{6}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_515_skill_1,,"{0}%几率触发, 使<color=#f6a414>本竖排英雄</color>接下来每回合受到<color=#f6a414>持续治疗</color>{2}点, 以及<color=#f6a414>免疫昏迷效果</color>, 持续{6}回合. 释放后需蓄力至少2回合. "
LC_skilldes_hero_516_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使<color=#f6a414>本竖排英雄</color>获得<color=#f6a414>治疗加成</color>{2}点, 以及<color=#f6a414>速度加成</color>{5}点. 释放后需蓄力至少2回合. "
LC_skilldes_hero_517_skill_1,,"<color=#f6a414>普通攻击</color>时, {0}%几率触发, 使<color=#f6a414>敌方全体前排英雄</color>受到伤害{2}点, 并使其受到<color=#f6a414>驱散, 去除技能效果</color>. "
LC_skilldes_hero_518_skill_1,,"<color=#f6a414>即将死亡</color>时, {0}%几率触发, 使自身获得<color=#f6a414>治疗</color>{2}点. "
LC_skilldes_hero_519_skill_1,,"<color=#f6a414>即将死亡</color>时, {0}%几率触发, 使自身获得<color=#f6a414>治疗</color>{2}点, 并使其获得<color=#f6a414>免疫技能伤害效果</color>, 持续{6}回合. "
LC_skilldes_hero_520_skill_1,,"{0}%几率触发, 使<color=#f6a414>生命值最低的敌方英雄</color>受到伤害{2}点. "
LC_skilldes_hero_521_skill_1,,"<color=#f6a414>战斗开始</color>时, {0}%几率触发, 使目标被<color=#f6a414>标记为集中攻击</color>, 持续{3}回合. "
LC_skilldes_hero_522_skill_1,,"<color=#f6a414>普通攻击</color>时, {0}%几率触发, 使目标受到伤害, 且根据伤害<color=#f6a414>吸血</color>{4}%. 释放后需蓄力至少1回合. "
LC_skilldes_hero_523_skill_1,,"<color=#f6a414>即将死亡</color>时, {0}%几率触发, 使<color=#f6a414>攻击自身的敌方英雄</color>受到伤害{2}点, 并使其受到<color=#f6a414>昏迷效果, 不能普通攻击以及释放技能, 被攻击则解除</color>, 持续{6}回合. "
LC_skilldes_hero_524_skill_1,,"{0}%几率触发, 使自身获得在{3}回合内<color=#f6a414>吸收一次伤害的效果</color>. 释放后需蓄力至少2回合. "
LC_skilldes_hero_525_skill_1,,"<color=#f6a414>普通攻击</color>时, {0}%几率触发, 使<color=#f6a414>敌方全体英雄</color>受到伤害{2}点, 并且接下来每回合受到持续伤害{5}点, 持续{6}回合. "
LC_skilldes_hero_526_skill_1,,"<color=#f6a414>存活时持续生效</color>, 使自身获得<color=#f6a414>免疫沉默效果</color>, 以及<color=#f6a414>免疫魅惑效果</color>. "
LC_skilldes_hero_526_skill_2,,"{0}%几率触发, 使自身获得<color=#f6a414>攻击力加成</color>{2}点, 持续{3}回合. 释放后需蓄力至少2回合. "
