level,rarity,type,gold,food,lumber,marble,steel,crystal,duration
40,3,rock,0,0.6,0.29,0.19,0.19,0,0.08
41,3,paper,0,0.5,0.16,0.16,0.24,0,0.08
41,3,scissors,0,0.5,0.16,0.24,0.16,0,0.08
41,3,rock,0,0.5,0.24,0.16,0.16,0,0.08
42,3,paper,0,0.5,0.16,0.16,0.24,0,0.08
42,3,scissors,0,0.5,0.16,0.24,0.16,0,0.08
42,3,rock,0,0.5,0.24,0.16,0.16,0,0.08
43,3,paper,0,0.5,0.16,0.16,0.24,0,0.08
43,3,scissors,0,0.5,0.16,0.24,0.16,0,0.08
43,3,rock,0,0.5,0.24,0.16,0.16,0,0.08
44,3,paper,0,0.5,0.16,0.16,0.24,0,0.08
44,3,scissors,0,0.5,0.16,0.24,0.16,0,0.08
44,3,rock,0,0.5,0.24,0.16,0.16,0,0.08
45,3,paper,0,0.5,0.16,0.16,0.24,0,0.08
45,3,scissors,0,0.5,0.16,0.24,0.16,0,0.08
45,3,rock,0,0.5,0.24,0.16,0.16,0,0.08
46,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
46,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
46,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
47,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
47,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
47,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
48,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
48,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
48,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
49,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
49,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
49,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
50,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
50,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
50,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
51,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
51,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
51,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
52,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
52,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
52,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
53,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
53,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
53,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
54,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
54,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
54,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
55,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
55,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
55,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
56,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
56,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
56,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
57,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
57,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
57,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
58,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
58,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
58,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
59,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
59,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
59,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
60,3,paper,0,0.45,0.14,0.14,0.22,0,0.08
60,3,scissors,0,0.45,0.14,0.22,0.14,0,0.08
60,3,rock,0,0.45,0.22,0.14,0.14,0,0.08
