id,level,type,name,race,tribute_gold_buff,tribute_gold_buff_bonus,alliance_tribute_gold_buff,gold,lumber,marble,steel,food,lumber_buff,marble_buff,steel_buff,food_buff,stronghold_time_buff,durability,force,alliance_exp,size,rank_points,limit_time,limit_gem
"10,3,200,1",10,zone_capital,emoserine_center,elf,0,2.5,84,0,576000,576000,576000,576000,2970,8910,0,5940,0.3,864000,0,3000000,l,20000,4144788,98
"10,3,200,0",10,zone_capital,emoserine_outside,elf,70,0,0,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"10,4,200,1",11,zone_capital,resahona_center,elf,0,2.5,96,0,678000,678000,678000,678000,0,6840,6840,0,0.3,1350000,0,4392300,l,26620,6319800,105
"10,4,200,0",11,zone_capital,resahona_outside,elf,80,0,0,320,113000,113000,113000,113000,0,0,0,0,0.3,13500,10240,439230,,0,0,0
"10,5,200,1",12,region_capital,felicity_center,demon,0,3.5,108,0,792000,792000,792000,792000,18000,3600,0,0,0.3,1800000,0,6220800,l,86400,9507312,120
"10,5,200,0",12,region_capital,felicity_outside,demon,90,0,0,540,132000,132000,132000,132000,0,0,0,0,0.3,15000,20480,622080,,0,0,0
"10,6,200,1",10,zone_capital,isyallond_center,elf,0,2.5,84,0,576000,576000,576000,576000,0,8910,0,2970,0.3,864000,0,3000000,l,20000,4144788,98
"10,6,200,0",10,zone_capital,isyallond_outside,elf,70,0,0,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"10,7,200,1",10,zone_capital,silethrius_center,elf,0,2.5,84,0,576000,576000,576000,576000,5940,5940,0,0,0.3,864000,0,3000000,l,20000,4144788,98
"10,7,200,0",10,zone_capital,silethrius_outside,elf,70,0,0,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"10,8,200,1",11,zone_capital,ilhnoris_center,elf,0,2.5,96,0,678000,678000,678000,678000,0,0,10260,3420,0.3,1350000,0,4392300,l,26620,6319800,105
"10,8,200,0",11,zone_capital,ilhnoris_outside,elf,80,0,0,320,113000,113000,113000,113000,0,0,0,0,0.3,13500,10240,439230,,0,0,0
"11,1,200,1",12,zone_capital,abandale_center,demon,0,3.5,108,0,792000,792000,792000,792000,9000,9000,4500,0,0.3,1800000,0,6220800,l,34560,9507312,120
"11,1,200,0",12,zone_capital,abandale_outside,demon,90,0,0,540,132000,132000,132000,132000,0,0,0,0,0.3,15000,20480,622080,,0,0,0
"11,2,200,1",12,zone_capital,foolshope_center,demon,0,3.5,108,0,792000,792000,792000,792000,9000,9000,0,4500,0.3,1800000,0,6220800,l,34560,9507312,120
"11,2,200,0",12,zone_capital,foolshope_outside,demon,90,0,0,540,132000,132000,132000,132000,0,0,0,0,0.3,15000,20480,622080,,0,0,0
"11,3,200,1",12,zone_capital,nefaria_center,demon,0,3.5,108,0,792000,792000,792000,792000,9000,0,9000,4500,0.3,1800000,0,6220800,l,34560,9507312,120
"11,3,200,0",12,zone_capital,nefaria_outside,demon,90,0,0,540,132000,132000,132000,132000,0,0,0,0,0.3,15000,20480,622080,,0,0,0
"11,4,200,1",12,zone_capital,ashcity_center,demon,0,3.5,108,0,792000,792000,792000,792000,9000,4500,0,9000,0.3,1800000,0,6220800,l,34560,9507312,120
"11,4,200,0",12,zone_capital,ashcity_outside,demon,90,0,0,540,132000,132000,132000,132000,0,0,0,0,0.3,15000,20480,622080,,0,0,0
"11,5,200,1",13,capital,dragons_torreon_center,dragon,0,7,120,0,1188000,1188000,1188000,1188000,10800,10800,10800,10800,0,3600000,0,8568300,l,439400,28521936,150
"11,5,200,0",13,capital,dragons_torreon_outside,dragon,100,0,0,810,198000,198000,198000,198000,0,0,0,0,0,30000,30720,856830,,0,0,0
