id,level,type,name,race,tribute_gold_buff,tribute_gold_buff_bonus,alliance_tribute_gold_buff,gold,lumber,marble,steel,food,lumber_buff,marble_buff,steel_buff,food_buff,stronghold_time_buff,durability,force,alliance_exp,size,rank_points,limit_time,limit_gem
"8,1,200,1",8,zone_capital,anyserion_center,elf,0,2.5,60,0,372000,372000,372000,372000,4860,4860,0,0,0.3,381000,0,1228800,m,10240,2336868,83
"8,1,200,0",8,zone_capital,anyserion_outside,elf,50,0,0,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"8,1,201,1",4,normal,swindon_center,raider,0,2,24,0,72000,72000,72000,72000,2310,0,0,580,0,19000,0,76800,s,640,361548,53
"8,1,201,0",4,normal,swindon_outside,raider,20,0,0,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"8,1,202,1",5,normal,crullfeld_center,raider,0,2,30,0,144000,144000,144000,144000,0,0,2520,1080,0,78000,0,187500,s,1250,551808,60
"8,1,202,0",5,normal,crullfeld_outside,raider,25,0,0,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"8,2,200,1",10,region_capital,elllethaes_center,elf,0,2.5,84,0,576000,576000,576000,576000,0,0,0,11880,0.3,864000,0,3000000,l,50000,4144788,98
"8,2,200,0",10,region_capital,elllethaes_outside,elf,70,0,0,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"8,2,201,1",6,normal,azmarin_center,raider,0,2,36,0,216000,216000,216000,216000,4320,0,0,0,0,135000,0,388800,s,2160,825588,68
"8,2,201,0",6,normal,azmarin_outside,raider,30,0,0,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"8,2,202,1",5,normal,travercraig_center,raider,0,2,30,0,144000,144000,144000,144000,0,1080,2520,0,0,78000,0,187500,s,1250,551808,60
"8,2,202,0",5,normal,travercraig_outside,raider,25,0,0,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"8,3,200,1",8,zone_capital,lyletaesi_center,elf,0,2.5,60,0,372000,372000,372000,372000,0,2920,6810,0,0.3,381000,0,1228800,m,10240,2336868,83
"8,3,200,0",8,zone_capital,lyletaesi_outside,elf,50,0,0,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"8,3,201,1",4,normal,holmfirth_center,raider,0,2,24,0,72000,72000,72000,72000,0,2880,0,0,0,19000,0,76800,s,640,361548,53
"8,3,201,0",4,normal,holmfirth_outside,raider,20,0,0,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"8,3,202,1",5,normal,athelney_center,raider,0,2,30,0,144000,144000,144000,144000,720,0,2880,0,0,78000,0,187500,s,1250,551808,60
"8,3,202,0",5,normal,athelney_outside,raider,25,0,0,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"8,4,200,1",7,zone_capital,delturum_center,dwarf,0,2,48,0,282000,282000,282000,282000,1800,7200,0,0,0.3,315000,0,720300,m,6860,1303812,75
"8,4,200,0",7,zone_capital,delturum_outside,dwarf,40,0,0,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"8,4,201,1",4,normal,lakeshore_center,raider,0,2,24,0,72000,72000,72000,72000,580,0,0,2310,0,19000,0,76800,s,640,361548,53
"8,4,201,0",4,normal,lakeshore_outside,raider,20,0,0,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"8,4,202,1",6,normal,tillicoultry_center,raider,0,2,36,0,216000,216000,216000,216000,2160,0,2160,0,0,135000,0,388800,s,2160,825588,68
"8,4,202,0",6,normal,tillicoultry_outside,raider,30,0,0,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"8,5,200,1",8,zone_capital,ginoldur_center,dwarf,0,2.5,60,0,372000,372000,372000,372000,2430,0,0,7290,0.3,381000,0,1228800,m,10240,2336868,83
"8,5,200,0",8,zone_capital,ginoldur_outside,dwarf,50,0,0,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"8,5,201,1",5,normal,hepojoki_center,raider,0,2,30,0,144000,144000,144000,144000,2880,720,0,0,0,78000,0,187500,s,1250,551808,60
"8,5,201,0",5,normal,hepojoki_outside,raider,25,0,0,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"8,5,202,1",4,normal,perlshaw_center,raider,0,2,24,0,72000,72000,72000,72000,0,1440,1440,0,0,19000,0,76800,s,640,361548,53
"8,5,202,0",4,normal,perlshaw_outside,raider,20,0,0,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"8,6,200,1",7,zone_capital,dhamwohr_center,dwarf,0,2,48,0,282000,282000,282000,282000,2700,6300,0,0,0.3,315000,0,720300,m,6860,1303812,75
"8,6,200,0",7,zone_capital,dhamwohr_outside,dwarf,40,0,0,130,47000,47000,47000,47000,0,0,0,0,0.3,5250,640,72030,,0,0,0
"8,6,201,1",6,normal,arkkukari_center,raider,0,2,36,0,216000,216000,216000,216000,3460,0,870,0,0,135000,0,388800,s,2160,825588,68
"8,6,201,0",6,normal,arkkukari_outside,raider,30,0,0,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"8,6,202,1",4,normal,garthram_center,raider,0,2,24,0,72000,72000,72000,72000,0,2310,0,580,0,19000,0,76800,s,640,361548,53
"8,6,202,0",4,normal,garthram_outside,raider,20,0,0,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"9,1,200,1",11,zone_capital,irfe_nalore_center,elf,0,2.5,96,0,678000,678000,678000,678000,3420,0,10260,0,0.3,1350000,0,4392300,l,26620,6319800,105
"9,1,200,0",11,zone_capital,irfe_nalore_outside,elf,80,0,0,320,113000,113000,113000,113000,0,0,0,0,0.3,13500,10240,439230,,0,0,0
