level,rarity,type,gold,food,lumber,marble,steel,crystal,duration
23,1,scissors,0,1.5,0.48,0.72,0.48,0,0.08
23,1,rock,0,1.5,0.72,0.48,0.48,0,0.08
24,1,paper,0,1.5,0.48,0.48,0.72,0,0.08
24,1,scissors,0,1.5,0.48,0.72,0.48,0,0.08
24,1,rock,0,1.5,0.72,0.48,0.48,0,0.08
25,1,paper,0,1.5,0.48,0.48,0.72,0,0.08
25,1,scissors,0,1.5,0.48,0.72,0.48,0,0.08
25,1,rock,0,1.5,0.72,0.48,0.48,0,0.08
26,1,paper,0,1.25,0.4,0.4,0.6,0,0.08
26,1,scissors,0,1.25,0.4,0.6,0.4,0,0.08
26,1,rock,0,1.25,0.6,0.4,0.4,0,0.08
27,1,paper,0,1.25,0.4,0.4,0.6,0,0.08
27,1,scissors,0,1.25,0.4,0.6,0.4,0,0.08
27,1,rock,0,1.25,0.6,0.4,0.4,0,0.08
28,1,paper,0,1.25,0.4,0.4,0.6,0,0.08
28,1,scissors,0,1.25,0.4,0.6,0.4,0,0.08
28,1,rock,0,1.25,0.6,0.4,0.4,0,0.08
29,1,paper,0,1.25,0.4,0.4,0.6,0,0.08
29,1,scissors,0,1.25,0.4,0.6,0.4,0,0.08
29,1,rock,0,1.25,0.6,0.4,0.4,0,0.08
30,1,paper,0,1.25,0.4,0.4,0.6,0,0.08
30,1,scissors,0,1.25,0.4,0.6,0.4,0,0.08
30,1,rock,0,1.25,0.6,0.4,0.4,0,0.08
31,1,paper,0,1.1,0.35,0.35,0.53,0,0.08
31,1,scissors,0,1.1,0.35,0.53,0.35,0,0.08
31,1,rock,0,1.1,0.53,0.35,0.35,0,0.08
32,1,paper,0,1.1,0.35,0.35,0.53,0,0.08
32,1,scissors,0,1.1,0.35,0.53,0.35,0,0.08
32,1,rock,0,1.1,0.53,0.35,0.35,0,0.08
33,1,paper,0,1.1,0.35,0.35,0.53,0,0.08
33,1,scissors,0,1.1,0.35,0.53,0.35,0,0.08
33,1,rock,0,1.1,0.53,0.35,0.35,0,0.08
34,1,paper,0,1.1,0.35,0.35,0.53,0,0.08
