id,chapter,type,name,level,amount,rarity,force,produce,times,gem,gold,food,lumber,marble,steel,crystal,hero_fragments,points_limit,locale_desc,unlock_id,switch_daily
141,9,specify_building_level,hero_defence_up_building,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_141_desc,0,
142,9,specify_building_level,durability_up_building,9,,,,,,,0,539700,1079400,1079400,1079400,,,1,chapter_task_142_desc,0,
143,9,specify_building_level,paper_dominant_up_building,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_143_desc,0,
144,9,pvp_times,,,,,,,5,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_144_desc,0,
145,9,building_level,storage_lumber,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_145_desc,0,
146,9,building_level,storage_food,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_146_desc,0,
147,9,building_level,storage_steel,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_147_desc,0,
148,9,building_level,storage_marble,9,,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_148_desc,0,
149,9,stronghold_amount,stronghold,,9,,,,,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_149_desc,0,
150,9,attack_npccity,,,,,,,10,,1800,539700,1079400,1079400,1079400,,,1,chapter_task_150_desc,0,
