name,trigger,percent,hp_percent,trigger_interval,max_trigger_times,effect,description,cast_effect
hero_519_skill_1,dead,0.8,0,100,20,"hero_519_skill_1_1,hero_519_skill_1_2",skilldes_hero_519_skill_1,
hero_520_skill_1,default,0.33,0,0,20,hero_520_skill_1_1,skilldes_hero_520_skill_1,
hero_521_skill_1,battlestart,0.5,0,0,20,hero_521_skill_1_1,skilldes_hero_521_skill_1,
hero_522_skill_1,ihit,0.25,0,1,20,hero_522_skill_1_1,skilldes_hero_522_skill_1,
hero_523_skill_1,dead,0.9,0,0,20,"hero_523_skill_1_1,hero_523_skill_1_2",skilldes_hero_523_skill_1,
hero_524_skill_1,default,0.25,0,2,20,hero_524_skill_1_1,skilldes_hero_524_skill_1,
hero_525_skill_1,ihit,1,0,0,20,"hero_525_skill_1_1,hero_525_skill_1_2",skilldes_hero_525_skill_1,
hero_526_skill_1,halo,1,0,0,20,"hero_526_skill_1_1,hero_526_skill_1_2",skilldes_hero_526_skill_1,
hero_526_skill_2,default,1,0,2,20,hero_526_skill_2_1,skilldes_hero_526_skill_2,
hero_526_skill_3,default,1,0,3,20,"hero_526_skill_3_1,hero_526_skill_3_2",skilldes_hero_526_skill_3,
hero_526_skill_4,hp,1,0.5,3,20,hero_526_skill_4_1,skilldes_hero_526_skill_4,
hero_527_skill_1,default,1,0,0,20,hero_527_skill_1_1,skilldes_hero_527_skill_1,
hero_528_skill_1,default,1,0,0,20,hero_528_skill_1_1,skilldes_hero_528_skill_1,
hero_529_skill_1,halo,1,0,0,20,"hero_529_skill_1_1,hero_529_skill_1_2",skilldes_hero_529_skill_1,
hero_529_skill_2,default,1,0,2,20,hero_529_skill_2_1,skilldes_hero_529_skill_2,
hero_529_skill_3,default,1,0,3,20,"hero_529_skill_3_1,hero_529_skill_3_2",skilldes_hero_529_skill_3,
hero_529_skill_4,hp,1,0.5,3,20,hero_529_skill_4_1,skilldes_hero_529_skill_4,
hero_530_skill_1,default,1,0,0,20,hero_530_skill_1_1,skilldes_hero_530_skill_1,
hero_531_skill_1,default,1,0,0,20,hero_531_skill_1_1,skilldes_hero_531_skill_1,
hero_532_skill_1,halo,1,0,0,20,"hero_532_skill_1_1,hero_532_skill_1_2",skilldes_hero_532_skill_1,
hero_532_skill_2,default,1,0,2,20,hero_532_skill_2_1,skilldes_hero_532_skill_2,
hero_532_skill_3,default,1,0,3,20,"hero_532_skill_3_1,hero_532_skill_3_2",skilldes_hero_532_skill_3,
hero_532_skill_4,hp,1,0.5,3,20,hero_532_skill_4_1,skilldes_hero_532_skill_4,
hero_533_skill_1,default,1,0,0,20,hero_533_skill_1_1,skilldes_hero_533_skill_1,
hero_534_skill_1,default,1,0,0,20,hero_534_skill_1_1,skilldes_hero_534_skill_1,
hero_535_skill_1,halo,1,0,0,20,"hero_535_skill_1_1,hero_535_skill_1_2",skilldes_hero_535_skill_1,
hero_535_skill_2,default,1,0,2,20,hero_535_skill_2_1,skilldes_hero_535_skill_2,
hero_535_skill_3,default,1,0,3,20,"hero_535_skill_3_1,hero_535_skill_3_2",skilldes_hero_535_skill_3,
hero_535_skill_4,hp,1,0.5,3,20,hero_535_skill_4_1,skilldes_hero_535_skill_4,
hero_536_skill_1,default,1,0,0,20,hero_536_skill_1_1,skilldes_hero_536_skill_1,
hero_537_skill_1,default,1,0,0,20,hero_537_skill_1_1,skilldes_hero_537_skill_1,
hero_538_skill_1,halo,1,0,0,20,"hero_538_skill_1_1,hero_538_skill_1_2",skilldes_hero_538_skill_1,
