level,rarity,type,gold,food,lumber,marble,steel,crystal,duration
64,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
64,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
64,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
65,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
65,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
65,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
66,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
66,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
66,1,rock,0,0.45,0.22,0.14,0.14,0,0.08
67,1,paper,0,0.45,0.14,0.14,0.22,0,0.08
67,1,scissors,0,0.45,0.14,0.22,0.14,0,0.08
