id,level,type,name,race,tribute_gold_buff,tribute_gold_buff_bonus,alliance_tribute_gold_buff,gold,lumber,marble,steel,food,lumber_buff,marble_buff,steel_buff,food_buff,stronghold_time_buff,durability,force,alliance_exp,size,rank_points,limit_time,limit_gem
"3,1,201,0",4,normal,delwihr_outside,dwarf,20,0,0,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"3,1,202,1",6,normal,furness_center,raider,0,2,36,0,216000,216000,216000,216000,0,2160,0,2160,0,135000,0,388800,s,2160,825588,68
"3,1,202,0",6,normal,furness_outside,raider,30,0,0,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"3,2,200,1",8,zone_capital,hillfar_center,raider,0,2.5,60,0,372000,372000,372000,372000,4860,4860,0,0,0.3,381000,0,1228800,m,10240,2336868,83
"3,2,200,0",8,zone_capital,hillfar_outside,raider,50,0,0,150,62000,62000,62000,62000,0,0,0,0,0.3,5438,1280,122880,,0,0,0
"3,2,201,1",4,normal,gillodihr_center,dwarf,0,2,24,0,72000,72000,72000,72000,0,2020,0,870,0,19000,0,76800,s,640,361548,53
"3,2,201,0",4,normal,gillodihr_outside,dwarf,20,0,0,30,12000,12000,12000,12000,0,0,0,0,0,938,80,7680,,0,0,0
"3,2,202,1",5,normal,forstford_center,raider,0,2,30,0,144000,144000,144000,144000,0,0,2520,1080,0,78000,0,187500,s,1250,551808,60
"3,2,202,0",5,normal,forstford_outside,raider,25,0,0,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
"3,3,200,1",10,region_capital,aberdeen_center,dwarf,0,2.5,84,0,576000,576000,576000,576000,0,11880,0,0,0.3,864000,0,3000000,l,50000,4144788,98
"3,3,200,0",10,region_capital,aberdeen_outside,dwarf,70,0,0,280,96000,96000,96000,96000,0,0,0,0,0.3,9600,5120,300000,,0,0,0
"3,3,201,1",6,normal,dal_todir_center,dwarf,0,2,36,0,216000,216000,216000,216000,4320,0,0,0,0,135000,0,388800,s,2160,825588,68
"3,3,201,0",6,normal,dal_todir_outside,dwarf,30,0,0,110,36000,36000,36000,36000,0,0,0,0,0,2700,320,38880,,0,0,0
"3,3,202,1",5,normal,wallowdale_center,raider,0,2,30,0,144000,144000,144000,144000,0,1080,2520,0,0,78000,0,187500,s,1250,551808,60
"3,3,202,0",5,normal,wallowdale_outside,raider,25,0,0,60,24000,24000,24000,24000,0,0,0,0,0,2600,160,18750,,0,0,0
